Gene1,Gene2
CREB1,BHLHA15
CREB1,BIN1
CREB1,BMF
CREB1,BNIP3L
CREB1,BOD1
CREB1,BRAF
CREB1,BRCA1
CREB1,BRCA2
CREB1,BRD2
CREB1,BSX
CREB1,BTBD9
CREB1,BTG2
CREB1,BTK
CREB1,BUD31
CREB1,BZRAP1
CREB1,C030013G03RIK
CREB1,C030037D09RIK
CREB1,C030039L03RIK
CREB1,C130039O16RIK
CREB1,C2CD4B
CREB1,C78339
CREB1,CACNA1E
CREB1,CACNA1G
CREB1,CACNA1S
CREB1,CACNB1
CREB1,CACNB2
CREB1,CACNB4
CREB1,CACNG8
CREB1,CALB2
CREB1,CAMK2A
CREB1,CAMK2B
CREB1,CAMK2D
CREB1,CAMK2G
CREB1,CAMK2N1
CREB1,CAMK2N2
CREB1,CAMK4
CREB1,CAMSAP3
CREB1,CAMTA1
CREB1,CAPN6
CREB1,CAPRIN1
CREB1,CAR10
CREB1,CARTPT
CREB1,CATSPER4
CREB1,CBFB
CREB1,CBWD1
CREB1,CBX4
CREB1,CCDC107
CREB1,CCDC123
CREB1,CCDC130
CREB1,CCDC149
CREB1,CCDC45
CREB1,CCDC47
CREB1,CCDC48
CREB1,CCDC59
CREB1,CCDC85C
CREB1,CCDC86
CREB1,CCND1
CREB1,CCND2
CREB1,CCNI
CREB1,CCNK
CREB1,CCRN4L
CREB1,CD3D
CREB1,CD74
CREB1,CDC42BPA
CREB1,CDC5L
CREB1,CDK1
CREB1,CDK2AP2
CREB1,CDK5R2
CREB1,CDK9
CREB1,CDS1
CREB1,CDS2
CREB1,CEBPB
CREB1,CEBPD
CREB1,CELF6
CREB1,CELSR3
CREB1,CERK
CREB1,CGN
CREB1,CH25H
CREB1,CHAC1
CREB1,CHCHD4
CREB1,CHD1
CREB1,CHD2
CREB1,CHD5
CREB1,CHEK1
CREB1,CHGA
CREB1,CHGB
CREB1,CHKB
CREB1,CHMP1B
CREB1,CHMP4B
CREB1,CHPF
CREB1,CHRM1
CREB1,CHST11
CREB1,CIITA
CREB1,CILP2
CREB1,CIRBP
CREB1,CITED4
CREB1,CKMT1
CREB1,CLASP2
CREB1,CLCF1
CREB1,CLDN15
CREB1,CLDN6
CREB1,CLDND2
CREB1,CLIC4
CREB1,CLOCK
CREB1,CLPTM1
CREB1,CLPTM1L
CREB1,CLSTN3
CREB1,CLTC
CREB1,CMIP
CREB1,CNNM4
CREB1,CNOT2
CREB1,CNOT4
CREB1,CNOT7
CREB1,CNTFR
CREB1,CNTROB
CREB1,COBLL1
CREB1,COL27A1
CREB1,COL4A5
CREB1,COQ2
CREB1,COQ5
CREB1,COQ7
CREB1,COTL1
CREB1,COX4NB
CREB1,CPEB2
CREB1,CPNE1
CREB1,CPT1B
CREB1,CREB1
CREB1,CREB3L2
CREB1,CREBBP
CREB1,CREBL2
CREB1,CRELD1
CREB1,CRH
CREB1,CRIPT
CREB1,CRKL
CREB1,CRLF1
CREB1,CRMP1
CREB1,CRTC1
CREB1,CRTC3
CREB1,CRY1
CREB1,CRYAA
CREB1,CRYBG3
CREB1,CSNK1A1
CREB1,CSNK1G2
CREB1,CTBP2
CREB1,CTF1
CREB1,CTNNA1
CREB1,CTNND2
CREB1,CTSA
CREB1,CUL9
CREB1,CUTA
CREB1,CXCL16
CREB1,CXCL2
CREB1,CXCR5
CREB1,CYB561D2
CREB1,CYB5D1
CREB1,CYHR1
CREB1,CYP11A1
CREB1,CYP51
CREB1,D030016E14RIK
CREB1,D11WSU47E
CREB1,D17WSU92E
CREB1,D19ERTD386E
CREB1,D230030E09RIK
CREB1,D230037D09RIK
CREB1,D330041H03RIK
CREB1,D6WSU116E
CREB1,D930048N14RIK
CREB1,DACH1
CREB1,DACT1
CREB1,DAGLA
CREB1,DBH
CREB1,DCAF6
CREB1,DDX19A
CREB1,DDX28
CREB1,DDX4
CREB1,DDX49
CREB1,DDX5
CREB1,DES
CREB1,DGAT1
CREB1,DHDDS
CREB1,DHRS3
CREB1,DHX58
CREB1,DIAP1
CREB1,DIO3OS
CREB1,DLAT
CREB1,DLEU2
CREB1,DLL1
CREB1,DLST
CREB1,DLX6
CREB1,DMRTA2
CREB1,DNAHC2
CREB1,DNAJB12
CREB1,DNAJB2
CREB1,DNAJB5
CREB1,DNAJC27
CREB1,DNAJC30
CREB1,DNAJC9
CREB1,DNTTIP1
CREB1,DOC2B
CREB1,DOK1
CREB1,DOLPP1
CREB1,DPAGT1
CREB1,DPCR1
CREB1,DPH1
CREB1,DPH3
CREB1,DPP3
CREB1,DRAP1
CREB1,DSCAML1
CREB1,DSP
CREB1,DST
CREB1,DTL
CREB1,DUS3L
CREB1,DUSP1
CREB1,DUSP8
CREB1,DYRK1A
CREB1,E130303B06RIK
CREB1,E330009J07RIK
CREB1,E4F1
CREB1,EARS2
CREB1,ECI1
CREB1,EDC4
CREB1,EDN1
CREB1,EEF2
CREB1,EFHA1
CREB1,EGR1
CREB1,EID2B
CREB1,EIF1AX
CREB1,EIF2AK3
CREB1,EIF2C3
CREB1,EIF3A
CREB1,EIF5A
CREB1,ELAVL1
CREB1,ELAVL2
CREB1,ELF1
CREB1,ELMO2
CREB1,EMD
CREB1,EMILIN3
CREB1,EML6
CREB1,ENOPH1
CREB1,ENTPD6
CREB1,EP300
CREB1,EP400
CREB1,EPB4.1L1
CREB1,EPC2
CREB1,EPHA2
CREB1,EPM2AIP1
CREB1,EPO
CREB1,EPS8L2
CREB1,ERF
CREB1,ERN1
CREB1,ESYT1
CREB1,ESYT2
CREB1,ETFB
CREB1,ETNK1
CREB1,EXOC6B
CREB1,EXOSC7
CREB1,F2
CREB1,F2R
CREB1,FAF2
CREB1,FAM150B
CREB1,FAM167A
CREB1,FAM174A
CREB1,FAM178A
CREB1,FAM187B
CREB1,FAM50A
CREB1,FAM53B
CREB1,FAM63B
CREB1,FAM69B
CREB1,FAM72A
CREB1,FAM76B
CREB1,FAM78B
CREB1,FAM83F
CREB1,FAM83H
CREB1,FASL
CREB1,FAT4
CREB1,FBXL14
CREB1,FBXL17
CREB1,FBXL19
CREB1,FBXW9
CREB1,FCHO2
CREB1,FERMT2
CREB1,FEZF1
CREB1,FEZF2
CREB1,FFAR3
CREB1,FGF21
CREB1,FGFRL1
CREB1,FIGN
CREB1,FILIP1L
CREB1,FIZ1
CREB1,FLT1
CREB1,FLT3
CREB1,FOSB
CREB1,FOXB2
CREB1,FOXC1
CREB1,FOXD3
CREB1,FOXE1
CREB1,FOXF2
CREB1,FOXL2
CREB1,FOXS1
CREB1,FSCN3
CREB1,FSD1
CREB1,FST
CREB1,FTMT
CREB1,FURIN
CREB1,FXR2
CREB1,G3BP2
CREB1,G6PC
CREB1,GABBR1
CREB1,GABRA1
CREB1,GABRA5
CREB1,GABRR1
CREB1,GAD1
CREB1,GAL3ST4
CREB1,GALNS
CREB1,GALNT14
CREB1,GALR1
CREB1,GATA1
CREB1,GATA2
CREB1,GATA4
CREB1,GATAD2A
CREB1,GCG
CREB1,GDAP10
CREB1,GDF1
CREB1,GDNF
CREB1,GFAP
CREB1,GGN
CREB1,GJD2
CREB1,GLOD4
CREB1,GLT28D2
CREB1,GLYR1
CREB1,GM10069
CREB1,GM10433
CREB1,GM10474
CREB1,GM1078
CREB1,GM10863
CREB1,GM10941
CREB1,GM11149
CREB1,GM11190
CREB1,GM11744
CREB1,GM13363
CREB1,GM13718
CREB1,GM14204
CREB1,GM14318
CREB1,GM14634
CREB1,GM14873
CREB1,GM15401
CREB1,GM1568
CREB1,GM16039
CREB1,GM16998
CREB1,GM1715
CREB1,GM1720
CREB1,GM20199
CREB1,GM3279
CREB1,GM4285
CREB1,GM4791
CREB1,GM5465
CREB1,GM581
CREB1,GM7854
CREB1,GM9855
CREB1,GNAI3
CREB1,GNB1
CREB1,GNB4
CREB1,GNB5
CREB1,GNG4
CREB1,GNL1
CREB1,GNMT
CREB1,GNRH1
CREB1,GNRHR
CREB1,GOLGA4
CREB1,GON4L
CREB1,GOT1
CREB1,GPBP1
CREB1,GPM6B
CREB1,GPN1
CREB1,GPR153
CREB1,GPR3
CREB1,GRIN2B
CREB1,GRPR
CREB1,GSC
CREB1,GSK3B
CREB1,GTF2F1
CREB1,GTF3C1
CREB1,GTPBP1
CREB1,GTPBP10
CREB1,GT(ROSA)26SOR
CREB1,GYG
CREB1,GYK
CREB1,GZMB
CREB1,H2-AA
CREB1,H2-AB1
CREB1,H2-DMA
CREB1,H2-DMB1
CREB1,H2-DMB2
CREB1,H2-EA-PS
CREB1,H2-EB1
CREB1,H2-OA
CREB1,H2-OB
CREB1,HABP4
CREB1,HARBI1
CREB1,HCFC1
CREB1,HCST
CREB1,HDAC3
CREB1,HDAC4
CREB1,HECA
CREB1,HERPUD2
CREB1,HES2
CREB1,HFE
CREB1,HGF
CREB1,HHIP
CREB1,HIC1
CREB1,HIPK3
CREB1,HIRIP3
CREB1,HIST1H2AG
CREB1,HIST1H4I
CREB1,HIVEP2
CREB1,HK2
CREB1,HLF
CREB1,HMBS
CREB1,HMGN1
CREB1,HMOX1
CREB1,HNRNPH3
CREB1,HOMER1
CREB1,HOMER2
CREB1,HOOK1
CREB1,HOXA11AS
CREB1,HOXA13
CREB1,HOXB1
CREB1,HOXB4
CREB1,HOXC10
CREB1,HOXC11
CREB1,HOXC13
CREB1,HOXC4
CREB1,HOXC5
CREB1,HOXD11
CREB1,HP1BP3
CREB1,HPGD
CREB1,HR
CREB1,HS6ST2
CREB1,HS6ST3
CREB1,HSD17B7
CREB1,HSP90AB1
CREB1,HSPA9
CREB1,HSPB2
CREB1,HTRA2
CREB1,IARS2
CREB1,ICAM1
CREB1,ICAM5
CREB1,ID1
CREB1,ID3
CREB1,IDH3G
CREB1,IFNG
CREB1,IFT20
CREB1,IFT57
CREB1,IFT81
CREB1,IGF2
CREB1,IKBKAP
CREB1,IKZF1
CREB1,IL15RA
CREB1,IL2
CREB1,IL23A
CREB1,IL6
CREB1,INF2
CREB1,INHA
CREB1,INHBE
CREB1,INPP5B
CREB1,IP6K1
CREB1,IPO11
CREB1,IQCK
CREB1,IQSEC3
CREB1,IRS2
CREB1,IRX4
CREB1,IRX6
CREB1,ISG20L2
CREB1,ISL2
CREB1,ITFG2
CREB1,ITGA5
CREB1,ITGB1
CREB1,ITM2C
CREB1,IVNS1ABP
CREB1,JAG2
CREB1,JAK1
CREB1,JDP2
CREB1,JMJD8
CREB1,JOSD1
CREB1,JUN
CREB1,JUNB
CREB1,JUP
CREB1,KANK2
CREB1,KAT2B
CREB1,KAT5
CREB1,KBTBD13
CREB1,KCNA5
CREB1,KCNB1
CREB1,KCNC1
CREB1,KCNF1
CREB1,KCNG1
CREB1,KCNH7
CREB1,KCNIP3
CREB1,KCNK12
CREB1,KCNQ3
CREB1,KCNQ5
CREB1,KDELR1
CREB1,KDM2A
CREB1,KDM2B
CREB1,KDM3B
CREB1,KDM6A
CREB1,KIF17
CREB1,KIF18A
CREB1,KIF1B
CREB1,KIF26A
CREB1,KIF3C
CREB1,KLF11
CREB1,KLF13
CREB1,KLF15
CREB1,KLF5
CREB1,KLF7
CREB1,KLHDC3
CREB1,KRTAP1-3
CREB1,KRTAP1-4
CREB1,KRTAP1-5
CREB1,KRTAP3-1
CREB1,KTI12
CREB1,LAD1
CREB1,LAG3
CREB1,LAMA4
CREB1,LAMA5
CREB1,LAMB1
CREB1,LAMC1
CREB1,LARP7
CREB1,LASS6
CREB1,LDB1
CREB1,LDOC1L
CREB1,LEKR1
CREB1,LEMD2
CREB1,LEP
CREB1,LGI2
CREB1,LGR4
CREB1,LHX1
CREB1,LIF
CREB1,LIME1
CREB1,LIMS1
CREB1,LINGO2
CREB1,LIX1L
CREB1,LMBRD1
CREB1,LMO4
CREB1,LMOD2
CREB1,LMTK2
CREB1,LPHN1
CREB1,LPIN2
CREB1,LRCH3
CREB1,LRDD
CREB1,LRG1
CREB1,LRP4
CREB1,LRRC30
CREB1,LRRC41
CREB1,LRRC49
CREB1,LRRC4C
CREB1,LRRC8A
CREB1,LRRTM2
CREB1,LSAMP
CREB1,LSM3
CREB1,LTB4R1
CREB1,LTBP4
CREB1,LTF
CREB1,LYN
CREB1,LYPD3
CREB1,LYZL6
CREB1,LZTS2
CREB1,MAF
CREB1,MAFF
CREB1,MAFG
CREB1,MAGEE1
CREB1,MAGI1
CREB1,MAN1B1
CREB1,MAN1C1
CREB1,MAOA
CREB1,MAP1LC3A
CREB1,MAP2K1
CREB1,MAP3K11
CREB1,MAP3K2
CREB1,MAP3K3
CREB1,MAP4K4
CREB1,MAPK1
CREB1,MAPK14
CREB1,MAPK3
CREB1,MAPK8
CREB1,MAPKAPK2
CREB1,MAPRE3
CREB1,MASTL
CREB1,MATN4
CREB1,MBOAT7
CREB1,MCL1
CREB1,MCM2
CREB1,MDGA1
CREB1,MDGA2
CREB1,MECP2
CREB1,MED14
CREB1,MEF2C
CREB1,MEF2D
CREB1,MEG3
CREB1,MEGF8
CREB1,MESDC1
CREB1,MET
CREB1,MEX3B
CREB1,MIER3
CREB1,MIR10A
CREB1,MIR1197
CREB1,MIR1247
CREB1,MIR1249
CREB1,MIR1306
CREB1,MIR132
CREB1,MIR183
CREB1,MIR186
CREB1,MIR1895
CREB1,MIR1906-1
CREB1,MIR1906-2
CREB1,MIR1966
CREB1,MIR208B
CREB1,MIR212
CREB1,MIR219-1
CREB1,MIR22
CREB1,MIR2861
CREB1,MIR299
CREB1,MIR3058
CREB1,MIR3083
CREB1,MIR3093
CREB1,MIR3104
CREB1,MIR323
CREB1,MIR329
CREB1,MIR33
CREB1,MIR380
CREB1,MIR3960
CREB1,MIR3965
CREB1,MIR411
CREB1,MIR449A
CREB1,MIR449B
CREB1,MIR449C
CREB1,MIR483
CREB1,MIR592
CREB1,MIR615
CREB1,MIR698
CREB1,MIR702
CREB1,MIR707
CREB1,MIR758
CREB1,MIR877
CREB1,MIR9-1
CREB1,MIR96
CREB1,MIR99A
CREB1,MKKS
CREB1,MLF1
CREB1,MLF2
CREB1,MLLT10
CREB1,MMD
CREB1,MMP2
CREB1,MMP28
CREB1,MN1
CREB1,MOCS1
CREB1,MOG
CREB1,MON2
CREB1,MORF4L2
CREB1,MPRIP
CREB1,MRVI1
CREB1,MSL3
CREB1,MT3
CREB1,MTAP1B
CREB1,MTX1
CREB1,MUSK
CREB1,MUSTN1
CREB1,MYH10
CREB1,MYL4
CREB1,MYNN
CREB1,MYO1F
CREB1,MYO6
CREB1,MYOD1
CREB1,NAA38
CREB1,NAMPT
CREB1,NANS
CREB1,NAP1L3
CREB1,NBL1
CREB1,NCALD
CREB1,NCDN
CREB1,NDRG2
CREB1,NDUFA10
CREB1,NDUFA13
CREB1,NDUFA2
CREB1,NDUFAB1
CREB1,NDUFB2
CREB1,NDUFS3
CREB1,NDUFS6
CREB1,NEAT1
CREB1,NEFH
CREB1,NEGR1
CREB1,NEK1
CREB1,NEMF
CREB1,NEURL1A
CREB1,NEUROD2
CREB1,NEUROG2
CREB1,NFE2L1
CREB1,NFIA
CREB1,NFIL3
CREB1,NFKB2
CREB1,NFKBIL1
CREB1,NFX1
CREB1,NFYA
CREB1,NGF
CREB1,NKIRAS2
CREB1,NKX2-3
CREB1,NKX6-1
CREB1,NLGN2
CREB1,NOS1
CREB1,NOVA2
CREB1,NPAS2
CREB1,NPEPL1
CREB1,NPHS1AS
CREB1,NPHS2
CREB1,NPPC
CREB1,NPR1
CREB1,NPTX1
CREB1,NPY
CREB1,NR1H2
CREB1,NR2E1
CREB1,NR2F1
CREB1,NR3C1
CREB1,NR4A1
CREB1,NR4A2
CREB1,NRADD
CREB1,NRAS
CREB1,NRCAM
CREB1,NRG1
CREB1,NRG2
CREB1,NRN1
CREB1,NRN1L
CREB1,NSG1
CREB1,NSUN6
CREB1,NTHL1
CREB1,NTN4
CREB1,NTSR2
CREB1,NUBPL
CREB1,NUDT4
CREB1,NUFIP2
CREB1,NUP214
CREB1,NUP98
CREB1,OBSL1
CREB1,ODF3
CREB1,ODZ3
CREB1,OGDH
CREB1,OLFR1324
CREB1,OLFR1510
CREB1,OLFR1511
CREB1,OLFR744
CREB1,OLFR978
CREB1,OLFR979
CREB1,OLFR980
CREB1,OMP
CREB1,ORMDL2
CREB1,OSBPL8
CREB1,OSGEP
CREB1,OSM
CREB1,OTP
CREB1,OTUB2
CREB1,OTUD5
CREB1,PABPC1
CREB1,PABPC5
CREB1,PACS1
CREB1,PAG1
CREB1,PAK1IP1
CREB1,PAK3
CREB1,PALM
CREB1,PAMR1
CREB1,PAN2
CREB1,PANK4
CREB1,PAPOLA
CREB1,PAQR3
CREB1,PARD6A
CREB1,PAX4
CREB1,PAX6
CREB1,PBX3
CREB1,PCBP4
CREB1,PCDH10
CREB1,PCDH7
CREB1,PCDHGA10
CREB1,PCF11
CREB1,PCID2
CREB1,PCK1
CREB1,PCM1
CREB1,PCNA
CREB1,PDCD5
CREB1,PDGFD
CREB1,PDHA2
CREB1,PDLIM4
CREB1,PDXDC1
CREB1,PDYN
CREB1,PEF1
CREB1,PEPD
CREB1,PER1
CREB1,PER2
CREB1,PER3
CREB1,PEX12
CREB1,PFDN2
CREB1,PFKFB3
CREB1,PHACTR2
CREB1,PHAX
CREB1,PHC2
CREB1,PHF12
CREB1,PHF15
CREB1,PHLDA2
CREB1,PI4K2B
CREB1,PIK3R3
CREB1,PIM1
CREB1,PIP4K2A
CREB1,PIP4K2B
CREB1,PIP5K1B
CREB1,PITPNA
CREB1,PITPNM1
CREB1,PITX2
CREB1,PKD1
CREB1,PKP4
CREB1,PLA2G6
CREB1,PLAT
CREB1,PLAU
CREB1,PLCB3
CREB1,PLCD3
CREB1,PLCG1
CREB1,PLCZ1
CREB1,PLEKHA4
CREB1,PLEKHA5
CREB1,PLEKHH2
CREB1,PLK2
CREB1,PLXNA4
CREB1,PNMA1
CREB1,PNPLA3
CREB1,POLB
CREB1,POLG
CREB1,POLK
CREB1,POLR2A
CREB1,POLR3GL
CREB1,POU5F1
CREB1,PPARA
CREB1,PPARD
CREB1,PPIG
CREB1,PPIL6
CREB1,PPM1K
CREB1,PPP1CA
CREB1,PPP1CB
CREB1,PPP1CC
CREB1,PPP1R15A
CREB1,PPP1R18
CREB1,PPP1R8
CREB1,PPP2CB
CREB1,PPP2R5B
CREB1,PPP4C
CREB1,PPP4R2
CREB1,PPT2
CREB1,PRDX4
CREB1,PRELID1
CREB1,PRICKLE2
CREB1,PRKACA
CREB1,PRKACB
CREB1,PRKAG1
CREB1,PRKAR2B
CREB1,PRKCG
CREB1,PRKCH
CREB1,PRKCZ
CREB1,PRKD1
CREB1,PRKG1
CREB1,PRKG2
CREB1,PRKX
CREB1,PRMT10
CREB1,PRPF38A
CREB1,PRPF4
CREB1,PRPF6
CREB1,PRR12
CREB1,PRR3
CREB1,PRR7
CREB1,PRRC2A
CREB1,PRRT1
CREB1,PSD
CREB1,PSEN1
CREB1,PSMB8
CREB1,PSMD3
CREB1,PTGER2
CREB1,PTH
CREB1,PTMA
CREB1,PTP4A1
CREB1,PTPLAD1
CREB1,PTPN2
CREB1,PTPN5
CREB1,PTPN6
CREB1,PTPRF
CREB1,PTPRK
CREB1,PTPRS
CREB1,PTTG1IP
CREB1,PURA
CREB1,PVT1
CREB1,PWWP2B
CREB1,PYY
CREB1,QRICH1
CREB1,R3HDM2
CREB1,RAB11FIP2
CREB1,RAB12
CREB1,RAB18
CREB1,RAB21
CREB1,RAB2A
CREB1,RAB37
CREB1,RAB4A
CREB1,RAB6A
CREB1,RAB6B
CREB1,RALGAPA1
CREB1,RANBP6
CREB1,RANBP9
CREB1,RAPGEF3
CREB1,RARB
CREB1,RARS
CREB1,RASA1
CREB1,RASAL1
CREB1,RASGRP2
CREB1,RASIP1
CREB1,RBBP8
CREB1,RBKS
CREB1,RBM12
CREB1,RBM18
CREB1,RBM20
CREB1,RBM24
CREB1,RBM47
CREB1,RBMS1
CREB1,RCAN1
CREB1,RCAN2
CREB1,RDBP
CREB1,RDH16
CREB1,RELT
CREB1,REM1
CREB1,RERE
CREB1,RFX1
CREB1,RFX7
CREB1,RG9MTD2
CREB1,RGAG4
CREB1,RGS10
CREB1,RGS17
CREB1,RHBDL1
CREB1,RHOB
CREB1,RHOF
CREB1,RHOG
CREB1,RHOJ
CREB1,RIC8B
CREB1,RIIAD1
CREB1,RIMS2
CREB1,RING1
CREB1,RIPK4
CREB1,RLTPR
CREB1,RMRP
CREB1,RND2
CREB1,RNF128
CREB1,RNF182
CREB1,RNF19A
CREB1,RNF25
CREB1,RNF40
CREB1,RNMT
CREB1,RNU12
CREB1,ROD1
CREB1,RPL13
CREB1,RPL36
CREB1,RPL36AL
CREB1,RPP21
CREB1,RPRML
CREB1,RPS2
CREB1,RPS6KA1
CREB1,RPS6KA5
CREB1,RPS6KA6
CREB1,RPS6KB2
CREB1,RRBP1
CREB1,RRNAD1
CREB1,RRP1B
CREB1,RSBN1
CREB1,RTN1
CREB1,RTN3
CREB1,RUFY4
CREB1,RUSC1
CREB1,SAMD12
CREB1,SAMD4B
CREB1,SAMD8
CREB1,SAR1A
CREB1,SARNP
CREB1,SASH3
CREB1,SCAMP1
CREB1,SCG2
CREB1,SCG3
CREB1,SCG5
CREB1,SCN1B
CREB1,SCYL2
CREB1,SDK1
CREB1,SEC11C
CREB1,SEMA4C
CREB1,SEMA6B
CREB1,SENP3
CREB1,SEPT2
CREB1,SERF2
CREB1,SFRP4
CREB1,SFTPB
CREB1,SGSM2
CREB1,SH3GL2
CREB1,SH3GLB1
CREB1,SH3GLB2
CREB1,SH3PXD2A
CREB1,SHC2
CREB1,SHISA5
CREB1,SHISA6
CREB1,SHKBP1
CREB1,SHOX2
CREB1,SIDT2
CREB1,SIK1
CREB1,SIK2
CREB1,SIK3
CREB1,SIN3A
CREB1,SIRT7
CREB1,SIX3OS1
CREB1,SIX6
CREB1,SKIL
CREB1,SKIV2L
CREB1,SKP1A
CREB1,SLAIN2
CREB1,SLC12A5
CREB1,SLC16A1
CREB1,SLC16A5
CREB1,SLC16A6
CREB1,SLC18A2
CREB1,SLC1A3
CREB1,SLC22A12
CREB1,SLC22A8
CREB1,SLC25A16
CREB1,SLC25A27
CREB1,SLC29A1
CREB1,SLC2A4RG-PS
CREB1,SLC30A5
CREB1,SLC35D1
CREB1,SLC35E1
CREB1,SLC35F5
CREB1,SLC38A3
CREB1,SLC39A13
CREB1,SLC44A1
CREB1,SLC44A4
CREB1,SLC4A3
CREB1,SLC4A4
CREB1,SLC5A5
CREB1,SLC6A2
CREB1,SLC6A4
CREB1,SLC6A5
CREB1,SLC7A5
CREB1,SLC8A3
CREB1,SLC9A5
CREB1,SLITRK1
CREB1,SMAD7
CREB1,SMAD9
CREB1,SMARCA1
CREB1,SMARCA4
CREB1,SMARCA5
CREB1,SMARCD1
CREB1,SMG1
CREB1,SNAP25
CREB1,SNCG
CREB1,SNORA64
CREB1,SNORD37
CREB1,SNORD52
CREB1,SNORD68
CREB1,SNPH
CREB1,SOBP
CREB1,SOX12
CREB1,SOX6
CREB1,SOX9
CREB1,SP1
CREB1,SP4
CREB1,SP7
CREB1,SP9
CREB1,SPAG7
CREB1,SPAG9
CREB1,SPATA5
CREB1,SPATA7
CREB1,SPHK1
CREB1,SPIN4
CREB1,SPRED2
CREB1,SPRED3
CREB1,SPRY4
CREB1,SREBF2
CREB1,SRP54A
CREB1,SRPK3
CREB1,SRR
CREB1,SRRM2
CREB1,SRRM4
CREB1,SRSF1
CREB1,SRSF5
CREB1,SSBP3
CREB1,SSNA1
CREB1,SST
CREB1,SSTR2
CREB1,SSTR3
CREB1,ST8SIA2
CREB1,ST8SIA4
CREB1,STAC2
CREB1,STAT3
CREB1,STK17B
CREB1,STK30
CREB1,STT3B
CREB1,STUB1
CREB1,SUGP2
CREB1,SUGT1
CREB1,SULF2
CREB1,SULT4A1
CREB1,SUV39H2
CREB1,SWI5
CREB1,SYN1
CREB1,SYNGR1
CREB1,SYNGR3
CREB1,SYNPO
CREB1,SYNPO2
CREB1,TAC2
CREB1,TACC3
CREB1,TACR1
CREB1,TAF10
CREB1,TAF2
CREB1,TAF4B
CREB1,TAOK1
CREB1,TAP2
CREB1,TAPT1
CREB1,TBATA
CREB1,TBCC
CREB1,TBR1
CREB1,TBX5
CREB1,TBX6
CREB1,TBXAS1
CREB1,TCEAL1
CREB1,TCEAL5
CREB1,TCF12
CREB1,TCF3
CREB1,TCRA
CREB1,TDG
CREB1,TDRD1
CREB1,TDRD6
CREB1,TEAD3
CREB1,TECTA
CREB1,TES
CREB1,TESC
CREB1,TEX14
CREB1,TEX22
CREB1,TFAP2A
CREB1,TGFB1
CREB1,TGFB2
CREB1,TGIF2
CREB1,TGM1
CREB1,TH
CREB1,THADA
CREB1,THBS1
CREB1,THRAP3
CREB1,THUMPD1
CREB1,TIMM44
CREB1,TJAP1
CREB1,TLE3
CREB1,TLE4
CREB1,TM9SF3
CREB1,TMC7
CREB1,TMCC3
CREB1,TMED5
CREB1,TMEFF2
CREB1,TMEM125
CREB1,TMEM149
CREB1,TMEM151A
CREB1,TMEM151B
CREB1,TMEM163
CREB1,TMEM170B
CREB1,TMEM181A
CREB1,TMEM183A
CREB1,TMEM219
CREB1,TMEM5
CREB1,TMEM55A
CREB1,TMEM71
CREB1,TMEM88
CREB1,TMEM8B
CREB1,TMEM97
CREB1,TNFRSF8
CREB1,TNFSF11
CREB1,TNFSF12
CREB1,TNIP2
CREB1,TNRC6B
CREB1,TOB1
CREB1,TOMM20
CREB1,TOMM22
CREB1,TOMM40
CREB1,TOR1AIP2
CREB1,TOX3
CREB1,TPD52L2
CREB1,TRAP1
CREB1,TRAPPC10
CREB1,TRF
CREB1,TRIM47
CREB1,TRIP10
CREB1,TRMT2A
CREB1,TRMT5
CREB1,TRP53BP1
CREB1,TRPC1
CREB1,TRPC5
CREB1,TRPC6
CREB1,TRPM2
CREB1,TRPV3
CREB1,TSC22D2
CREB1,TSHZ1
CREB1,TSPYL5
CREB1,TTC1
CREB1,TTC16
CREB1,TTC3
CREB1,TUBA4A
CREB1,TUBB2B
CREB1,TWF1
CREB1,TXLNG
CREB1,TXNDC16
CREB1,TXNDC17
CREB1,TXNL1
CREB1,U05342
CREB1,U2AF1L4
CREB1,UBC
CREB1,UBE2D3
CREB1,UBN2
CREB1,UBP1
CREB1,UBQLN1
CREB1,UBR3
CREB1,UCHL5
CREB1,UMPS
CREB1,UNC79
CREB1,USP2
CREB1,USP21
CREB1,USP24
CREB1,USP29
CREB1,USP35
CREB1,USP9X
CREB1,USPL1
CREB1,VARS2
CREB1,VASH1
CREB1,VEGFA
CREB1,VEGFB
CREB1,VEZF1
CREB1,VIP
CREB1,VPRBP
CREB1,VRK1
CREB1,WAPAL
CREB1,WBP5
CREB1,WBP7
CREB1,WDFY2
CREB1,WDR18
CREB1,WDR48
CREB1,WDR91
CREB1,WEE1
CREB1,WFDC6A
CREB1,WFIKKN1
CREB1,WHSC1L1
CREB1,WISP1
CREB1,WNT10A
CREB1,WNT10B
CREB1,WNT5A
CREB1,WRNIP1
CREB1,WSB1
CREB1,XKR6
CREB1,XPNPEP3
CREB1,XYLT2
CREB1,YAP1
CREB1,YIF1A
CREB1,YPEL3
CREB1,YPEL4
CREB1,YPEL5
CREB1,YTHDC2
CREB1,YWHAH
CREB1,YY1
CREB1,ZBTB16
CREB1,ZBTB37
CREB1,ZBTB7A
CREB1,ZBTB9
CREB1,ZC3H14
CREB1,ZC3H18
CREB1,ZC3H3
CREB1,ZC3H4
CREB1,ZC3H6
CREB1,ZCCHC17
CREB1,ZCWPW1
CREB1,ZDHHC23
CREB1,ZDHHC9
CREB1,ZEB2
CREB1,ZFAND5
CREB1,ZFP110
CREB1,ZFP191
CREB1,ZFP219
