"BEND_MAP_ID","EdgeBetweenness","interaction","name","node::Source_selected","node::Target_selected","selected","shared interaction","shared name"
"70180","576.0","interacts with","JUND (interacts with) NIF3L1","false","false","true","interacts with","JUND (interacts with) NIF3L1"
"70178","944.1968253968215","interacts with","JUND (interacts with) ZNF581","false","false","true","interacts with","JUND (interacts with) ZNF581"
"70174","820.3690476190535","interacts with","JUND (interacts with) PARPBP","false","false","true","interacts with","JUND (interacts with) PARPBP"
"70172","820.3690476190535","interacts with","JUND (interacts with) NUP37","false","false","true","interacts with","JUND (interacts with) NUP37"
"70170","823.3750000000068","interacts with","JUND (interacts with) C12orf10","false","false","true","interacts with","JUND (interacts with) C12orf10"
"70168","800.4642857142863","interacts with","JUND (interacts with) KNTC1","false","false","true","interacts with","JUND (interacts with) KNTC1"
"70166","725.944444444449","interacts with","JUND (interacts with) CKS2","false","false","true","interacts with","JUND (interacts with) CKS2"
"70164","1116.9988095238161","interacts with","JUND (interacts with) FAM13A","false","false","true","interacts with","JUND (interacts with) FAM13A"
"70162","677.0000000000027","interacts with","JUND (interacts with) MST1","false","false","true","interacts with","JUND (interacts with) MST1"
"70160","649.0","interacts with","JUND (interacts with) TDP2","false","false","true","interacts with","JUND (interacts with) TDP2"
"70158","1216.5404761904872","interacts with","JUND (interacts with) CHEK1","false","false","true","interacts with","JUND (interacts with) CHEK1"
"70156","576.0","interacts with","JUND (interacts with) HERPUD1","false","false","true","interacts with","JUND (interacts with) HERPUD1"
"70154","576.0","interacts with","JUND (interacts with) PRMT5","false","false","true","interacts with","JUND (interacts with) PRMT5"
"70150","592.875","interacts with","JUND (interacts with) ING3","false","false","true","interacts with","JUND (interacts with) ING3"
"70148","783.5694444444355","interacts with","JUND (interacts with) TIMM9","false","false","true","interacts with","JUND (interacts with) TIMM9"
"70146","1134.1071428571504","interacts with","JUND (interacts with) CPSF3","false","false","true","interacts with","JUND (interacts with) CPSF3"
"70144","1061.1011904761913","interacts with","JUND (interacts with) NVL","false","false","true","interacts with","JUND (interacts with) NVL"
"70142","1126.3833333333341","interacts with","JUND (interacts with) ADNP","false","false","true","interacts with","JUND (interacts with) ADNP"
"70140","634.3000000000069","interacts with","JUND (interacts with) SKIL","false","false","true","interacts with","JUND (interacts with) SKIL"
"70138","2381.083333333337","interacts with","JUND (interacts with) CRABP2","false","false","true","interacts with","JUND (interacts with) CRABP2"
"70136","677.0000000000027","interacts with","JUND (interacts with) VPS72","false","false","true","interacts with","JUND (interacts with) VPS72"
"70134","775.25","interacts with","JUND (interacts with) TBPL1","false","false","true","interacts with","JUND (interacts with) TBPL1"
"70132","2060.933333333323","interacts with","JUND (interacts with) BSCL2","false","false","true","interacts with","JUND (interacts with) BSCL2"
"70130","869.2500000000078","interacts with","JUND (interacts with) C19orf48","false","false","true","interacts with","JUND (interacts with) C19orf48"
"70126","785.6785714285691","interacts with","JUND (interacts with) NEDD1","false","false","true","interacts with","JUND (interacts with) NEDD1"
"70124","701.8988095238017","interacts with","JUND (interacts with) TMEM69","false","false","true","interacts with","JUND (interacts with) TMEM69"
"70122","758.9500000000077","interacts with","JUND (interacts with) NUDT15","false","false","true","interacts with","JUND (interacts with) NUDT15"
"70120","868.9642857142936","interacts with","JUND (interacts with) VRK1","false","false","true","interacts with","JUND (interacts with) VRK1"
"70118","751.125000000005","interacts with","JUND (interacts with) G6PC3","false","false","true","interacts with","JUND (interacts with) G6PC3"
"70116","766.1250000000016","interacts with","JUND (interacts with) PA2G4","false","false","true","interacts with","JUND (interacts with) PA2G4"
"70114","859.5634920634815","interacts with","JUND (interacts with) THAP1","false","false","true","interacts with","JUND (interacts with) THAP1"
"70112","837.7499999999906","interacts with","JUND (interacts with) ZNF589","false","false","true","interacts with","JUND (interacts with) ZNF589"
"70110","1564.8666666666754","interacts with","JUND (interacts with) LAMB2","false","false","true","interacts with","JUND (interacts with) LAMB2"
"70108","797.7857142857224","interacts with","JUND (interacts with) RFC4","false","false","true","interacts with","JUND (interacts with) RFC4"
"70106","824.1250000000068","interacts with","JUND (interacts with) TF","false","false","true","interacts with","JUND (interacts with) TF"
"70104","759.2857142857204","interacts with","JUND (interacts with) RUVBL1","false","false","true","interacts with","JUND (interacts with) RUVBL1"
"70102","1044.7166666666744","interacts with","JUND (interacts with) WARS","false","false","true","interacts with","JUND (interacts with) WARS"
"70100","803.8392857142833","interacts with","JUND (interacts with) ANP32E","false","false","true","interacts with","JUND (interacts with) ANP32E"
"70098","761.7142857142918","interacts with","JUND (interacts with) HMGCL","false","false","true","interacts with","JUND (interacts with) HMGCL"
"70096","660.1666666666652","interacts with","JUND (interacts with) IRF9","false","false","true","interacts with","JUND (interacts with) IRF9"
"70092","1177.4166666666667","interacts with","JUND (interacts with) HAT1","false","false","true","interacts with","JUND (interacts with) HAT1"
"70090","1034.6833333333457","interacts with","JUND (interacts with) GPN3","false","false","true","interacts with","JUND (interacts with) GPN3"
"70088","660.7142857142863","interacts with","JUND (interacts with) KPNA2","false","false","true","interacts with","JUND (interacts with) KPNA2"
"70086","675.1666666666763","interacts with","JUND (interacts with) KLHL7","false","false","true","interacts with","JUND (interacts with) KLHL7"
"70084","998.7023809523794","interacts with","JUND (interacts with) EXOSC3","false","false","true","interacts with","JUND (interacts with) EXOSC3"
"70082","1566.0226190476394","interacts with","JUND (interacts with) HMGA1","false","false","true","interacts with","JUND (interacts with) HMGA1"
"70080","2184.666666666645","interacts with","JUND (interacts with) MAP1B","false","false","true","interacts with","JUND (interacts with) MAP1B"
"70078","641.4583333333339","interacts with","JUND (interacts with) CDK4","false","false","true","interacts with","JUND (interacts with) CDK4"
"70076","785.6785714285691","interacts with","JUND (interacts with) MORN2","false","false","true","interacts with","JUND (interacts with) MORN2"
"70074","1114.035714285708","interacts with","JUND (interacts with) ZSCAN21","false","false","true","interacts with","JUND (interacts with) ZSCAN21"
"70070","4266.198346914554","interacts with","JUND (interacts with) CEBPZ","false","false","true","interacts with","JUND (interacts with) CEBPZ"
"70068","867.6190476190468","interacts with","JUND (interacts with) ALG8","false","false","true","interacts with","JUND (interacts with) ALG8"
"70066","869.3871212121143","interacts with","JUND (interacts with) WDHD1","false","false","true","interacts with","JUND (interacts with) WDHD1"
"70064","718.5666666666624","interacts with","JUND (interacts with) KAT7","false","false","true","interacts with","JUND (interacts with) KAT7"
"70062","736.0999999999954","interacts with","JUND (interacts with) MCM7","false","false","true","interacts with","JUND (interacts with) MCM7"
"70060","677.0000000000027","interacts with","JUND (interacts with) PPIL1","false","false","true","interacts with","JUND (interacts with) PPIL1"
"70058","788.3504273504321","interacts with","JUND (interacts with) ZNF398","false","false","true","interacts with","JUND (interacts with) ZNF398"
"70054","784.5357142857164","interacts with","JUND (interacts with) NUP85","false","false","true","interacts with","JUND (interacts with) NUP85"
"70052","692.6190476190567","interacts with","JUND (interacts with) VEZF1","false","false","true","interacts with","JUND (interacts with) VEZF1"
"70050","690.4999999999905","interacts with","JUND (interacts with) POLR1C","false","false","true","interacts with","JUND (interacts with) POLR1C"
"70048","712.8939393939361","interacts with","JUND (interacts with) HMGN4","false","false","true","interacts with","JUND (interacts with) HMGN4"
"70044","756.1666666666767","interacts with","JUND (interacts with) UBL7","false","false","true","interacts with","JUND (interacts with) UBL7"
"70042","933.8083333333296","interacts with","JUND (interacts with) DR1","false","false","true","interacts with","JUND (interacts with) DR1"
"70040","827.4444444444488","interacts with","JUND (interacts with) DCAF13","false","false","true","interacts with","JUND (interacts with) DCAF13"
"70038","1442.1134920635081","interacts with","JUND (interacts with) TCF3","false","false","true","interacts with","JUND (interacts with) TCF3"
"70036","894.7250000000084","interacts with","JUND (interacts with) ACOT7","false","false","true","interacts with","JUND (interacts with) ACOT7"
"70034","731.2500000000027","interacts with","JUND (interacts with) NUP35","false","false","true","interacts with","JUND (interacts with) NUP35"
"70032","846.6666666666564","interacts with","JUND (interacts with) NUP93","false","false","true","interacts with","JUND (interacts with) NUP93"
"70030","687.8272727272795","interacts with","JUND (interacts with) SLC7A6","false","false","true","interacts with","JUND (interacts with) SLC7A6"
"70028","753.7954545454556","interacts with","JUND (interacts with) THAP4","false","false","true","interacts with","JUND (interacts with) THAP4"
"70024","859.9642857142819","interacts with","JUND (interacts with) DRAP1","false","false","true","interacts with","JUND (interacts with) DRAP1"
"70022","820.9166666666696","interacts with","JUND (interacts with) PRKCE","false","false","true","interacts with","JUND (interacts with) PRKCE"
"70020","979.2404761904805","interacts with","JUND (interacts with) DPH5","false","false","true","interacts with","JUND (interacts with) DPH5"
"70018","760.9571428571527","interacts with","JUND (interacts with) BIRC5","false","false","true","interacts with","JUND (interacts with) BIRC5"
"70014","761.7142857142918","interacts with","JUND (interacts with) WDR43","false","false","true","interacts with","JUND (interacts with) WDR43"
"70012","3575.0000000000255","interacts with","JUND (interacts with) RAB34","false","false","true","interacts with","JUND (interacts with) RAB34"
"70009","677.0000000000027","interacts with","JUND (interacts with) TFRC","false","false","true","interacts with","JUND (interacts with) TFRC"
"70007","961.9107142857201","interacts with","JUND (interacts with) THAP5","false","false","true","interacts with","JUND (interacts with) THAP5"
"70005","903.707142857149","interacts with","JUND (interacts with) PLK1","false","false","true","interacts with","JUND (interacts with) PLK1"
"70003","1923.047619047617","interacts with","JUND (interacts with) SLC38A1","false","false","true","interacts with","JUND (interacts with) SLC38A1"
"70001","1136.3500000000085","interacts with","JUND (interacts with) PPT1","false","false","true","interacts with","JUND (interacts with) PPT1"
"69999","1177.2250000000122","interacts with","JUND (interacts with) BCS1L","false","false","true","interacts with","JUND (interacts with) BCS1L"
"69997","1071.0833333333203","interacts with","JUND (interacts with) E2F4","false","false","true","interacts with","JUND (interacts with) E2F4"
"69993","1011.7777777777811","interacts with","JUND (interacts with) CHCHD3","false","false","true","interacts with","JUND (interacts with) CHCHD3"
"69991","9660.841558441649","interacts with","JUND (interacts with) FOXA1","false","false","true","interacts with","JUND (interacts with) FOXA1"
"69989","910.7642857142915","interacts with","JUND (interacts with) ZNF260","false","false","true","interacts with","JUND (interacts with) ZNF260"
"69987","766.1250000000016","interacts with","JUND (interacts with) ORC4","false","false","true","interacts with","JUND (interacts with) ORC4"
"69985","804.9642857142943","interacts with","JUND (interacts with) MYSM1","false","false","true","interacts with","JUND (interacts with) MYSM1"
"69983","873.8892857142915","interacts with","JUND (interacts with) HNRNPH2","false","false","true","interacts with","JUND (interacts with) HNRNPH2"
"69979","1012.41858974359","interacts with","JUND (interacts with) ZNF574","false","false","true","interacts with","JUND (interacts with) ZNF574"
"69977","677.0000000000027","interacts with","JUND (interacts with) PCNA","false","false","true","interacts with","JUND (interacts with) PCNA"
"69975","803.8392857142833","interacts with","JUND (interacts with) ICE2","false","false","true","interacts with","JUND (interacts with) ICE2"
"69973","859.5535714285677","interacts with","JUND (interacts with) HIBCH","false","false","true","interacts with","JUND (interacts with) HIBCH"
"69971","718.1666666666624","interacts with","JUND (interacts with) ASNSD1","false","false","true","interacts with","JUND (interacts with) ASNSD1"
"69969","775.25","interacts with","JUND (interacts with) DGAT1","false","false","true","interacts with","JUND (interacts with) DGAT1"
"69967","1305.4500000000037","interacts with","JUND (interacts with) TET1","false","false","true","interacts with","JUND (interacts with) TET1"
"69963","665.1249999999966","interacts with","JUND (interacts with) ACADSB","false","false","true","interacts with","JUND (interacts with) ACADSB"
"69961","787.7500000000014","interacts with","JUND (interacts with) PRMT3","false","false","true","interacts with","JUND (interacts with) PRMT3"
"69959","1522.0250000000017","interacts with","JUND (interacts with) CAPG","false","false","true","interacts with","JUND (interacts with) CAPG"
"69955","1011.7896825396792","interacts with","JUND (interacts with) CUEDC2","false","false","true","interacts with","JUND (interacts with) CUEDC2"
"69953","634.0000000000068","interacts with","JUND (interacts with) TPX2","false","false","true","interacts with","JUND (interacts with) TPX2"
"69951","4833.071428571429","interacts with","JUND (interacts with) ICA1","false","false","true","interacts with","JUND (interacts with) ICA1"
"69949","665.875","interacts with","JUND (interacts with) CXXC1","false","false","true","interacts with","JUND (interacts with) CXXC1"
"69947","931.2619047618948","interacts with","JUND (interacts with) ATG4C","false","false","true","interacts with","JUND (interacts with) ATG4C"
"69945","956.749999999993","interacts with","JUND (interacts with) PSAT1","false","false","true","interacts with","JUND (interacts with) PSAT1"
"69943","969.2916666666745","interacts with","JUND (interacts with) SKA3","false","false","true","interacts with","JUND (interacts with) SKA3"
"69941","953.599206349211","interacts with","JUND (interacts with) ZBED5","false","false","true","interacts with","JUND (interacts with) ZBED5"
"69939","2058.782051282072","interacts with","JUND (interacts with) MLF1","false","false","true","interacts with","JUND (interacts with) MLF1"
"69937","966.7361111111132","interacts with","JUND (interacts with) GYG1","false","false","true","interacts with","JUND (interacts with) GYG1"
"69935","673.8333333333314","interacts with","JUND (interacts with) BUB1B","false","false","true","interacts with","JUND (interacts with) BUB1B"
"69933","702.25","interacts with","JUND (interacts with) ETV5","false","false","true","interacts with","JUND (interacts with) ETV5"
"69931","1016.6654761904891","interacts with","JUND (interacts with) CMC1","false","false","true","interacts with","JUND (interacts with) CMC1"
"69929","1747.1999999999834","interacts with","JUND (interacts with) LRR1","false","false","true","interacts with","JUND (interacts with) LRR1"
"69927","903.7976190476218","interacts with","JUND (interacts with) COQ3","false","false","true","interacts with","JUND (interacts with) COQ3"
"69925","753.7954545454556","interacts with","JUND (interacts with) PHF20","false","false","true","interacts with","JUND (interacts with) PHF20"
"69923","751.125000000005","interacts with","JUND (interacts with) PLAGL2","false","false","true","interacts with","JUND (interacts with) PLAGL2"
"69921","693.8750000000027","interacts with","JUND (interacts with) MIS18BP1","false","false","true","interacts with","JUND (interacts with) MIS18BP1"
"69919","700.1999999999937","interacts with","JUND (interacts with) CETN3","false","false","true","interacts with","JUND (interacts with) CETN3"
"69917","1510.4071428571417","interacts with","JUND (interacts with) SHMT2","false","false","true","interacts with","JUND (interacts with) SHMT2"
"69915","1119.8690476190566","interacts with","JUND (interacts with) ECT2","false","false","true","interacts with","JUND (interacts with) ECT2"
"69913","988.5773809523844","interacts with","JUND (interacts with) BUB1","false","false","true","interacts with","JUND (interacts with) BUB1"
"69911","1106.5357142857065","interacts with","JUND (interacts with) ZNF569","false","false","true","interacts with","JUND (interacts with) ZNF569"
"69909","1102.8273809523846","interacts with","JUND (interacts with) SMAD5","false","false","true","interacts with","JUND (interacts with) SMAD5"
"69907","1287.7333333333174","interacts with","JUND (interacts with) UBE2T","false","false","true","interacts with","JUND (interacts with) UBE2T"
"69901","901.9642857142919","interacts with","JUND (interacts with) ZNF286A","false","false","true","interacts with","JUND (interacts with) ZNF286A"
"69899","1197.490476190467","interacts with","JUND (interacts with) STAT2","false","false","true","interacts with","JUND (interacts with) STAT2"
"69897","1217.9166666666713","interacts with","JUND (interacts with) THYN1","false","false","true","interacts with","JUND (interacts with) THYN1"
"69893","945.1666666666722","interacts with","JUND (interacts with) POLB","false","false","true","interacts with","JUND (interacts with) POLB"
"69891","1275.483333333341","interacts with","JUND (interacts with) NUDT1","false","false","true","interacts with","JUND (interacts with) NUDT1"
"69889","1997.2833333333401","interacts with","JUND (interacts with) PLRG1","false","false","true","interacts with","JUND (interacts with) PLRG1"
"69887","1460.410714285734","interacts with","JUND (interacts with) DROSHA","false","false","true","interacts with","JUND (interacts with) DROSHA"
"69885","1112.7102564102654","interacts with","JUND (interacts with) RFC2","false","false","true","interacts with","JUND (interacts with) RFC2"
"69883","959.0694444444545","interacts with","JUND (interacts with) ZNF644","false","false","true","interacts with","JUND (interacts with) ZNF644"
"69881","778.5892857142918","interacts with","JUND (interacts with) NDUFAF4","false","false","true","interacts with","JUND (interacts with) NDUFAF4"
"69879","677.0000000000027","interacts with","JUND (interacts with) BPTF","false","false","true","interacts with","JUND (interacts with) BPTF"
"69877","1213.6690476190588","interacts with","JUND (interacts with) CXXC5","false","false","true","interacts with","JUND (interacts with) CXXC5"
"69875","782.9166666666544","interacts with","JUND (interacts with) KIF22","false","false","true","interacts with","JUND (interacts with) KIF22"
"69873","1191.4869047619045","interacts with","JUND (interacts with) PDZK1","false","false","true","interacts with","JUND (interacts with) PDZK1"
"69871","785.6785714285691","interacts with","JUND (interacts with) DSN1","false","false","true","interacts with","JUND (interacts with) DSN1"
"69869","719.125","interacts with","JUND (interacts with) GNPNAT1","false","false","true","interacts with","JUND (interacts with) GNPNAT1"
"69867","801.9642857142952","interacts with","JUND (interacts with) IMP4","false","false","true","interacts with","JUND (interacts with) IMP4"
"69865","1306.190476190457","interacts with","JUND (interacts with) TERF1","false","false","true","interacts with","JUND (interacts with) TERF1"
"69861","950.1253968253916","interacts with","JUND (interacts with) ZNF484","false","false","true","interacts with","JUND (interacts with) ZNF484"
"69857","810.2249999999933","interacts with","JUND (interacts with) WDR12","false","false","true","interacts with","JUND (interacts with) WDR12"
"69855","1288.6571428571317","interacts with","JUND (interacts with) DNAH14","false","false","true","interacts with","JUND (interacts with) DNAH14"
"69853","1785.2916666666567","interacts with","JUND (interacts with) SMC4","false","false","true","interacts with","JUND (interacts with) SMC4"
"69851","972.7904761904787","interacts with","JUND (interacts with) ASNS","false","false","true","interacts with","JUND (interacts with) ASNS"
"69849","889.6785714285767","interacts with","JUND (interacts with) SGK1","false","false","true","interacts with","JUND (interacts with) SGK1"
"69847","785.6785714285691","interacts with","JUND (interacts with) ZNF397","false","false","true","interacts with","JUND (interacts with) ZNF397"
"69845","1119.8690476190566","interacts with","JUND (interacts with) KIF23","false","false","true","interacts with","JUND (interacts with) KIF23"
"69843","677.0000000000027","interacts with","JUND (interacts with) TK1","false","false","true","interacts with","JUND (interacts with) TK1"
"69841","1174.5499999999947","interacts with","JUND (interacts with) TOPORS","false","false","true","interacts with","JUND (interacts with) TOPORS"
"69839","813.4911616161704","interacts with","JUND (interacts with) ATMIN","false","false","true","interacts with","JUND (interacts with) ATMIN"
"69837","751.1666666666631","interacts with","JUND (interacts with) AMZ2","false","false","true","interacts with","JUND (interacts with) AMZ2"
"69835","903.9027777777821","interacts with","JUND (interacts with) CEP70","false","false","true","interacts with","JUND (interacts with) CEP70"
"69833","1001.58214285714","interacts with","JUND (interacts with) ZNF202","false","false","true","interacts with","JUND (interacts with) ZNF202"
"69831","950.7142857142808","interacts with","JUND (interacts with) SP100","false","false","true","interacts with","JUND (interacts with) SP100"
"69829","925.0499999999915","interacts with","JUND (interacts with) ZNF146","false","false","true","interacts with","JUND (interacts with) ZNF146"
"69825","765.0000000000016","interacts with","JUND (interacts with) ID2","false","false","true","interacts with","JUND (interacts with) ID2"
"69823","1484.857142857148","interacts with","JUND (interacts with) KNSTRN","false","false","true","interacts with","JUND (interacts with) KNSTRN"
"69821","996.3035714285658","interacts with","JUND (interacts with) DPH6","false","false","true","interacts with","JUND (interacts with) DPH6"
"69819","1743.1166666666568","interacts with","JUND (interacts with) HMGA2","false","false","true","interacts with","JUND (interacts with) HMGA2"
"69817","674.8333333333313","interacts with","JUND (interacts with) GEMIN2","false","false","true","interacts with","JUND (interacts with) GEMIN2"
"69815","723.125","interacts with","JUND (interacts with) VTN","false","false","true","interacts with","JUND (interacts with) VTN"
"69813","1064.3499999999924","interacts with","JUND (interacts with) EBNA1BP2","false","false","true","interacts with","JUND (interacts with) EBNA1BP2"
"69811","881.4821428571494","interacts with","JUND (interacts with) NUP88","false","false","true","interacts with","JUND (interacts with) NUP88"
"69809","1431.8273809523957","interacts with","JUND (interacts with) ZBTB3","false","false","true","interacts with","JUND (interacts with) ZBTB3"
"69805","976.9821428571461","interacts with","JUND (interacts with) MAD2L1","false","false","true","interacts with","JUND (interacts with) MAD2L1"
"69803","1968.433333333342","interacts with","JUND (interacts with) CDK1","false","false","true","interacts with","JUND (interacts with) CDK1"
"69801","778.5892857142918","interacts with","JUND (interacts with) XPO5","false","false","true","interacts with","JUND (interacts with) XPO5"
"69799","970.9166666666746","interacts with","JUND (interacts with) LMO7","false","false","true","interacts with","JUND (interacts with) LMO7"
"69797","781.0000000000017","interacts with","JUND (interacts with) TEX10","false","false","true","interacts with","JUND (interacts with) TEX10"
"69795","766.8333333333319","interacts with","JUND (interacts with) MTHFD2","false","false","true","interacts with","JUND (interacts with) MTHFD2"
"69793","1021.7500000000019","interacts with","JUND (interacts with) ZNF766","false","false","true","interacts with","JUND (interacts with) ZNF766"
"69791","2515.016666666631","interacts with","JUND (interacts with) ZWINT","false","false","true","interacts with","JUND (interacts with) ZWINT"
"69789","1030.8869047619144","interacts with","JUND (interacts with) MGST2","false","false","true","interacts with","JUND (interacts with) MGST2"
"69787","873.8142857142768","interacts with","JUND (interacts with) ZNF354A","false","false","true","interacts with","JUND (interacts with) ZNF354A"
"69785","795.1190476190466","interacts with","JUND (interacts with) TIPIN","false","false","true","interacts with","JUND (interacts with) TIPIN"
"69783","801.0333333333238","interacts with","JUND (interacts with) GMNN","false","false","true","interacts with","JUND (interacts with) GMNN"
"69781","1065.4178571428563","interacts with","JUND (interacts with) AGTRAP","false","false","true","interacts with","JUND (interacts with) AGTRAP"
"69779","840.1357142857167","interacts with","JUND (interacts with) SLC38A2","false","false","true","interacts with","JUND (interacts with) SLC38A2"
"69777","724.25","interacts with","JUND (interacts with) AIMP2","false","false","true","interacts with","JUND (interacts with) AIMP2"
"69775","1747.1999999999834","interacts with","JUND (interacts with) ANAPC7","false","false","true","interacts with","JUND (interacts with) ANAPC7"
"69773","1281.5000000000052","interacts with","JUND (interacts with) STX8","false","false","true","interacts with","JUND (interacts with) STX8"
"69771","719.125","interacts with","JUND (interacts with) HMGB2","false","false","true","interacts with","JUND (interacts with) HMGB2"
"69769","1040.066666666659","interacts with","JUND (interacts with) ARID2","false","false","true","interacts with","JUND (interacts with) ARID2"
"69763","766.1250000000016","interacts with","JUND (interacts with) G2E3","false","false","true","interacts with","JUND (interacts with) G2E3"
"69761","723.125","interacts with","JUND (interacts with) GALM","false","false","true","interacts with","JUND (interacts with) GALM"
"69759","839.964285714285","interacts with","JUND (interacts with) FOXP1","false","false","true","interacts with","JUND (interacts with) FOXP1"
"69757","1205.945238095236","interacts with","JUND (interacts with) CRAT","false","false","true","interacts with","JUND (interacts with) CRAT"
"69755","1793.0749999999766","interacts with","JUND (interacts with) PRAP1","false","false","true","interacts with","JUND (interacts with) PRAP1"
"69753","1499.8666666666577","interacts with","JUND (interacts with) CCDC82","false","false","true","interacts with","JUND (interacts with) CCDC82"
"69751","702.25","interacts with","JUND (interacts with) UGP2","false","false","true","interacts with","JUND (interacts with) UGP2"
"69749","801.0833333333283","interacts with","JUND (interacts with) AEBP2","false","false","true","interacts with","JUND (interacts with) AEBP2"
"69747","700.5583333333269","interacts with","JUND (interacts with) CENPA","false","false","true","interacts with","JUND (interacts with) CENPA"
"69745","761.3500000000078","interacts with","JUND (interacts with) MCM3","false","false","true","interacts with","JUND (interacts with) MCM3"
"69743","783.5694444444355","interacts with","JUND (interacts with) RSU1","false","false","true","interacts with","JUND (interacts with) RSU1"
"69741","767.9166666666578","interacts with","JUND (interacts with) DCLRE1C","false","false","true","interacts with","JUND (interacts with) DCLRE1C"
"69737","1211.0416666666679","interacts with","JUND (interacts with) YBX1","false","false","true","interacts with","JUND (interacts with) YBX1"
"69735","975.3095238095316","interacts with","JUND (interacts with) NCAPG","false","false","true","interacts with","JUND (interacts with) NCAPG"
"69733","1005.2793040293104","interacts with","JUND (interacts with) ZNF573","false","false","true","interacts with","JUND (interacts with) ZNF573"
"69731","3891.267965367988","interacts with","JUND (interacts with) SRF","false","false","true","interacts with","JUND (interacts with) SRF"
"69729","768.7857142857149","interacts with","JUND (interacts with) MSH2","false","false","true","interacts with","JUND (interacts with) MSH2"
"69727","1628.9999999999875","interacts with","JUND (interacts with) COMMD10","false","false","true","interacts with","JUND (interacts with) COMMD10"
"69725","674.8333333333313","interacts with","JUND (interacts with) RBP4","false","false","true","interacts with","JUND (interacts with) RBP4"
"69723","2147.583333333331","interacts with","JUND (interacts with) CCS","false","false","true","interacts with","JUND (interacts with) CCS"
"69721","860.1833333333284","interacts with","JUND (interacts with) HPN","false","false","true","interacts with","JUND (interacts with) HPN"
"69715","893.1071428571431","interacts with","JUND (interacts with) IQCB1","false","false","true","interacts with","JUND (interacts with) IQCB1"
"69713","1214.5166666666598","interacts with","JUND (interacts with) ZNF567","false","false","true","interacts with","JUND (interacts with) ZNF567"
"69711","1306.9369047619057","interacts with","JUND (interacts with) DLGAP5","false","false","true","interacts with","JUND (interacts with) DLGAP5"
"69709","660.1666666666652","interacts with","JUND (interacts with) ATIC","false","false","true","interacts with","JUND (interacts with) ATIC"
"69707","1057.4523809523832","interacts with","JUND (interacts with) PUS7L","false","false","true","interacts with","JUND (interacts with) PUS7L"
"69705","1448.0333333333388","interacts with","JUND (interacts with) HMMR","false","false","true","interacts with","JUND (interacts with) HMMR"
"69703","826.0499999999935","interacts with","JUND (interacts with) TPD52L1","false","false","true","interacts with","JUND (interacts with) TPD52L1"
"69701","677.0000000000027","interacts with","JUND (interacts with) GMPR2","false","false","true","interacts with","JUND (interacts with) GMPR2"
"69699","6768.953200149467","interacts with","JUND (interacts with) MYC","false","false","true","interacts with","JUND (interacts with) MYC"
"69697","9676.44552669547","interacts with","JUND (interacts with) MYBL2","false","false","true","interacts with","JUND (interacts with) MYBL2"
"69695","677.0000000000027","interacts with","JUND (interacts with) FANCL","false","false","true","interacts with","JUND (interacts with) FANCL"
"69693","951.7142857142918","interacts with","JUND (interacts with) SP4","false","false","true","interacts with","JUND (interacts with) SP4"
"69691","776.125","interacts with","JUND (interacts with) PIGH","false","false","true","interacts with","JUND (interacts with) PIGH"
"69689","1250.51904761904","interacts with","JUND (interacts with) ZNF286B","false","false","true","interacts with","JUND (interacts with) ZNF286B"
"69687","913.9999999999934","interacts with","JUND (interacts with) COMMD3","false","false","true","interacts with","JUND (interacts with) COMMD3"
"69685","576.0","interacts with","JUND (interacts with) APOB","false","false","true","interacts with","JUND (interacts with) APOB"
"69683","1200.21666666666","interacts with","JUND (interacts with) TFDP2","false","false","true","interacts with","JUND (interacts with) TFDP2"
"69681","1269.091208791213","interacts with","JUND (interacts with) HINFP","false","false","true","interacts with","JUND (interacts with) HINFP"
"69679","888.107142857153","interacts with","JUND (interacts with) RRM2","false","false","true","interacts with","JUND (interacts with) RRM2"
"69677","1072.8869047618973","interacts with","JUND (interacts with) ZNF670","false","false","true","interacts with","JUND (interacts with) ZNF670"
"69675","721.5357142857099","interacts with","JUND (interacts with) MPHOSPH9","false","false","true","interacts with","JUND (interacts with) MPHOSPH9"
"69673","901.3869047619119","interacts with","JUND (interacts with) IL6ST","false","false","true","interacts with","JUND (interacts with) IL6ST"
"69671","782.1249999999911","interacts with","JUND (interacts with) ZNF33A","false","false","true","interacts with","JUND (interacts with) ZNF33A"
"69667","744.333333333337","interacts with","JUND (interacts with) TCFL5","false","false","true","interacts with","JUND (interacts with) TCFL5"
"69665","1329.241666666674","interacts with","JUND (interacts with) CCNB1","false","false","true","interacts with","JUND (interacts with) CCNB1"
"69661","25642.71254856269","interacts with","JUND (interacts with) CREB1","false","false","true","interacts with","JUND (interacts with) CREB1"
"69659","7103.54088689088","interacts with","JUND (interacts with) NR2F2","false","false","true","interacts with","JUND (interacts with) NR2F2"
"69657","1067.202380952372","interacts with","JUND (interacts with) ZNF860","false","false","true","interacts with","JUND (interacts with) ZNF860"
"69655","925.7111111111196","interacts with","JUND (interacts with) MT1X","false","false","true","interacts with","JUND (interacts with) MT1X"
"69653","1511.6166666666518","interacts with","JUND (interacts with) RNF138","false","false","true","interacts with","JUND (interacts with) RNF138"
"69651","1537.791729323323","interacts with","JUND (interacts with) SPTLC3","false","false","true","interacts with","JUND (interacts with) SPTLC3"
"69649","1939.8500000000172","interacts with","JUND (interacts with) ATP1B3","false","false","true","interacts with","JUND (interacts with) ATP1B3"
