,source_gene,target_gene
1129,JUND,CEBPZ
1130,JUND,TPD52L1
1131,JUND,CPSF3
1132,JUND,ZNF232
1133,JUND,CD9
1134,JUND,ELF1
1135,JUND,MORN2
1136,JUND,PARPBP
1137,JUND,AGTRAP
1138,JUND,ZSCAN2
1139,JUND,OAZ2
1140,JUND,VEZF1
1141,JUND,CHEK1
1142,JUND,ZNF532
1143,JUND,HMGN4
1144,JUND,FGG
1145,JUND,PPIL1
1146,JUND,STX8
1147,JUND,FGA
1148,JUND,ALG8
1149,JUND,FOXO1
1150,JUND,RBP4
1151,JUND,AURKA
1152,JUND,CHCHD3
1153,JUND,ZNF208
1154,JUND,PTTG1
1155,JUND,KIF20B
1156,JUND,MT1X
1157,JUND,NUF2
1158,JUND,THAP11
1159,JUND,MTAP
1160,JUND,CDCA3
1161,JUND,TFDP2
1162,JUND,KNG1
1163,JUND,ZNF625
1164,JUND,PEF1
1165,JUND,MTHFD2
1166,JUND,MPC1
1167,ZNF649,CREB1
1168,DUT,JUND
1169,DUT,MAZ
1170,DUT,REST
1171,DUT,MYC
1172,DUT,CREB1
1173,DUT,CEBPD
1174,DUT,RFX5
1175,DUT,FOSL2
1176,DUT,MYBL2
1177,DUT,ELF1
1178,YBX1,MAFF
1179,YBX1,JUND
1180,YBX1,MAZ
1181,YBX1,REST
1182,YBX1,MYC
1183,YBX1,CREB1
1184,YBX1,CEBPD
1185,YBX1,RFX5
1186,YBX1,FOSL2
1187,YBX1,MYBL2
1188,YBX1,ELF1
1189,ZNF300,JUND
1190,ZNF300,CREB1
1191,F3,MAFF
1192,F3,JUND
1193,F3,MAZ
1194,F3,REST
1195,F3,MYC
1196,F3,CREB1
1197,F3,CEBPD
1198,F3,RFX5
1199,F3,FOSL2
1200,F3,MYBL2
1201,F3,ELF1
1202,ARL6IP6,JUND
1203,ARL6IP6,MAZ
1204,ARL6IP6,REST
1205,ARL6IP6,MYC
1206,ARL6IP6,CREB1
1207,ARL6IP6,CEBPD
1208,ARL6IP6,RFX5
1209,ARL6IP6,FOSL2
1210,ARL6IP6,MYBL2
1211,ARL6IP6,ELF1
1212,KDM2B,JUND
1213,KDM2B,MAZ
1214,KDM2B,REST
1215,KDM2B,MYC
1216,KDM2B,CREB1
1217,KDM2B,CEBPD
1218,KDM2B,RFX5
1219,KDM2B,FOSL2
1220,KDM2B,MYBL2
1221,KDM2B,ELF1
1222,TGIF2,JUND
1223,TGIF2,CREB1
1224,TGIF2,CEBPD
1225,TGIF2,RFX5
1226,TGIF2,FOSL2
1227,ZNF695,JUND
1228,ZNF695,MAZ
1229,ZNF695,REST
1230,ZNF695,MYC
1231,ZNF695,CREB1
1232,ZNF695,CEBPD
1233,ZNF695,RFX5
1234,ZNF695,FOSL2
1235,ZNF695,MYBL2
1236,ZNF695,ELF1
1237,ALG6,JUND
1238,ALG6,MAZ
1239,ALG6,REST
1240,ALG6,MYC
1241,ALG6,CREB1
1242,ALG6,CEBPD
1243,ALG6,RFX5
1244,ALG6,FOSL2
1245,ALG6,MYBL2
1246,EEF1E1,MAFF
1247,EEF1E1,JUND
1248,EEF1E1,MAZ
1249,EEF1E1,REST
1250,EEF1E1,MYC
1251,EEF1E1,CREB1
1252,EEF1E1,CEBPD
1253,EEF1E1,RFX5
1254,EEF1E1,FOSL2
1255,EEF1E1,MYBL2
1256,EEF1E1,ELF1
1257,LAMB2,JUND
1258,LAMB2,CREB1
1259,LAMB2,CEBPD
1260,LAMB2,RFX5
1261,LAMB2,FOSL2
1262,APOC4.APOC2,JUND
1263,APOC4.APOC2,MAZ
1264,APOC4.APOC2,REST
1265,APOC4.APOC2,MYC
1266,APOC4.APOC2,CREB1
1267,APOC4.APOC2,CEBPD
1268,APOC4.APOC2,RFX5
1269,APOC4.APOC2,FOSL2
1270,APOC4.APOC2,MYBL2
1271,APOC4.APOC2,ELF1
1272,CBR1,JUND
1273,CBR1,CREB1
1274,TEAD4,MAFF
1275,TEAD4,JUND
1276,TEAD4,FOXA1
1277,TEAD4,MAZ
1278,TEAD4,ATF3
1279,TEAD4,REST
1280,TEAD4,MYC
1281,TEAD4,CREB1
1282,TEAD4,CEBPD
1283,TEAD4,RFX5
1284,TEAD4,FOSL2
1285,TEAD4,MYBL2
1286,TEAD4,ELF1
1287,TERF1,JUND
1288,TERF1,MAZ
1289,TERF1,REST
1290,TERF1,MYC
1291,TERF1,CREB1
1292,TERF1,CEBPD
1293,TERF1,RFX5
1294,TERF1,FOSL2
1295,TERF1,MYBL2
1296,TERF1,ELF1
1297,ZBTB24,CREB1
1298,NFIB,CREB1
1299,ZNF66,JUND
1300,ZNF66,MAZ
1301,ZNF66,MYC
1302,ZNF66,CREB1
1303,ZNF66,CEBPD
1304,ZNF66,RFX5
1305,ZNF66,FOSL2
1306,SEC11C,JUND
1307,SEC11C,MAZ
1308,SEC11C,REST
1309,SEC11C,MYC
1310,SEC11C,CREB1
1311,SEC11C,CEBPD
1312,SEC11C,RFX5
1313,SEC11C,FOSL2
1314,SEC11C,MYBL2
1315,APOC2,MAFF
1316,APOC2,JUND
1317,APOC2,MAZ
1318,APOC2,REST
1319,APOC2,MYC
1320,APOC2,CREB1
1321,APOC2,CEBPD
1322,APOC2,RFX5
1323,APOC2,FOSL2
1324,APOC2,MYBL2
1325,APOC2,ELF1
1326,ACADVL,MAFF
1327,ACADVL,JUND
1328,ACADVL,FOXA1
1329,ACADVL,MAZ
1330,ACADVL,REST
1331,ACADVL,MYC
1332,ACADVL,CREB1
1333,ACADVL,CEBPD
1334,ACADVL,RFX5
1335,ACADVL,FOSL2
1336,ACADVL,MYBL2
1337,ACADVL,ELF1
1338,ARSE,JUND
1339,ARSE,MAZ
1340,ARSE,REST
1341,ARSE,MYC
1342,ARSE,CREB1
1343,ARSE,CEBPD
1344,ARSE,RFX5
1345,ARSE,FOSL2
1346,ARSE,MYBL2
1347,ARSE,ELF1
1348,CTSC,MAFF
1349,CTSC,JUND
1350,CTSC,MAZ
1351,CTSC,REST
1352,CTSC,MYC
1353,CTSC,CREB1
1354,CTSC,CEBPD
1355,CTSC,RFX5
1356,CTSC,FOSL2
1357,CTSC,MYBL2
1358,CTSC,ELF1
1359,ZNF677,JUND
1360,ZNF677,REST
1361,ZNF677,CREB1
1362,ZNF677,CEBPD
1363,ZNF677,RFX5
1364,ZNF677,FOSL2
1365,RSU1,JUND
1366,RSU1,MAZ
1367,RSU1,REST
1368,RSU1,MYC
1369,RSU1,CREB1
1370,RSU1,CEBPD
1371,RSU1,RFX5
1372,RSU1,FOSL2
1373,RSU1,MYBL2
1374,RSU1,ELF1
1375,CETN3,MAFF
1376,CETN3,JUND
1377,CETN3,MAZ
1378,CETN3,REST
1379,CETN3,MYC
1380,CETN3,CREB1
1381,CETN3,CEBPD
1382,CETN3,RFX5
1383,CETN3,FOSL2
1384,CETN3,MYBL2
1385,CETN3,ELF1
1386,CXXC5,JUND
1387,CXXC5,CREB1
1388,CEBPA,JUND
1389,CEBPA,MAZ
1390,CEBPA,CREB1
1391,CEBPA,CEBPD
1392,CEBPA,RFX5
1393,CEBPA,FOSL2
1394,TET1,MAFF
1395,TET1,JUND
1396,TET1,MAZ
1397,TET1,REST
1398,TET1,MYC
1399,TET1,CREB1
1400,TET1,CEBPD
1401,TET1,RFX5
1402,TET1,FOSL2
1403,TET1,MYBL2
1404,TET1,ELF1
1405,FBL,MAFF
1406,FBL,JUND
1407,FBL,MAZ
1408,FBL,REST
1409,FBL,MYC
1410,FBL,CREB1
1411,FBL,CEBPD
1412,FBL,RFX5
1413,FBL,FOSL2
1414,FBL,MYBL2
1415,FBL,ELF1
1416,CACYBP,MAFF
1417,CACYBP,JUND
1418,CACYBP,MAZ
1419,CACYBP,REST
1420,CACYBP,MYC
1421,CACYBP,CREB1
1422,CACYBP,CEBPD
1423,CACYBP,RFX5
1424,CACYBP,FOSL2
1425,CACYBP,MYBL2
1426,CACYBP,ELF1
1427,ALB,JUND
1428,ALB,MAZ
1429,ALB,MYC
1430,ALB,CREB1
1431,ALB,CEBPD
1432,ALB,RFX5
1433,ALB,FOSL2
1434,ALB,MYBL2
1435,CRABP2,JUND
1436,CRABP2,CREB1
1437,CRABP2,CEBPD
1438,CRABP2,RFX5
1439,CRABP2,FOSL2
1440,ANLN,MAFF
1441,ANLN,JUND
1442,ANLN,MAZ
1443,ANLN,REST
1444,ANLN,MYC
1445,ANLN,CREB1
1446,ANLN,CEBPD
1447,ANLN,RFX5
1448,ANLN,FOSL2
1449,ANLN,MYBL2
1450,ANLN,ELF1
1451,ACY1,CREB1
1452,ACY1,FOSL2
1453,DLGAP5,MAFF
1454,DLGAP5,JUND
1455,DLGAP5,FOXA1
1456,DLGAP5,MAZ
1457,DLGAP5,REST
1458,DLGAP5,MYC
1459,DLGAP5,CREB1
1460,DLGAP5,CEBPD
1461,DLGAP5,RFX5
1462,DLGAP5,FOSL2
1463,DLGAP5,MYBL2
1464,DLGAP5,ELF1
1465,ZNF512,JUND
1466,ZNF512,CREB1
1467,ZNF512,CEBPD
1468,ZNF512,FOSL2
1469,ZNF581,JUND
1470,ZNF581,MAZ
1471,ZNF581,REST
1472,ZNF581,MYC
1473,ZNF581,CREB1
1474,ZNF581,CEBPD
1475,ZNF581,RFX5
1476,ZNF581,FOSL2
1477,ZNF581,MYBL2
1478,ZNF581,ELF1
1479,ZFAND2A,JUND
1480,ZFAND2A,MAZ
1481,ZFAND2A,REST
1482,ZFAND2A,MYC
1483,ZFAND2A,CREB1
1484,ZFAND2A,CEBPD
1485,ZFAND2A,RFX5
1486,ZFAND2A,FOSL2
1487,ZFAND2A,MYBL2
1488,ZFAND2A,ELF1
1489,ADSL,JUND
1490,ADSL,MAZ
1491,ADSL,REST
1492,ADSL,MYC
1493,ADSL,CREB1
1494,ADSL,CEBPD
1495,ADSL,RFX5
1496,ADSL,FOSL2
1497,ADSL,MYBL2
1498,ADSL,ELF1
1499,TTF1,JUND
1500,TTF1,CREB1
1501,TTF1,CEBPD
1502,TTF1,RFX5
1503,TTF1,FOSL2
1504,NNAT,JUND
1505,NNAT,MAZ
1506,NNAT,REST
1507,NNAT,MYC
1508,NNAT,CREB1
1509,NNAT,CEBPD
1510,NNAT,RFX5
1511,NNAT,FOSL2
1512,NNAT,MYBL2
1513,NNAT,ELF1
1514,ZNF770,MAFF
1515,ZNF770,JUND
1516,ZNF770,MAZ
1517,ZNF770,REST
1518,ZNF770,MYC
1519,ZNF770,CREB1
1520,ZNF770,CEBPD
1521,ZNF770,RFX5
1522,ZNF770,FOSL2
1523,ZNF770,MYBL2
1524,ZNF770,ELF1
1525,HDX,JUND
1526,HDX,MYC
1527,HDX,CREB1
1528,HDX,CEBPD
1529,HDX,RFX5
1530,HDX,FOSL2
1531,NDUFAF4,JUND
1532,NDUFAF4,MAZ
1533,NDUFAF4,REST
1534,NDUFAF4,MYC
1535,NDUFAF4,CREB1
1536,NDUFAF4,CEBPD
1537,NDUFAF4,RFX5
1538,NDUFAF4,FOSL2
1539,NDUFAF4,MYBL2
1540,NDUFAF4,ELF1
1541,TCFL5,JUND
1542,TCFL5,CREB1
1543,FABP1,MAFF
1544,FABP1,JUND
1545,FABP1,MAZ
1546,FABP1,REST
1547,FABP1,MYC
1548,FABP1,CREB1
1549,FABP1,CEBPD
1550,FABP1,RFX5
1551,FABP1,FOSL2
1552,FABP1,MYBL2
1553,FABP1,ELF1
1554,ECT2,MAFF
1555,ECT2,JUND
1556,ECT2,MAZ
1557,ECT2,REST
1558,ECT2,MYC
1559,ECT2,CREB1
1560,ECT2,CEBPD
1561,ECT2,RFX5
1562,ECT2,FOSL2
1563,ECT2,MYBL2
1564,ECT2,ELF1
1565,AASS,JUND
1566,AASS,MAZ
1567,AASS,REST
1568,AASS,MYC
1569,AASS,CREB1
1570,AASS,CEBPD
1571,AASS,RFX5
1572,AASS,FOSL2
1573,AASS,MYBL2
1574,AASS,ELF1
1575,APOC3,JUND
1576,APOC3,MAZ
1577,APOC3,REST
1578,APOC3,MYC
1579,APOC3,CREB1
1580,APOC3,CEBPD
1581,APOC3,RFX5
1582,APOC3,FOSL2
1583,APOC3,MYBL2
1584,APOC3,ELF1
1585,ASNS,JUND
1586,ASNS,MAZ
1587,ASNS,REST
1588,ASNS,MYC
1589,ASNS,CREB1
1590,ASNS,CEBPD
1591,ASNS,RFX5
1592,ASNS,FOSL2
1593,ASNS,MYBL2
1594,SLC7A6,MAFF
1595,SLC7A6,JUND
1596,SLC7A6,MAZ
1597,SLC7A6,REST
1598,SLC7A6,MYC
1599,SLC7A6,CREB1
1600,SLC7A6,CEBPD
1601,SLC7A6,RFX5
1602,SLC7A6,FOSL2
1603,SLC7A6,MYBL2
1604,SLC7A6,ELF1
1605,DRAP1,JUND
1606,DRAP1,CREB1
1607,DRAP1,FOSL2
1608,PEMT,JUND
1609,PEMT,MYC
1610,PEMT,CREB1
1611,PEMT,CEBPD
1612,PEMT,RFX5
1613,PEMT,FOSL2
1614,CMC1,JUND
1615,CMC1,MAZ
1616,CMC1,REST
1617,CMC1,MYC
1618,CMC1,CREB1
1619,CMC1,CEBPD
1620,CMC1,RFX5
1621,CMC1,FOSL2
1622,CMC1,MYBL2
1623,ZNF525,JUND
1624,ZNF525,CREB1
1625,ZNF525,RFX5
1626,DPYSL2,MAFF
1627,DPYSL2,JUND
1628,DPYSL2,MAZ
1629,DPYSL2,REST
1630,DPYSL2,MYC
1631,DPYSL2,CREB1
1632,DPYSL2,CEBPD
1633,DPYSL2,RFX5
1634,DPYSL2,FOSL2
1635,DPYSL2,MYBL2
1636,DPYSL2,ELF1
1637,CDK4,JUND
1638,CDK4,MAZ
1639,CDK4,REST
1640,CDK4,MYC
1641,CDK4,CREB1
1642,CDK4,CEBPD
1643,CDK4,RFX5
1644,CDK4,FOSL2
1645,CDK4,MYBL2
1646,CDK4,ELF1
1647,ZNF620,JUND
1648,ZNF620,MYC
1649,ZNF620,CREB1
1650,ZNF620,RFX5
1651,XPO5,JUND
1652,XPO5,MAZ
1653,XPO5,REST
1654,XPO5,MYC
1655,XPO5,CREB1
1656,XPO5,CEBPD
1657,XPO5,RFX5
1658,XPO5,FOSL2
1659,XPO5,MYBL2
1660,XPO5,ELF1
1661,TP53,JUND
1662,TP53,MAZ
1663,TP53,REST
1664,TP53,MYC
1665,TP53,CREB1
1666,TP53,CEBPD
1667,TP53,RFX5
1668,TP53,FOSL2
1669,TP53,MYBL2
1670,TP53,ELF1
1671,NDUFAF5,JUND
1672,NDUFAF5,MAZ
1673,NDUFAF5,REST
1674,NDUFAF5,MYC
1675,NDUFAF5,CREB1
1676,NDUFAF5,CEBPD
1677,NDUFAF5,RFX5
1678,NDUFAF5,FOSL2
1679,NDUFAF5,MYBL2
1680,NDUFAF5,ELF1
1681,CENPF,JUND
1682,CENPF,MAZ
1683,CENPF,REST
1684,CENPF,MYC
1685,CENPF,CREB1
1686,CENPF,CEBPD
1687,CENPF,RFX5
1688,CENPF,FOSL2
1689,CENPF,MYBL2
1690,CENPF,ELF1
1691,WDR74,JUND
1692,WDR74,MAZ
1693,WDR74,REST
1694,WDR74,MYC
1695,WDR74,CREB1
1696,WDR74,CEBPD
1697,WDR74,RFX5
1698,WDR74,FOSL2
1699,WDR74,MYBL2
1700,CDK1,MAFF
1701,CDK1,JUND
1702,CDK1,MAZ
1703,CDK1,REST
1704,CDK1,MYC
1705,CDK1,CREB1
1706,CDK1,CEBPD
1707,CDK1,RFX5
1708,CDK1,FOSL2
1709,CDK1,MYBL2
1710,CDK1,ELF1
1711,HNF4A,JUND
1712,HNF4A,MAZ
1713,HNF4A,REST
1714,HNF4A,MYC
1715,HNF4A,CREB1
1716,HNF4A,CEBPD
1717,HNF4A,RFX5
1718,HNF4A,FOSL2
1719,HNF4A,MYBL2
1720,HNF4A,ELF1
1721,ZNF880,JUND
1722,ZNF880,REST
1723,ZNF880,CREB1
1724,ZNF880,CEBPD
1725,ZNF880,RFX5
1726,ZNF880,FOSL2
1727,NODAL,JUND
1728,NODAL,MAZ
1729,NODAL,REST
1730,NODAL,MYC
1731,NODAL,CREB1
1732,NODAL,CEBPD
1733,NODAL,RFX5
1734,NODAL,FOSL2
1735,NODAL,MYBL2
1736,NODAL,ELF1
1737,STAT2,JUND
1738,STAT2,MAZ
1739,STAT2,REST
1740,STAT2,MYC
1741,STAT2,CREB1
1742,STAT2,CEBPD
1743,STAT2,RFX5
1744,STAT2,FOSL2
1745,STAT2,MYBL2
1746,STAT2,ELF1
1747,BBS9,JUND
1748,BBS9,MAZ
1749,BBS9,REST
1750,BBS9,MYC
1751,BBS9,CREB1
1752,BBS9,CEBPD
1753,BBS9,RFX5
1754,BBS9,FOSL2
1755,BBS9,MYBL2
1756,BBS9,ELF1
1757,DERA,JUND
1758,DERA,MAZ
1759,DERA,REST
1760,DERA,MYC
1761,DERA,CREB1
1762,DERA,CEBPD
1763,DERA,RFX5
1764,DERA,FOSL2
1765,DERA,MYBL2
1766,DERA,ELF1
1767,FANCB,JUND
1768,FANCB,MAZ
1769,FANCB,REST
1770,FANCB,MYC
1771,FANCB,CREB1
1772,FANCB,CEBPD
1773,FANCB,RFX5
1774,FANCB,FOSL2
1775,FANCB,MYBL2
1776,FANCB,ELF1
1777,C12orf45,MAFF
1778,C12orf45,JUND
1779,C12orf45,MAZ
1780,C12orf45,REST
1781,C12orf45,MYC
1782,C12orf45,CREB1
1783,C12orf45,CEBPD
1784,C12orf45,RFX5
1785,C12orf45,FOSL2
1786,C12orf45,MYBL2
1787,C12orf45,ELF1
1788,ANP32E,MAFF
1789,ANP32E,JUND
1790,ANP32E,MAZ
1791,ANP32E,REST
1792,ANP32E,MYC
1793,ANP32E,CREB1
1794,ANP32E,CEBPD
1795,ANP32E,RFX5
1796,ANP32E,FOSL2
1797,ANP32E,MYBL2
1798,ANP32E,ELF1
1799,SPTLC3,JUND
1800,SPTLC3,MAZ
1801,SPTLC3,MYC
1802,SPTLC3,CREB1
1803,SPTLC3,CEBPD
1804,SPTLC3,RFX5
1805,SPTLC3,FOSL2
1806,SPTLC3,MYBL2
1807,SPTLC3,ELF1
1808,CDKN3,MAFF
1809,CDKN3,JUND
1810,CDKN3,MAZ
1811,CDKN3,REST
1812,CDKN3,MYC
1813,CDKN3,CREB1
1814,CDKN3,CEBPD
1815,CDKN3,RFX5
1816,CDKN3,FOSL2
1817,CDKN3,MYBL2
1818,CDKN3,ELF1
1819,NUP54,JUND
1820,NUP54,MAZ
1821,NUP54,REST
1822,NUP54,MYC
1823,NUP54,CREB1
1824,NUP54,CEBPD
1825,NUP54,RFX5
1826,NUP54,FOSL2
1827,NUP54,MYBL2
1828,NUP54,ELF1
1829,BUB1,MAFF
1830,BUB1,JUND
1831,BUB1,MAZ
1832,BUB1,REST
1833,BUB1,MYC
1834,BUB1,CREB1
1835,BUB1,CEBPD
1836,BUB1,RFX5
1837,BUB1,FOSL2
1838,BUB1,MYBL2
1839,BUB1,ELF1
1840,NUP93,MAFF
1841,NUP93,JUND
1842,NUP93,MAZ
1843,NUP93,REST
1844,NUP93,MYC
1845,NUP93,CREB1
1846,NUP93,CEBPD
1847,NUP93,RFX5
1848,NUP93,FOSL2
1849,NUP93,MYBL2
1850,NUP93,ELF1
1851,TDP2,JUND
1852,TDP2,CREB1
1853,TDP2,CEBPD
1854,TDP2,RFX5
1855,TDP2,FOSL2
1856,AURKB,MAFF
1857,AURKB,JUND
1858,AURKB,MAZ
1859,AURKB,REST
1860,AURKB,MYC
1861,AURKB,CREB1
1862,AURKB,CEBPD
1863,AURKB,RFX5
1864,AURKB,FOSL2
1865,AURKB,MYBL2
1866,AURKB,ELF1
1867,NUP85,JUND
1868,NUP85,MAZ
1869,NUP85,REST
1870,NUP85,MYC
1871,NUP85,CREB1
1872,NUP85,CEBPD
1873,NUP85,RFX5
1874,NUP85,FOSL2
1875,NUP85,MYBL2
1876,NUP85,ELF1
1877,DKC1,JUND
1878,DKC1,MAZ
1879,DKC1,REST
1880,DKC1,MYC
1881,DKC1,CREB1
1882,DKC1,CEBPD
1883,DKC1,RFX5
1884,DKC1,FOSL2
1885,DKC1,MYBL2
1886,DKC1,ELF1
1887,THRB,JUND
1888,THRB,MAZ
1889,THRB,REST
1890,THRB,MYC
1891,THRB,CREB1
1892,THRB,CEBPD
1893,THRB,RFX5
1894,THRB,FOSL2
1895,THRB,MYBL2
1896,THRB,ELF1
1897,ZNF814,JUND
1898,ZNF814,MYC
1899,ZNF814,CREB1
1900,ZNF814,CEBPD
1901,ZNF814,RFX5
1902,ZNF814,FOSL2
1903,BSCL2,JUND
1904,BSCL2,MAZ
1905,BSCL2,REST
1906,BSCL2,MYC
1907,BSCL2,CREB1
1908,BSCL2,CEBPD
1909,BSCL2,RFX5
1910,BSCL2,FOSL2
1911,BSCL2,MYBL2
1912,MLXIPL,JUND
1913,MLXIPL,MAZ
1914,MLXIPL,REST
1915,MLXIPL,MYC
1916,MLXIPL,CREB1
1917,MLXIPL,CEBPD
1918,MLXIPL,RFX5
1919,MLXIPL,FOSL2
1920,MLXIPL,MYBL2
1921,MLXIPL,ELF1
1922,LEAP2,MAFF
1923,LEAP2,JUND
1924,LEAP2,FOXA1
1925,LEAP2,MAZ
1926,LEAP2,REST
1927,LEAP2,MYC
1928,LEAP2,CREB1
1929,LEAP2,CEBPD
1930,LEAP2,RFX5
1931,LEAP2,FOSL2
1932,LEAP2,MYBL2
1933,LEAP2,ELF1
1934,NUP88,JUND
1935,NUP88,MAZ
1936,NUP88,REST
1937,NUP88,MYC
1938,NUP88,CREB1
1939,NUP88,CEBPD
1940,NUP88,RFX5
1941,NUP88,FOSL2
1942,NUP88,MYBL2
1943,NUP88,ELF1
1944,NPRL2,JUND
1945,NPRL2,MAZ
1946,NPRL2,REST
1947,NPRL2,MYC
1948,NPRL2,CREB1
1949,NPRL2,CEBPD
1950,NPRL2,RFX5
1951,NPRL2,FOSL2
1952,NPRL2,MYBL2
1953,TNNT1,CREB1
1954,CCS,JUND
1955,CCS,CREB1
1956,CCS,FOSL2
1957,MCM6,JUND
1958,MCM6,MAZ
1959,MCM6,REST
1960,MCM6,MYC
1961,MCM6,CREB1
1962,MCM6,CEBPD
1963,MCM6,RFX5
1964,MCM6,FOSL2
1965,MCM6,MYBL2
1966,G6PC3,JUND
1967,G6PC3,MAZ
1968,G6PC3,MYC
1969,G6PC3,CREB1
1970,G6PC3,CEBPD
1971,G6PC3,RFX5
1972,G6PC3,FOSL2
1973,G6PC3,MYBL2
1974,RFX7,JUND
1975,RFX7,MAZ
1976,RFX7,MYC
1977,RFX7,CREB1
1978,RFX7,CEBPD
1979,RFX7,RFX5
1980,RFX7,FOSL2
1981,RFX7,MYBL2
1982,ZNF595,JUND
1983,ZNF595,MAZ
1984,ZNF595,MYC
1985,ZNF595,CREB1
1986,ZNF595,CEBPD
1987,ZNF595,RFX5
1988,ZNF595,FOSL2
1989,ZNF595,MYBL2
1990,CAPG,JUND
1991,CAPG,MAZ
1992,CAPG,REST
1993,CAPG,MYC
1994,CAPG,CREB1
1995,CAPG,CEBPD
1996,CAPG,RFX5
1997,CAPG,FOSL2
1998,CAPG,MYBL2
1999,CAPG,ELF1
2000,ITGB5,JUND
2001,ITGB5,MAZ
2002,ITGB5,REST
2003,ITGB5,MYC
2004,ITGB5,CREB1
2005,ITGB5,CEBPD
2006,ITGB5,RFX5
2007,ITGB5,FOSL2
2008,ITGB5,MYBL2
2009,ITGB5,ELF1
2010,UBL7,JUND
2011,UBL7,MAZ
2012,UBL7,REST
2013,UBL7,MYC
2014,UBL7,CREB1
2015,UBL7,CEBPD
2016,UBL7,RFX5
2017,UBL7,FOSL2
2018,UBL7,MYBL2
2019,UBL7,ELF1
2020,ANXA3,JUND
2021,ANXA3,CREB1
2022,ANXA3,CEBPD
2023,ANXA3,RFX5
2024,ANXA3,FOSL2
2025,SHMT2,JUND
2026,SHMT2,MAZ
2027,SHMT2,REST
2028,SHMT2,MYC
2029,SHMT2,CREB1
2030,SHMT2,CEBPD
2031,SHMT2,RFX5
2032,SHMT2,FOSL2
2033,SHMT2,MYBL2
2034,SHMT2,ELF1
2035,ITIH4,JUND
2036,ITIH4,MAZ
2037,ITIH4,REST
2038,ITIH4,MYC
2039,ITIH4,CREB1
2040,ITIH4,CEBPD
2041,ITIH4,RFX5
2042,ITIH4,FOSL2
2043,ITIH4,MYBL2
2044,ITIH4,ELF1
2045,HMGA2,JUND
2046,HMGA2,MAZ
2047,HMGA2,REST
2048,HMGA2,MYC
2049,HMGA2,CREB1
2050,HMGA2,CEBPD
2051,HMGA2,RFX5
2052,HMGA2,FOSL2
2053,HMGA2,MYBL2
2054,HMGA2,ELF1
2055,NR6A1,JUND
2056,NR6A1,CREB1
2057,CAMK2D,JUND
2058,CAMK2D,MAZ
2059,CAMK2D,REST
2060,CAMK2D,MYC
2061,CAMK2D,CREB1
2062,CAMK2D,CEBPD
2063,CAMK2D,RFX5
2064,CAMK2D,FOSL2
2065,CAMK2D,MYBL2
2066,CAMK2D,ELF1
2067,ANAPC7,JUND
2068,ANAPC7,MAZ
2069,ANAPC7,REST
2070,ANAPC7,MYC
2071,ANAPC7,CREB1
2072,ANAPC7,CEBPD
2073,ANAPC7,RFX5
2074,ANAPC7,FOSL2
2075,ANAPC7,MYBL2
2076,ANAPC7,ELF1
2077,PPARA,JUND
2078,PPARA,CREB1
2079,PPARA,CEBPD
2080,PPARA,FOSL2
2081,COMMD3,JUND
2082,COMMD3,MAZ
2083,COMMD3,MYC
2084,COMMD3,CREB1
2085,COMMD3,CEBPD
2086,COMMD3,RFX5
2087,COMMD3,FOSL2
2088,COMMD3,MYBL2
2089,HIBCH,JUND
2090,HIBCH,MAZ
2091,HIBCH,REST
2092,HIBCH,MYC
2093,HIBCH,CREB1
2094,HIBCH,CEBPD
2095,HIBCH,RFX5
2096,HIBCH,FOSL2
2097,HIBCH,MYBL2
2098,ZNF788,JUND
2099,ZNF788,MAZ
2100,ZNF788,REST
2101,ZNF788,MYC
2102,ZNF788,CREB1
2103,ZNF788,CEBPD
2104,ZNF788,RFX5
2105,ZNF788,FOSL2
2106,ZNF788,MYBL2
2107,ZNF788,ELF1
2108,CAPN12,JUND
2109,CAPN12,MAZ
2110,CAPN12,REST
2111,CAPN12,MYC
2112,CAPN12,CREB1
2113,CAPN12,CEBPD
2114,CAPN12,RFX5
2115,CAPN12,FOSL2
2116,CAPN12,MYBL2
2117,CAPN12,ELF1
2118,ACAD11,JUND
2119,ACAD11,MAZ
2120,ACAD11,REST
2121,ACAD11,MYC
2122,ACAD11,CREB1
2123,ACAD11,CEBPD
2124,ACAD11,RFX5
2125,ACAD11,FOSL2
2126,ACAD11,MYBL2
2127,ACAD11,ELF1
2128,BZW2,JUND
2129,BZW2,MAZ
2130,BZW2,REST
2131,BZW2,MYC
2132,BZW2,CREB1
2133,BZW2,CEBPD
2134,BZW2,RFX5
2135,BZW2,FOSL2
2136,BZW2,MYBL2
2137,BZW2,ELF1
2138,MGST2,JUND
2139,MGST2,MYC
2140,MGST2,CREB1
2141,ZNF287,CREB1
2142,WDR43,JUND
2143,WDR43,MAZ
2144,WDR43,REST
2145,WDR43,MYC
2146,WDR43,CREB1
2147,WDR43,CEBPD
2148,WDR43,RFX5
2149,WDR43,FOSL2
2150,WDR43,MYBL2
2151,WDR43,ELF1
2152,WFDC2,JUND
2153,WFDC2,MAZ
2154,WFDC2,CREB1
2155,WFDC2,CEBPD
2156,WFDC2,RFX5
2157,WFDC2,FOSL2
2158,WFDC2,MYBL2
2159,ZNF721,JUND
2160,ZNF721,MYC
2161,ZNF721,CREB1
2162,ZNF721,CEBPD
2163,ZNF721,RFX5
2164,ZNF721,FOSL2
2165,CREB3L3,JUND
