Gene1,Gene2,Type
CEBPA,AGT,1
CEBPA,APEH,1
CEBPA,APOA1,1
CEBPA,APOB,1
CEBPA,ARHGAP35,1
CEBPA,ARID5B,1
CEBPA,ATF3,1
CEBPA,BCL11B,1
CEBPA,BHLHE40,1
CEBPA,BRMS1,1
CEBPA,CCNB1,1
CEBPA,CCS,1
CEBPA,CDK4,1
CEBPA,CDKN3,1
CEBPA,CEBPD,1
CEBPA,COMMD3,1
CEBPA,CREB1,1
CEBPA,CUEDC2,1
CEBPA,DDIT3,1
CEBPA,E2F2,1
CEBPA,E2F3,1
CEBPA,E2F4,1
CEBPA,ESRRG,1
CEBPA,F3,1
CEBPA,FANCB,1
CEBPA,FBXO22,1
CEBPA,FGA,1
CEBPA,FOSL1,1
CEBPA,FOXP1,1
CEBPA,FOXP4,1
CEBPA,GATA4,1
CEBPA,GLIS3,1
CEBPA,GPBP1L1,1
CEBPA,GPC3,1
CEBPA,GRHL2,1
CEBPA,HAUS2,1
CEBPA,HIVEP2,1
CEBPA,HMGCS2,1
CEBPA,HMGN3,1
CEBPA,HNF4A,1
CEBPA,HP,1
CEBPA,HPX,1
CEBPA,ID2,1
CEBPA,ID3,1
CEBPA,IQGAP2,1
CEBPA,KAT7,1
CEBPA,LAMC1,1
CEBPA,LCOR,1
CEBPA,LIG1,1
CEBPA,LYPD6B,1
CEBPA,MAF,1
CEBPA,MDK,1
CEBPA,MITF,1
CEBPA,MRPS27,1
CEBPA,NFATC4,1
CEBPA,NFYB,1
CEBPA,NIP7,1
CEBPA,NR1H3,1
CEBPA,NR2F2,1
CEBPA,NR3C1,1
CEBPA,ORC4,1
CEBPA,ORC5,1
CEBPA,PAX6,1
CEBPA,PCNA,1
CEBPA,PDGFRA,1
CEBPA,PIM2,1
CEBPA,PITX1,1
CEBPA,PPAPDC1B,1
CEBPA,PREB,1
CEBPA,PSAT1,1
CEBPA,PTPN12,1
CEBPA,RABGAP1L,1
CEBPA,SCHIP1,1
CEBPA,SERPINE2,1
CEBPA,SLC39A10,1
CEBPA,SORBS2,1
CEBPA,SOX12,1
CEBPA,SP1,1
CEBPA,SREBF2,1
CEBPA,STC1,1
CEBPA,TCF4,1
CEBPA,TF,1
CEBPA,TFDP2,1
CEBPA,TFE3,1
CEBPA,TK1,1
CEBPA,TOP2A,1
CEBPA,TP53,1
CEBPA,VTN,1
CEBPA,ZBED3,1
CEBPA,ZBTB44,1
CEBPA,ZBTB9,1
CEBPA,ZFX,1
CEBPA,ZIC5,1
CEBPA,ZNF219,1
CEBPA,ZNF22,1
CEBPA,ZNF277,1
CEBPA,ZNF668,1
CEBPD,CEBPA,1
CEBPD,CEBPG,1
CEBPD,F3,1
CEBPD,HPX,1
CEBPD,RELA,1
CEBPD,TF,1
CEBPG,ATF4,1
CEBPG,ATF5,1
CEBPG,CEBPD,1
CEBPG,CREB3L3,1
CEBPG,DDIT3,1
CEBPG,FOS,1
CEBPZ,NFYB,1
CEBPZ,TP53,1
CENPK,SOX6,1
CERS2,ASGR1,1
CLOCK,ARNTL,1
CLOCK,ARNTL2,1
CREB1,ABCE1,1
CREB1,ACY1,1
CREB1,AIG1,1
CREB1,AIMP2,1
CREB1,AMHR2,1
CREB1,ARL6IP6,1
CREB1,ATF1,1
CREB1,ATF3,1
CREB1,ATG5,1
CREB1,B4GALT3,1
CREB1,BEX1,1
CREB1,BRCA1,1
CREB1,C11orf1,1
CREB1,CAMK2D,1
CREB1,CAMTA1,1
CREB1,CDC5L,1
CREB1,CDK5,1
CREB1,CHEK1,1
CREB1,CLOCK,1
CREB1,COQ5,1
CREB1,CREB3L2,1
CREB1,DGAT1,1
CREB1,DHRS3,1
CREB1,DNTTIP1,1
CREB1,DRAP1,1
CREB1,EGR1,1
CREB1,EMC2,1
CREB1,ESRRG,1
CREB1,F3,1
CREB1,FN1,1
CREB1,FOSB,1
CREB1,GATA4,1
CREB1,GLI2,1
CREB1,GOT1,1
CREB1,GPBP1,1
CREB1,GPM6B,1
CREB1,HDAC3,1
CREB1,HIVEP2,1
CREB1,HMBS,1
CREB1,HSD17B7,1
CREB1,ID2,1
CREB1,ID3,1
CREB1,IFNGR1,1
CREB1,IFT57,1
CREB1,IRF1,1
CREB1,JUNB,1
CREB1,KAT7,1
CREB1,KDM2A,1
CREB1,KLF5,1
CREB1,KLF7,1
CREB1,LAMB1,1
CREB1,LAMC1,1
CREB1,LCMT1,1
CREB1,LDHA,1
CREB1,LHX1,1
CREB1,MAF,1
CREB1,MAFF,1
CREB1,MAP1B,1
CREB1,MED21,1
CREB1,MEF2C,1
CREB1,MLF1,1
CREB1,MPZL3,1
CREB1,MYNN,1
CREB1,NFIL3,1
CREB1,NFKB2,1
CREB1,NR1H2,1
CREB1,NR3C1,1
CREB1,NTHL1,1
CREB1,PAK1IP1,1
CREB1,PAX6,1
CREB1,PEF1,1
CREB1,PEPD,1
CREB1,PITX2,1
CREB1,PLK2,1
CREB1,POLB,1
CREB1,PPARA,1
CREB1,PRKCE,1
CREB1,PTP4A1,1
CREB1,PTPN2,1
CREB1,RBM18,1
CREB1,RCAN1,1
CREB1,RFX7,1
CREB1,RHOG,1
CREB1,SEC11C,1
CREB1,SGK1,1
CREB1,SKIL,1
CREB1,SLC2A4RG,1
CREB1,SOX12,1
CREB1,SP4,1
CREB1,SREBF2,1
CREB1,SRF,1
CREB1,SULF2,1
CREB1,SUV39H2,1
CREB1,TAF2,1
CREB1,TBP,1
CREB1,TCF12,1
CREB1,TF,1
CREB1,TFRC,1
CREB1,TGIF2,1
CREB1,TIMP1,1
CREB1,TM2D2,1
CREB1,TMEM97,1
CREB1,TTF1,1
CREB1,UCHL5,1
CREB1,UMPS,1
CREB1,UROD,1
CREB1,USP39,1
CREB1,USP44,1
CREB1,VEZF1,1
CREB1,YWHAH,1
CREB1,ZBTB16,1
CREB1,ZBTB37,1
CREB1,ZBTB9,1
CREB1,ZFX,1
CREB1,ZMYM5,1
CREB1,ZNF219,1
CREB1,ZNF24,1
CREB1,ZNF496,1
CREB1,ZNF518B,1
CREB1,ZNF644,1
CREB3L2,MITF,1
CREB3L3,CEBPG,1
CREB3L3,MITF,1
CREB3L3,USP7,1
CREB3L4,MITF,1
CREB3,MITF,1
CREB3,NFIL3,1
CREB3,STX8,1
CTCF,AAAS,1
CTCF,ACADVL,1
CTCF,ACOT7,1
CTCF,ADNP,1
CTCF,AIMP2,1
CTCF,AKR1B1,1
CTCF,ANXA4,1
CTCF,APOA1,1
CTCF,APOC3,1
CTCF,ARG2,1
CTCF,ARID3A,1
CTCF,ARID5B,1
CTCF,ARL15,1
CTCF,ASNSD1,1
CTCF,ASS1,1
CTCF,ATF3,1
CTCF,ATF4,1
CTCF,ATMIN,1
CTCF,ATP1B1,1
CTCF,B3GNT7,1
CTCF,B4GALT3,1
CTCF,BAZ2A,1
CTCF,BCL11B,1
CTCF,BCS1L,1
CTCF,BRIX1,1
CTCF,BSCL2,1
CTCF,C11orf1,1
CTCF,C12orf45,1
CTCF,C20orf24,1
CTCF,C5orf22,1
CTCF,C6orf203,1
CTCF,CA2,1
CTCF,CADM1,1
CTCF,CALML4,1
CTCF,CAMTA2,1
CTCF,CC2D1A,1
CTCF,CCDC82,1
CTCF,CCS,1
CTCF,CD9,1
CTCF,CEBPA,1
CTCF,CEBPD,1
CTCF,CENPA,1
CTCF,CENPN,1
CTCF,CEP70,1
CTCF,CERS2,1
CTCF,CERS5,1
CTCF,CFLAR,1
CTCF,CHCHD6,1
CTCF,CIDEB,1
CTCF,CKAP2,1
CTCF,CKS1B,1
CTCF,CLOCK,1
CTCF,CMPK1,1
CTCF,CRABP2,1
CTCF,CRBN,1
CTCF,CREB3,1
CTCF,DDAH1,1
CTCF,DENND2C,1
CTCF,DGAT1,1
CTCF,DHRS3,1
CTCF,DLG1,1
CTCF,DMKN,1
CTCF,DPEP1,1
CTCF,DSN1,1
CTCF,DUSP12,1
CTCF,E2F3,1
CTCF,EBF4,1
CTCF,ECHDC2,1
CTCF,EGR1,1
CTCF,ELF3,1
CTCF,ELK4,1
CTCF,ETHE1,1
CTCF,EXOSC3,1
CTCF,FAM184A,1
CTCF,FBXO6,1
CTCF,FEN1,1
CTCF,FGB,1
CTCF,FIBP,1
CTCF,FOSL2,1
CTCF,FOXA1,1
CTCF,FOXA2,1
CTCF,FOXH1,1
CTCF,FOXJ3,1
CTCF,FOXP1,1
CTCF,FUCA1,1
CTCF,FUT8,1
CTCF,FXYD5,1
CTCF,GALE,1
CTCF,GALK1,1
CTCF,GATAD2B,1
CTCF,GEMIN8,1
CTCF,GLI1,1
CTCF,GMPPA,1
CTCF,GPN3,1
CTCF,GRPR,1
CTCF,GSTA1,1
CTCF,GSTA2,1
CTCF,GTF2I,1
CTCF,HIBCH,1
CTCF,HMGN3,1
CTCF,HPX,1
CTCF,HSD17B10,1
CTCF,HSD17B14,1
CTCF,IFITM2,1
CTCF,IL6ST,1
CTCF,INMT,1
CTCF,INSIG2,1
CTCF,IRF1,1
CTCF,IRF3,1
CTCF,IRF9,1
CTCF,ISG20,1
CTCF,ITLN2,1
CTCF,KCTD6,1
CTCF,KDM2A,1
CTCF,KIFAP3,1
CTCF,KLHDC2,1
CTCF,KLHL7,1
CTCF,LACTB2,1
CTCF,LAMC1,1
CTCF,LCP1,1
CTCF,LGALS1,1
CTCF,LHX1,1
CTCF,MAD2L1,1
CTCF,MAF,1
CTCF,MAFB,1
CTCF,MCM3,1
CTCF,MELK,1
CTCF,MEST,1
CTCF,MFAP2,1
CTCF,MLXIPL,1
CTCF,MRPL1,1
CTCF,MRPL10,1
CTCF,MRPS2,1
CTCF,MTFP1,1
CTCF,MTTP,1
CTCF,MTUS1,1
CTCF,MTX2,1
CTCF,MXD1,1
CTCF,MXI1,1
CTCF,NAA50,1
CTCF,NBN,1
CTCF,NDC80,1
CTCF,NDEL1,1
CTCF,NDUFAF4,1
CTCF,NDUFAF5,1
CTCF,NEDD4L,1
CTCF,NFATC2,1
CTCF,NFATC4,1
CTCF,NFIB,1
CTCF,NFIL3,1
CTCF,NFKB2,1
CTCF,NME2,1
CTCF,NOL11,1
CTCF,NPRL2,1
CTCF,NR2F2,1
CTCF,NR3C1,1
CTCF,NR6A1,1
CTCF,NUDT15,1
CTCF,NUP85,1
CTCF,NUP88,1
CTCF,NVL,1
CTCF,OCIAD2,1
CTCF,OIP5,1
CTCF,OMA1,1
CTCF,P4HA2,1
CTCF,PABPC4,1
CTCF,PEMT,1
CTCF,PIK3R1,1
CTCF,PLK1,1
CTCF,PLK2,1
CTCF,PPFIBP2,1
CTCF,PRMT3,1
CTCF,PSMF1,1
CTCF,RAD54L,1
CTCF,RAI14,1
CTCF,RAMP1,1
CTCF,RARA,1
CTCF,RARG,1
CTCF,RBCK1,1
CTCF,RBM18,1
CTCF,REXO4,1
CTCF,RFX7,1
CTCF,RGS2,1
CTCF,RHOG,1
CTCF,RINT1,1
CTCF,RNASE1,1
CTCF,RUVBL2,1
CTCF,S100A13,1
CTCF,S100A14,1
CTCF,S100A16,1
CTCF,SAAL1,1
CTCF,SATB2,1
CTCF,SCAPER,1
CTCF,SFRP1,1
CTCF,SGOL1,1
CTCF,SHMT2,1
CTCF,SKA3,1
CTCF,SKIL,1
CTCF,SLC1A3,1
CTCF,SLC38A9,1
CTCF,SLC7A6,1
CTCF,SLC7A7,1
CTCF,SMAD3,1
CTCF,SNAPC2,1
CTCF,SNAPC5,1
CTCF,SOCS2,1
CTCF,SOX15,1
CTCF,SOX2,1
CTCF,SOX9,1
CTCF,STAT4,1
CTCF,STAT6,1
CTCF,STAU2,1
CTCF,STEAP1,1
CTCF,STXBP3,1
CTCF,SVIL,1
CTCF,TAOK3,1
CTCF,TCF7L1,1
CTCF,TET2,1
CTCF,TFDP2,1
CTCF,TFE3,1
CTCF,TFF1,1
CTCF,TGIF1,1
CTCF,THAP4,1
CTCF,THRB,1
CTCF,TINF2,1
CTCF,TK1,1
CTCF,TNFRSF12A,1
CTCF,TNNI3,1
CTCF,TP53,1
CTCF,TPD52L1,1
CTCF,TPGS2,1
CTCF,TRIM28,1
CTCF,TRPT1,1
CTCF,TSFM,1
CTCF,TTF1,1
CTCF,TTLL5,1
CTCF,VPS8,1
CTCF,WARS,1
CTCF,YBX1,1
CTCF,ZBTB34,1
CTCF,ZBTB39,1
CTCF,ZFX,1
CTCF,ZHX1,1
CTCF,ZNF114,1
CTCF,ZNF180,1
CTCF,ZNF20,1
CTCF,ZNF219,1
CTCF,ZNF3,1
CTCF,ZNF317,1
CTCF,ZNF329,1
CTCF,ZNF34,1
CTCF,ZNF346,1
CTCF,ZNF398,1
CTCF,ZNF45,1
CTCF,ZNF460,1
CTCF,ZNF462,1
CTCF,ZNF48,1
CTCF,ZNF511,1
CTCF,ZNF525,1
CTCF,ZNF555,1
CTCF,ZNF566,1
CTCF,ZNF644,1
CTCF,ZNF670,1
CTCF,ZNF675,1
CTCF,ZNF678,1
CTCF,ZNF700,1
CTCF,ZNF786,1
CTCF,ZNF788,1
CTCF,ZSCAN2,1
CTCF,ZSCAN21,1
CUX1,ACTC1,1
CUX1,AIG1,1
CUX1,AP1G2,1
CUX1,APEH,1
CUX1,ARHGAP35,1
CUX1,BCL6,1
CUX1,BRIX1,1
CUX1,BRMS1,1
CUX1,C11orf1,1
CUX1,C17orf75,1
CUX1,CADM1,1
CUX1,CAMK2D,1
CUX1,CDK1,1
CUX1,CRABP2,1
CUX1,CREB3L4,1
CUX1,CTSC,1
CUX1,CXXC4,1
CUX1,DEPDC5,1
CUX1,DGAT1,1
CUX1,DPCD,1
CUX1,DROSHA,1
CUX1,E2F3,1
CUX1,ESRRG,1
CUX1,ETS1,1
CUX1,ETV1,1
CUX1,ETV6,1
CUX1,EXTL2,1
CUX1,FAM184A,1
CUX1,FASTKD3,1
CUX1,FLRT2,1
CUX1,FOXN3,1
CUX1,GATA4,1
CUX1,GATAD2B,1
CUX1,GCHFR,1
CUX1,GSN,1
CUX1,HES1,1
CUX1,HNF4A,1
CUX1,ID2,1
CUX1,ID3,1
CUX1,IFT57,1
CUX1,KDM2B,1
CUX1,KLF5,1
CUX1,LAMB1,1
CUX1,LAMC1,1
CUX1,LCP1,1
CUX1,LGALS3,1
CUX1,LIN28B,1
CUX1,MCM5,1
CUX1,MEF2C,1
CUX1,MEIS3,1
CUX1,MLH1,1
CUX1,MRPS11,1
CUX1,NAA50,1
CUX1,NEDD4L,1
CUX1,NFIB,1
CUX1,NFXL1,1
CUX1,NFYB,1
CUX1,NKRF,1
CUX1,NPPB,1
CUX1,NPRL2,1
CUX1,NR2F2,1
CUX1,PA2G4,1
CUX1,PABPC1L,1
CUX1,PAX6,1
CUX1,PEPD,1
CUX1,PITX2,1
CUX1,POU2F1,1
CUX1,PPAPDC1B,1
CUX1,PPP1R16A,1
CUX1,PTPN2,1
CUX1,RLF,1
CUX1,SAAL1,1
CUX1,SALL1,1
CUX1,SERPINE2,1
CUX1,SGK1,1
CUX1,SLC35D2,1
CUX1,SOCS2,1
CUX1,SOX11,1
CUX1,SOX6,1
CUX1,SOX9,1
CUX1,SP8,1
CUX1,SULF2,1
CUX1,SVIL,1
CUX1,TAOK3,1
CUX1,TCF4,1
CUX1,TEAD2,1
CUX1,TM4SF4,1
CUX1,TMCC1,1
CUX1,TOP2A,1
CUX1,TPM2,1
CUX1,UROD,1
CUX1,WDR12,1
CUX1,ZBTB20,1
CUX1,ZBTB9,1
CUX1,ZFHX2,1
CUX1,ZFHX3,1
CUX1,ZIC5,1
CUX1,ZIK1,1
CUX1,ZKSCAN1,1
CUX1,ZNF48,1
CUX1,ZNF574,1
CUX1,ZNF581,1
CUX1,ZNF608,1
CUX1,ZNF668,1
CUX1,ZNF689,1
CUX1,ZNF860,1
CXXC1,TBP,1
DAZAP2,CALCOCO2,1
DAZAP2,PLSCR1,1
DAZAP2,POLI,1
DAZAP2,SOX6,1
DAZAP2,ZNF581,1
DDIT3,ADM,1
DDIT3,APEH,1
DDIT3,ATF3,1
DDIT3,ATF4,1
DDIT3,BCL11B,1
DDIT3,BHLHE40,1
DDIT3,CCS,1
DDIT3,CEBPG,1
DDIT3,E2F4,1
DDIT3,ESRRG,1
DDIT3,FANCB,1
DDIT3,FOS,1
DDIT3,FOXP1,1
DDIT3,FOXP4,1
DDIT3,GPBP1L1,1
DDIT3,HMGN3,1
DDIT3,HSD17B14,1
DDIT3,ID2,1
DDIT3,ID3,1
DDIT3,IQGAP2,1
DDIT3,JUN,1
DDIT3,JUND,1
DDIT3,LAMC1,1
DDIT3,MRPS27,1
DDIT3,NFATC4,1
DDIT3,NIP7,1
DDIT3,SOX12,1
DDIT3,VTN,1
DDIT3,XBP1,1
DDIT3,ZBTB9,1
DDIT3,ZNF219,1
DDIT3,ZNF277,1
DNMT1,DNMT3B,1
DNMT1,EED,1
DNMT1,PCNA,1
DR1,DRAP1,1
DR1,NFIL3,1
DRAP1,DR1,1
DRAP1,FOXH1,1
DRAP1,NFYB,1
DRAP1,TAF9B,1
DRAP1,TK1,1
E2F2,AARSD1,1
E2F2,ADM,1
E2F2,ARID3A,1
E2F2,ARID3B,1
E2F2,ARL6IP6,1
E2F2,ATF5,1
E2F2,BLVRA,1
E2F2,C9orf72,1
E2F2,CA2,1
E2F2,CDC6,1
E2F2,CDCA3,1
E2F2,CNOT10,1
E2F2,CSRNP1,1
E2F2,CSRP2,1
E2F2,CTCF,1
E2F2,DCTN3,1
E2F2,DCTPP1,1
E2F2,DHRS3,1
E2F2,DNMT1,1
E2F2,DPH5,1
E2F2,E2F3,1
E2F2,EHBP1,1
E2F2,ELOVL6,1
E2F2,ETS1,1
E2F2,FAM122B,1
E2F2,FAM64A,1
E2F2,GCHFR,1
E2F2,GLI2,1
E2F2,GMNN,1
E2F2,GTF2E1,1
E2F2,GTF3C2,1
E2F2,HAT1,1
E2F2,HESX1,1
E2F2,HMGA1,1
E2F2,HMGB2,1
E2F2,KIAA0586,1
E2F2,KRT19,1
E2F2,LIN28B,1
E2F2,MCM3,1
E2F2,MCM4,1
E2F2,MCM5,1
E2F2,MCM6,1
E2F2,MCM7,1
E2F2,MELK,1
E2F2,METTL3,1
E2F2,MXI1,1
E2F2,MYBL2,1
E2F2,MYCN,1
E2F2,NAA50,1
E2F2,NEK2,1
E2F2,NFATC4,1
E2F2,NFIL3,1
E2F2,NIP7,1
E2F2,NR6A1,1
E2F2,OTX2,1
E2F2,OVOL2,1
E2F2,PAX6,1
E2F2,PCNA,1
E2F2,PEF1,1
E2F2,PEG3,1
E2F2,PHF5A,1
E2F2,PIGF,1
E2F2,PITX2,1
E2F2,POLD2,1
E2F2,PPP1R7,1
E2F2,PRDM1,1
E2F2,PRKCE,1
E2F2,PRPS2,1
E2F2,PTPRZ1,1
E2F2,SALL1,1
E2F2,SLC25A20,1
E2F2,SMC4,1
E2F2,SOX15,1
E2F2,SOX4,1
E2F2,SOX9,1
E2F2,SP1,1
E2F2,SP8,1
E2F2,STAT5B,1
E2F2,STMN1,1
E2F2,TCF4,1
E2F2,TFDP1,1
E2F2,TFDP2,1
E2F2,THAP4,1
E2F2,UBL7,1
E2F2,USP1,1
E2F2,USP44,1
E2F2,UTRN,1
E2F2,YY1,1
E2F2,ZFX,1
E2F2,ZIM2,1
E2F2,ZNF180,1
E2F2,ZNF516,1
E2F2,ZNF543,1
E2F2,ZNF574,1
E2F2,ZNF616,1
E2F2,ZNF644,1
E2F3,AARSD1,1
E2F3,ADM,1
E2F3,ARL6IP6,1
E2F3,ATF5,1
E2F3,CA2,1
E2F3,CNOT10,1
E2F3,CSRNP1,1
E2F3,CSRP2,1
E2F3,CTCF,1
E2F3,DCTN3,1
E2F3,DCTPP1,1
E2F3,DHRS3,1
E2F3,DNMT1,1
E2F3,EHBP1,1
E2F3,ETS1,1
E2F3,FAM122B,1
E2F3,FAM64A,1
E2F3,GLI2,1
E2F3,GMNN,1
E2F3,GTF3C2,1
E2F3,HAT1,1
E2F3,HMGA1,1
E2F3,HMGB2,1
E2F3,KRT19,1
E2F3,LIN28B,1
E2F3,MCM3,1
E2F3,MCM4,1
E2F3,MCM5,1
E2F3,MCM6,1
E2F3,MCM7,1
E2F3,MELK,1
E2F3,METTL3,1
E2F3,MYBL2,1
E2F3,MYCN,1
E2F3,NAA50,1
E2F3,NFATC4,1
E2F3,NFIL3,1
E2F3,NR6A1,1
E2F3,OTX2,1
E2F3,OVOL2,1
E2F3,PAX6,1
E2F3,PCNA,1
E2F3,PEG3,1
E2F3,PHF5A,1
E2F3,PIGF,1
E2F3,POLD2,1
E2F3,PPP1R7,1
E2F3,PRKCE,1
E2F3,PRPS2,1
E2F3,PTPRZ1,1
E2F3,SALL1,1
E2F3,SLC25A20,1
E2F3,SMC4,1
E2F3,SOX15,1
E2F3,SOX4,1
E2F3,SOX9,1
E2F3,SP1,1
E2F3,SP8,1
E2F3,STAT5B,1
E2F3,STMN1,1
E2F3,TCF4,1
E2F3,TFDP1,1
E2F3,TFDP2,1
E2F3,THAP4,1
E2F3,USP44,1
E2F3,YY1,1
E2F3,ZFX,1
E2F3,ZIM2,1
E2F3,ZNF180,1
E2F3,ZNF516,1
E2F3,ZNF574,1
E2F3,ZNF644,1
E2F4,AARSD1,1
E2F4,ADM,1
E2F4,ANLN,1
E2F4,ARID3A,1
E2F4,ARL6IP6,1
E2F4,ATF5,1
E2F4,BCL11A,1
E2F4,CA2,1
E2F4,CDC6,1
E2F4,CDK1,1
E2F4,CENPE,1
E2F4,CHEK1,1
E2F4,CKS1B,1
E2F4,CKS2,1
E2F4,CNOT10,1
E2F4,CSRNP1,1
E2F4,CSRP2,1
E2F4,CTCF,1
E2F4,CUTC,1
E2F4,DCTN3,1
E2F4,DCTPP1,1
E2F4,DHRS3,1
E2F4,DNMT1,1
E2F4,DUT,1
E2F4,E2F2,1
E2F4,E2F3,1
E2F4,EHBP1,1
E2F4,EIF2B2,1
E2F4,ETS1,1
E2F4,EXOSC9,1
E2F4,F3,1
E2F4,FAM122B,1
E2F4,FAM64A,1
E2F4,FEN1,1
E2F4,GABPA,1
E2F4,GLI2,1
E2F4,GMNN,1
E2F4,GTF3C2,1
E2F4,HAT1,1
E2F4,HMGA1,1
E2F4,HMGB2,1
E2F4,HMMR,1
E2F4,HNF4A,1
E2F4,ID3,1
E2F4,ITGB3BP,1
E2F4,JUN,1
E2F4,KIF22,1
E2F4,KRT19,1
E2F4,LGALS1,1
E2F4,LIN28B,1
E2F4,MAD2L1,1
E2F4,MCM3,1
E2F4,MCM4,1
E2F4,MCM5,1
E2F4,MCM6,1
E2F4,MCM7,1
E2F4,MED21,1
E2F4,MELK,1
E2F4,METTL3,1
E2F4,MLH1,1
E2F4,MSH2,1
E2F4,MTHFD1,1
E2F4,MYBL2,1
E2F4,MYCN,1
E2F4,NAA50,1
E2F4,NDC80,1
E2F4,NEK2,1
E2F4,NFATC4,1
E2F4,NFIL3,1
E2F4,NFKB2,1
E2F4,NR6A1,1
E2F4,OTX2,1
E2F4,OVOL2,1
E2F4,PAX6,1
E2F4,PCNA,1
E2F4,PEG3,1
E2F4,PHF5A,1
E2F4,PIGF,1
E2F4,PIM2,1
E2F4,PLSCR1,1
E2F4,POLD2,1
E2F4,PPP1R7,1
E2F4,PRC1,1
E2F4,PRIM2,1
E2F4,PRKCE,1
E2F4,PRPS2,1
E2F4,PTPRZ1,1
E2F4,PTTG1,1
E2F4,RAD54L,1
E2F4,RFC2,1
E2F4,RFC4,1
E2F4,RRM1,1
E2F4,S100A6,1
E2F4,SALL1,1
E2F4,SLC25A20,1
E2F4,SMAD3,1
E2F4,SMC2,1
E2F4,SMC4,1
E2F4,SOX15,1
E2F4,SOX4,1
E2F4,SOX9,1
E2F4,SP1,1
E2F4,SP8,1
E2F4,STAM,1
E2F4,STAT5B,1
E2F4,STMN1,1
E2F4,TCF4,1
E2F4,TEAD4,1
E2F4,TFAP2C,1
E2F4,TFDP1,1
E2F4,TFDP2,1
E2F4,TFRC,1
E2F4,THAP4,1
E2F4,TK1,1
E2F4,TOP2A,1
E2F4,TP53,1
E2F4,UMPS,1
E2F4,USP44,1
E2F4,YWHAH,1
E2F4,YY1,1
E2F4,ZFX,1
E2F4,ZIM2,1
E2F4,ZNF180,1
E2F4,ZNF267,1
E2F4,ZNF516,1
E2F4,ZNF574,1
E2F4,ZNF644,1
E2F5,AARSD1,1
E2F5,ADM,1
E2F5,ARL6IP6,1
E2F5,ATF5,1
E2F5,CA2,1
E2F5,CDC6,1
E2F5,CNOT10,1
E2F5,CSRNP1,1
E2F5,CSRP2,1
E2F5,CTCF,1
E2F5,DCTN3,1
E2F5,DCTPP1,1
E2F5,DHRS3,1
E2F5,DNMT1,1
E2F5,E2F3,1
E2F5,EHBP1,1
E2F5,ETS1,1
E2F5,FAM122B,1
E2F5,FAM64A,1
E2F5,GLI2,1
E2F5,GMNN,1
E2F5,GTF3C2,1
E2F5,HAT1,1
E2F5,HMGA1,1
E2F5,HMGB2,1
E2F5,KRT19,1
E2F5,LIN28B,1
E2F5,MCM3,1
E2F5,MCM4,1
E2F5,MCM5,1
E2F5,MCM6,1
E2F5,MCM7,1
E2F5,MELK,1
E2F5,METTL3,1
E2F5,MYBL2,1
E2F5,MYCN,1
E2F5,NAA50,1
E2F5,NFATC4,1
E2F5,NFIL3,1
E2F5,NR6A1,1
E2F5,OTX2,1
E2F5,OVOL2,1
E2F5,PAX6,1
E2F5,PCNA,1
E2F5,PEG3,1
E2F5,PHF5A,1
E2F5,PIGF,1
E2F5,POLD2,1
E2F5,PPP1R7,1
E2F5,PRKCE,1
E2F5,PRPS2,1
E2F5,PTPRZ1,1
E2F5,SALL1,1
E2F5,SLC25A20,1
E2F5,SMAD3,1
E2F5,SMC4,1
E2F5,SOX15,1
E2F5,SOX4,1
E2F5,SOX9,1
E2F5,SP8,1
E2F5,STAT5B,1
E2F5,STMN1,1
E2F5,TCF4,1
E2F5,TFDP1,1
E2F5,THAP4,1
E2F5,USP44,1
E2F5,YY1,1
E2F5,ZFX,1
E2F5,ZIM2,1
E2F5,ZNF180,1
E2F5,ZNF516,1
E2F5,ZNF574,1
E2F5,ZNF644,1
E2F7,AARSD1,1
E2F7,ADM,1
E2F7,ARL6IP6,1
E2F7,ATF5,1
E2F7,CA2,1
E2F7,CDC6,1
E2F7,CNOT10,1
E2F7,CSRNP1,1
E2F7,CSRP2,1
E2F7,CTCF,1
E2F7,DCTN3,1
E2F7,DCTPP1,1
E2F7,DHRS3,1
E2F7,DNMT1,1
E2F7,E2F3,1
E2F7,EHBP1,1
E2F7,ETS1,1
E2F7,FAM122B,1
E2F7,FAM64A,1
E2F7,GLI2,1
E2F7,GMNN,1
E2F7,GTF3C2,1
E2F7,HAT1,1
E2F7,HMGA1,1
E2F7,HMGB2,1
E2F7,KRT19,1
E2F7,LIN28B,1
E2F7,MCM3,1
E2F7,MCM4,1
E2F7,MCM5,1
E2F7,MCM6,1
E2F7,MCM7,1
E2F7,MELK,1
E2F7,METTL3,1
E2F7,MYBL2,1
E2F7,MYCN,1
E2F7,NAA50,1
E2F7,NFATC4,1
E2F7,NFIL3,1
E2F7,NR6A1,1
E2F7,OTX2,1
E2F7,OVOL2,1
E2F7,PAX6,1
E2F7,PCNA,1
E2F7,PEG3,1
E2F7,PHF5A,1
E2F7,PIGF,1
E2F7,POLD2,1
E2F7,PPP1R7,1
E2F7,PRKCE,1
E2F7,PRPS2,1
E2F7,PTPRZ1,1
E2F7,SALL1,1
E2F7,SLC25A20,1
E2F7,SMC4,1
E2F7,SOX15,1
E2F7,SOX4,1
E2F7,SOX9,1
E2F7,SP8,1
E2F7,STAT5B,1
E2F7,STMN1,1
E2F7,TCF4,1
E2F7,THAP4,1
E2F7,USP44,1
