,Gene1,Gene2,Type,_merge
2321,CENPE,JUND,,left_only
2322,CENPE,MAZ,,left_only
2323,CENPE,REST,,left_only
2324,CENPE,MYC,,left_only
2325,CENPE,CREB1,,left_only
2326,CENPE,CEBPD,,left_only
2327,CENPE,RFX5,,left_only
2328,CENPE,FOSL2,,left_only
2329,CENPE,MYBL2,,left_only
2330,CENPE,ELF1,,left_only
2331,MBNL2,CREB1,,left_only
2332,ASGR1,JUND,,left_only
2333,ASGR1,MAZ,,left_only
2334,ASGR1,REST,,left_only
2335,ASGR1,MYC,,left_only
2336,ASGR1,CREB1,,left_only
2337,ASGR1,CEBPD,,left_only
2338,ASGR1,RFX5,,left_only
2339,ASGR1,FOSL2,,left_only
2340,ASGR1,MYBL2,,left_only
2341,ASGR1,ELF1,,left_only
2342,PIGH,JUND,,left_only
2343,PIGH,CREB1,,left_only
2344,PIGH,CEBPD,,left_only
2345,PIGH,RFX5,,left_only
2346,PIGH,FOSL2,,left_only
2347,FLRT3,JUND,,left_only
2348,FLRT3,MAZ,,left_only
2349,FLRT3,REST,,left_only
2350,FLRT3,MYC,,left_only
2351,FLRT3,CREB1,,left_only
2352,FLRT3,CEBPD,,left_only
2353,FLRT3,RFX5,,left_only
2354,FLRT3,FOSL2,,left_only
2355,FLRT3,MYBL2,,left_only
2356,FLRT3,ELF1,,left_only
2357,ZNF860,JUND,,left_only
2358,ZNF860,MYC,,left_only
2359,ZNF860,CREB1,,left_only
2360,ZNF860,RFX5,,left_only
2361,ZNF860,FOSL2,,left_only
2362,PREB,CREB1,,left_only
2363,TIMM21,JUND,,left_only
2364,TIMM21,CREB1,,left_only
2365,TIMM21,CEBPD,,left_only
2366,TIMM21,FOSL2,,left_only
2367,ID3,CREB1,,left_only
2368,ZNF398,JUND,,left_only
2369,ZNF398,MAZ,,left_only
2370,ZNF398,REST,,left_only
2371,ZNF398,MYC,,left_only
2372,ZNF398,CREB1,,left_only
2373,ZNF398,CEBPD,,left_only
2374,ZNF398,RFX5,,left_only
2375,ZNF398,FOSL2,,left_only
2376,ZNF398,MYBL2,,left_only
2377,ZNF398,ELF1,,left_only
2378,NUP37,MAFF,,left_only
2379,NUP37,JUND,,left_only
2380,NUP37,MAZ,,left_only
2381,NUP37,REST,,left_only
2382,NUP37,MYC,,left_only
2383,NUP37,CREB1,,left_only
2384,NUP37,CEBPD,,left_only
2385,NUP37,RFX5,,left_only
2386,NUP37,FOSL2,,left_only
2387,NUP37,MYBL2,,left_only
2388,NUP37,ELF1,,left_only
2389,SLC35D2,JUND,,left_only
2390,SLC35D2,MAZ,,left_only
2391,SLC35D2,REST,,left_only
2392,SLC35D2,MYC,,left_only
2393,SLC35D2,CREB1,,left_only
2394,SLC35D2,CEBPD,,left_only
2395,SLC35D2,RFX5,,left_only
2396,SLC35D2,FOSL2,,left_only
2397,SLC35D2,MYBL2,,left_only
2398,SLC35D2,ELF1,,left_only
2399,GNPNAT1,JUND,,left_only
2400,GNPNAT1,MAZ,,left_only
2401,GNPNAT1,REST,,left_only
2402,GNPNAT1,MYC,,left_only
2403,GNPNAT1,CREB1,,left_only
2404,GNPNAT1,CEBPD,,left_only
2405,GNPNAT1,RFX5,,left_only
2406,GNPNAT1,FOSL2,,left_only
2407,GNPNAT1,MYBL2,,left_only
2408,GNPNAT1,ELF1,,left_only
2409,ICA1,JUND,,left_only
2410,ICA1,MYC,,left_only
2411,ICA1,CREB1,,left_only
2412,ICA1,RFX5,,left_only
2413,ICA1,FOSL2,,left_only
2414,UBE2C,JUND,,left_only
2415,UBE2C,MAZ,,left_only
2416,UBE2C,REST,,left_only
2417,UBE2C,MYC,,left_only
2418,UBE2C,CREB1,,left_only
2419,UBE2C,CEBPD,,left_only
2420,UBE2C,RFX5,,left_only
2421,UBE2C,FOSL2,,left_only
2422,UBE2C,MYBL2,,left_only
2423,UBE2C,ELF1,,left_only
2424,MCM4,MAFF,,left_only
2425,MCM4,JUND,,left_only
2426,MCM4,MAZ,,left_only
2427,MCM4,REST,,left_only
2428,MCM4,MYC,,left_only
2429,MCM4,CREB1,,left_only
2430,MCM4,CEBPD,,left_only
2431,MCM4,RFX5,,left_only
2432,MCM4,FOSL2,,left_only
2433,MCM4,MYBL2,,left_only
2434,MCM4,ELF1,,left_only
2435,ID2,JUND,,left_only
2436,ID2,MAZ,,left_only
2437,ID2,REST,,left_only
2438,ID2,MYC,,left_only
2439,ID2,CREB1,,left_only
2440,ID2,CEBPD,,left_only
2441,ID2,RFX5,,left_only
2442,ID2,FOSL2,,left_only
2443,ID2,MYBL2,,left_only
2444,ID2,ELF1,,left_only
2445,ZNF726,JUND,,left_only
2446,ZNF726,CREB1,,left_only
2447,ZNF726,CEBPD,,left_only
2448,ZNF726,FOSL2,,left_only
2449,ARG2,JUND,,left_only
2450,ARG2,MAZ,,left_only
2451,ARG2,REST,,left_only
2452,ARG2,MYC,,left_only
2453,ARG2,CREB1,,left_only
2454,ARG2,CEBPD,,left_only
2455,ARG2,RFX5,,left_only
2456,ARG2,FOSL2,,left_only
2457,ARG2,MYBL2,,left_only
2458,ARG2,ELF1,,left_only
2459,OTX2,JUND,,left_only
2460,OTX2,CREB1,,left_only
2461,OTX2,FOSL2,,left_only
2462,ZNF134,JUND,,left_only
2463,ZNF134,MAZ,,left_only
2464,ZNF134,REST,,left_only
2465,ZNF134,MYC,,left_only
2466,ZNF134,CREB1,,left_only
2467,ZNF134,CEBPD,,left_only
2468,ZNF134,RFX5,,left_only
2469,ZNF134,FOSL2,,left_only
2470,ZNF134,MYBL2,,left_only
2471,ZNF134,ELF1,,left_only
2472,POP5,JUND,,left_only
2473,POP5,MAZ,,left_only
2474,POP5,REST,,left_only
2475,POP5,MYC,,left_only
2476,POP5,CREB1,,left_only
2477,POP5,CEBPD,,left_only
2478,POP5,RFX5,,left_only
2479,POP5,FOSL2,,left_only
2480,POP5,MYBL2,,left_only
2481,POP5,ELF1,,left_only
2482,ZNF143,JUND,,left_only
2483,ZNF143,MAZ,,left_only
2484,ZNF143,REST,,left_only
2485,ZNF143,MYC,,left_only
2486,ZNF143,CREB1,,left_only
2487,ZNF143,CEBPD,,left_only
2488,ZNF143,RFX5,,left_only
2489,ZNF143,FOSL2,,left_only
2490,ZNF143,MYBL2,,left_only
2491,IRF9,JUND,,left_only
2492,IRF9,CREB1,,left_only
2493,IRF9,CEBPD,,left_only
2494,IRF9,FOSL2,,left_only
2495,ZNF589,JUND,,left_only
2496,ZNF589,MAZ,,left_only
2497,ZNF589,REST,,left_only
2498,ZNF589,MYC,,left_only
2499,ZNF589,CREB1,,left_only
2500,ZNF589,CEBPD,,left_only
2501,ZNF589,RFX5,,left_only
2502,ZNF589,FOSL2,,left_only
2503,ZNF589,MYBL2,,left_only
2504,ZNF589,ELF1,,left_only
2505,GATAD2B,CREB1,,left_only
2506,ZNF22,JUND,,left_only
2507,ZNF22,MAZ,,left_only
2508,ZNF22,REST,,left_only
2509,ZNF22,MYC,,left_only
2510,ZNF22,CREB1,,left_only
2511,ZNF22,CEBPD,,left_only
2512,ZNF22,RFX5,,left_only
2513,ZNF22,FOSL2,,left_only
2514,ZNF22,MYBL2,,left_only
2515,VRK1,MAFF,,left_only
2516,VRK1,JUND,,left_only
2517,VRK1,MAZ,,left_only
2518,VRK1,REST,,left_only
2519,VRK1,MYC,,left_only
2520,VRK1,CREB1,,left_only
2521,VRK1,CEBPD,,left_only
2522,VRK1,RFX5,,left_only
2523,VRK1,FOSL2,,left_only
2524,VRK1,MYBL2,,left_only
2525,VRK1,ELF1,,left_only
2526,AGT,JUND,,left_only
2527,AGT,MAZ,,left_only
2528,AGT,REST,,left_only
2529,AGT,MYC,,left_only
2530,AGT,CREB1,,left_only
2531,AGT,CEBPD,,left_only
2532,AGT,RFX5,,left_only
2533,AGT,FOSL2,,left_only
2534,AGT,MYBL2,,left_only
2535,AGT,ELF1,,left_only
2536,RAMP1,JUND,,left_only
2537,RAMP1,MAZ,,left_only
2538,RAMP1,REST,,left_only
2539,RAMP1,MYC,,left_only
2540,RAMP1,CREB1,,left_only
2541,RAMP1,CEBPD,,left_only
2542,RAMP1,RFX5,,left_only
2543,RAMP1,FOSL2,,left_only
2544,RAMP1,MYBL2,,left_only
2545,RAMP1,ELF1,,left_only
2546,ZBTB3,JUND,,left_only
2547,ZBTB3,MAZ,,left_only
2548,ZBTB3,REST,,left_only
2549,ZBTB3,MYC,,left_only
2550,ZBTB3,CREB1,,left_only
2551,ZBTB3,CEBPD,,left_only
2552,ZBTB3,RFX5,,left_only
2553,ZBTB3,FOSL2,,left_only
2554,ZBTB3,MYBL2,,left_only
2555,ZBTB3,ELF1,,left_only
2556,GMEB1,JUND,,left_only
2557,GMEB1,CREB1,,left_only
2558,GMEB1,RFX5,,left_only
2559,GMEB1,FOSL2,,left_only
2560,TMEM69,JUND,,left_only
2561,TMEM69,MAZ,,left_only
2562,TMEM69,REST,,left_only
2563,TMEM69,MYC,,left_only
2564,TMEM69,CREB1,,left_only
2565,TMEM69,CEBPD,,left_only
2566,TMEM69,RFX5,,left_only
2567,TMEM69,FOSL2,,left_only
2568,TMEM69,MYBL2,,left_only
2569,DROSHA,MAFF,,left_only
2570,DROSHA,JUND,,left_only
2571,DROSHA,MAZ,,left_only
2572,DROSHA,REST,,left_only
2573,DROSHA,MYC,,left_only
2574,DROSHA,CREB1,,left_only
2575,DROSHA,CEBPD,,left_only
2576,DROSHA,RFX5,,left_only
2577,DROSHA,FOSL2,,left_only
2578,DROSHA,MYBL2,,left_only
2579,DROSHA,ELF1,,left_only
2580,ARID3B,JUND,,left_only
2581,ARID3B,MAZ,,left_only
2582,ARID3B,REST,,left_only
2583,ARID3B,MYC,,left_only
2584,ARID3B,CREB1,,left_only
2585,ARID3B,CEBPD,,left_only
2586,ARID3B,RFX5,,left_only
2587,ARID3B,FOSL2,,left_only
2588,ARID3B,MYBL2,,left_only
2589,ARID3B,ELF1,,left_only
2592,JUN,JUN,,left_only
2594,JUN,MAZ,,left_only
2596,JUN,REST,,left_only
2597,JUN,MYC,,left_only
2598,JUN,CREB1,,left_only
2599,JUN,EPAS1,,left_only
2600,JUN,CEBPD,,left_only
2601,JUN,SRF,,left_only
2602,JUN,RFX5,,left_only
2604,JUN,MYBL2,,left_only
2605,JUN,CEBPZ,,left_only
2607,GPN3,MAFF,,left_only
2608,GPN3,JUND,,left_only
2609,GPN3,MAZ,,left_only
2610,GPN3,REST,,left_only
2611,GPN3,MYC,,left_only
2612,GPN3,CREB1,,left_only
2613,GPN3,CEBPD,,left_only
2614,GPN3,RFX5,,left_only
2615,GPN3,FOSL2,,left_only
2616,GPN3,MYBL2,,left_only
2617,GPN3,ELF1,,left_only
2618,DPH6,JUND,,left_only
2619,DPH6,MAZ,,left_only
2620,DPH6,REST,,left_only
2621,DPH6,MYC,,left_only
2622,DPH6,CREB1,,left_only
2623,DPH6,CEBPD,,left_only
2624,DPH6,RFX5,,left_only
2625,DPH6,FOSL2,,left_only
2626,DPH6,MYBL2,,left_only
2627,ACAA1,JUND,,left_only
2628,ACAA1,MAZ,,left_only
2629,ACAA1,REST,,left_only
2630,ACAA1,MYC,,left_only
2631,ACAA1,CREB1,,left_only
2632,ACAA1,CEBPD,,left_only
2633,ACAA1,RFX5,,left_only
2634,ACAA1,FOSL2,,left_only
2635,ACAA1,MYBL2,,left_only
2636,ACAA1,ELF1,,left_only
2637,MT1G,JUND,,left_only
2638,MT1G,MAZ,,left_only
2639,MT1G,REST,,left_only
2640,MT1G,MYC,,left_only
2641,MT1G,CREB1,,left_only
2642,MT1G,CEBPD,,left_only
2643,MT1G,RFX5,,left_only
2644,MT1G,FOSL2,,left_only
2645,MT1G,MYBL2,,left_only
2646,MT1G,ELF1,,left_only
2647,MAF,MAFF,,left_only
2648,MAF,JUND,,left_only
2649,MAF,FOXA1,,left_only
2650,MAF,MAZ,,left_only
2651,MAF,REST,,left_only
2652,MAF,MYC,,left_only
2653,MAF,CREB1,,left_only
2654,MAF,CEBPD,,left_only
2655,MAF,RFX5,,left_only
2656,MAF,FOSL2,,left_only
2657,MAF,MYBL2,,left_only
2658,MAF,ELF1,,left_only
2659,MXD1,MAFF,,left_only
2660,MXD1,JUND,,left_only
2661,MXD1,MAZ,,left_only
2662,MXD1,REST,,left_only
2663,MXD1,MYC,,left_only
2664,MXD1,CREB1,,left_only
2665,MXD1,CEBPD,,left_only
2666,MXD1,RFX5,,left_only
2667,MXD1,FOSL2,,left_only
2668,MXD1,MYBL2,,left_only
2669,MXD1,ELF1,,left_only
2670,KNTC1,JUND,,left_only
2671,KNTC1,MAZ,,left_only
2672,KNTC1,REST,,left_only
2673,KNTC1,MYC,,left_only
2674,KNTC1,CREB1,,left_only
2675,KNTC1,CEBPD,,left_only
2676,KNTC1,RFX5,,left_only
2677,KNTC1,FOSL2,,left_only
2678,KNTC1,MYBL2,,left_only
2679,KNTC1,ELF1,,left_only
2680,FOXA1,CENPW,,left_only
2683,FOXA1,TEAD4,,left_only
2684,FOXA1,ACADVL,,left_only
2687,FOXA1,JUN,,left_only
2689,FOXA1,FOXA1,,left_only
2691,FOXA1,EXOSC9,,left_only
2694,FOXA1,RRM2,,left_only
2697,FOXA1,REST,,left_only
2699,FOXA1,CREB1,,left_only
2700,FOXA1,EPAS1,,left_only
2701,FOXA1,CEBPD,,left_only
2704,FOXA1,MAD2L1,,left_only
2708,FOXA1,MYBL2,,left_only
2710,FOXA1,CKS2,,left_only
2715,KPNA2,JUND,,left_only
2716,KPNA2,MAZ,,left_only
2717,KPNA2,REST,,left_only
2718,KPNA2,MYC,,left_only
2719,KPNA2,CREB1,,left_only
2720,KPNA2,CEBPD,,left_only
2721,KPNA2,RFX5,,left_only
2722,KPNA2,FOSL2,,left_only
2723,KPNA2,MYBL2,,left_only
2724,KPNA2,ELF1,,left_only
2725,GSN,MAFF,,left_only
2726,GSN,JUND,,left_only
2727,GSN,FOXA1,,left_only
2728,GSN,MAZ,,left_only
2729,GSN,REST,,left_only
2730,GSN,MYC,,left_only
2731,GSN,CREB1,,left_only
2732,GSN,CEBPD,,left_only
2733,GSN,RFX5,,left_only
2734,GSN,FOSL2,,left_only
2735,GSN,MYBL2,,left_only
2736,GSN,ELF1,,left_only
2737,ZNF644,JUND,,left_only
2738,ZNF644,MAZ,,left_only
2739,ZNF644,REST,,left_only
2740,ZNF644,MYC,,left_only
2741,ZNF644,CREB1,,left_only
2742,ZNF644,CEBPD,,left_only
2743,ZNF644,RFX5,,left_only
2744,ZNF644,FOSL2,,left_only
2745,ZNF644,MYBL2,,left_only
2746,SOX15,JUND,,left_only
2747,SOX15,MAZ,,left_only
2748,SOX15,REST,,left_only
2749,SOX15,MYC,,left_only
2750,SOX15,CREB1,,left_only
2751,SOX15,CEBPD,,left_only
2752,SOX15,RFX5,,left_only
2753,SOX15,FOSL2,,left_only
2754,SOX15,MYBL2,,left_only
2755,SOX15,ELF1,,left_only
2756,PHF20,JUND,,left_only
2757,PHF20,MAZ,,left_only
2758,PHF20,REST,,left_only
2759,PHF20,MYC,,left_only
2760,PHF20,CREB1,,left_only
2761,PHF20,CEBPD,,left_only
2762,PHF20,RFX5,,left_only
2763,PHF20,FOSL2,,left_only
2764,PHF20,MYBL2,,left_only
2765,PHF20,ELF1,,left_only
2766,MCM7,MAFF,,left_only
2767,MCM7,JUND,,left_only
2768,MCM7,MAZ,,left_only
2769,MCM7,REST,,left_only
2770,MCM7,MYC,,left_only
2771,MCM7,CREB1,,left_only
2772,MCM7,CEBPD,,left_only
2773,MCM7,RFX5,,left_only
2774,MCM7,FOSL2,,left_only
2775,MCM7,MYBL2,,left_only
2776,MCM7,ELF1,,left_only
2777,EXOSC9,MAFF,,left_only
2778,EXOSC9,JUND,,left_only
2779,EXOSC9,FOXA1,,left_only
2780,EXOSC9,MAZ,,left_only
2781,EXOSC9,REST,,left_only
2782,EXOSC9,MYC,,left_only
2783,EXOSC9,CREB1,,left_only
2784,EXOSC9,CEBPD,,left_only
2785,EXOSC9,RFX5,,left_only
2786,EXOSC9,FOSL2,,left_only
2787,EXOSC9,MYBL2,,left_only
2788,EXOSC9,ELF1,,left_only
2789,CENPK,MAFF,,left_only
2790,CENPK,JUND,,left_only
2791,CENPK,MAZ,,left_only
2792,CENPK,REST,,left_only
2793,CENPK,MYC,,left_only
2794,CENPK,CREB1,,left_only
2795,CENPK,CEBPD,,left_only
2796,CENPK,RFX5,,left_only
2797,CENPK,FOSL2,,left_only
2798,CENPK,MYBL2,,left_only
2799,CENPK,ELF1,,left_only
2800,THYN1,JUND,,left_only
2801,THYN1,MAZ,,left_only
2802,THYN1,REST,,left_only
2803,THYN1,MYC,,left_only
2804,THYN1,CREB1,,left_only
2805,THYN1,CEBPD,,left_only
2806,THYN1,RFX5,,left_only
2807,THYN1,FOSL2,,left_only
2808,THYN1,MYBL2,,left_only
2809,THYN1,ELF1,,left_only
2810,ARID2,JUND,,left_only
2811,ARID2,MAZ,,left_only
2812,ARID2,REST,,left_only
2813,ARID2,MYC,,left_only
2814,ARID2,CREB1,,left_only
2815,ARID2,CEBPD,,left_only
2816,ARID2,RFX5,,left_only
2817,ARID2,FOSL2,,left_only
2818,ARID2,MYBL2,,left_only
2819,ARID2,ELF1,,left_only
2820,ATP1B3,JUND,,left_only
2821,ATP1B3,MAZ,,left_only
2822,ATP1B3,REST,,left_only
2823,ATP1B3,MYC,,left_only
2824,ATP1B3,CREB1,,left_only
2825,ATP1B3,CEBPD,,left_only
2826,ATP1B3,RFX5,,left_only
2827,ATP1B3,FOSL2,,left_only
2828,ATP1B3,MYBL2,,left_only
2829,ATP1B3,ELF1,,left_only
2830,FOSL1,JUND,,left_only
2831,FOSL1,MAZ,,left_only
2832,FOSL1,MYC,,left_only
2833,FOSL1,CREB1,,left_only
2834,FOSL1,CEBPD,,left_only
2835,FOSL1,RFX5,,left_only
2836,FOSL1,FOSL2,,left_only
2837,FOSL1,MYBL2,,left_only
2838,COMMD10,JUND,,left_only
2839,COMMD10,MYC,,left_only
2840,COMMD10,CREB1,,left_only
2841,COMMD10,CEBPD,,left_only
2842,COMMD10,RFX5,,left_only
2843,COMMD10,FOSL2,,left_only
2844,ZWINT,MAFF,,left_only
2845,ZWINT,JUND,,left_only
2846,ZWINT,MAZ,,left_only
2847,ZWINT,REST,,left_only
2848,ZWINT,MYC,,left_only
2849,ZWINT,CREB1,,left_only
2850,ZWINT,CEBPD,,left_only
2851,ZWINT,RFX5,,left_only
2852,ZWINT,FOSL2,,left_only
2853,ZWINT,MYBL2,,left_only
2854,ZWINT,ELF1,,left_only
2855,CEP70,JUND,,left_only
2856,CEP70,CREB1,,left_only
2857,CEP70,CEBPD,,left_only
2858,CEP70,FOSL2,,left_only
2859,HPN,JUND,,left_only
2860,HPN,MAZ,,left_only
2861,HPN,REST,,left_only
2862,HPN,MYC,,left_only
2863,HPN,CREB1,,left_only
2864,HPN,CEBPD,,left_only
2865,HPN,RFX5,,left_only
2866,HPN,FOSL2,,left_only
2867,HPN,MYBL2,,left_only
2868,HPN,ELF1,,left_only
2869,NR1I3,JUND,,left_only
2870,NR1I3,MAZ,,left_only
2871,NR1I3,REST,,left_only
2872,NR1I3,MYC,,left_only
2873,NR1I3,CREB1,,left_only
2874,NR1I3,CEBPD,,left_only
2875,NR1I3,RFX5,,left_only
2876,NR1I3,FOSL2,,left_only
2877,NR1I3,MYBL2,,left_only
2879,ZBED5,JUND,,left_only
2880,ZBED5,MAZ,,left_only
2881,ZBED5,REST,,left_only
2882,ZBED5,MYC,,left_only
2883,ZBED5,CREB1,,left_only
2884,ZBED5,CEBPD,,left_only
2885,ZBED5,RFX5,,left_only
2886,ZBED5,FOSL2,,left_only
2887,ZBED5,MYBL2,,left_only
2888,MPHOSPH9,JUND,,left_only
2889,MPHOSPH9,MAZ,,left_only
2890,MPHOSPH9,REST,,left_only
2891,MPHOSPH9,MYC,,left_only
2892,MPHOSPH9,CREB1,,left_only
2893,MPHOSPH9,CEBPD,,left_only
2894,MPHOSPH9,RFX5,,left_only
2895,MPHOSPH9,FOSL2,,left_only
2896,MPHOSPH9,MYBL2,,left_only
2897,VTN,JUND,,left_only
2898,VTN,MAZ,,left_only
2899,VTN,REST,,left_only
2900,VTN,MYC,,left_only
2901,VTN,CREB1,,left_only
2902,VTN,CEBPD,,left_only
2903,VTN,RFX5,,left_only
2904,VTN,FOSL2,,left_only
2905,VTN,MYBL2,,left_only
2906,VTN,ELF1,,left_only
2907,CENPU,MAFF,,left_only
2908,CENPU,JUND,,left_only
2909,CENPU,FOXA1,,left_only
2910,CENPU,MAZ,,left_only
2911,CENPU,REST,,left_only
2912,CENPU,MYC,,left_only
2913,CENPU,CREB1,,left_only
2914,CENPU,CEBPD,,left_only
2915,CENPU,RFX5,,left_only
2916,CENPU,FOSL2,,left_only
2917,CENPU,MYBL2,,left_only
2918,CENPU,ELF1,,left_only
2919,DPCD,JUND,,left_only
2920,DPCD,MAZ,,left_only
2921,DPCD,REST,,left_only
2922,DPCD,MYC,,left_only
2923,DPCD,CREB1,,left_only
2924,DPCD,CEBPD,,left_only
2925,DPCD,RFX5,,left_only
2926,DPCD,FOSL2,,left_only
2927,DPCD,MYBL2,,left_only
2928,DPCD,ELF1,,left_only
2929,PRPS2,MAFF,,left_only
2930,PRPS2,JUND,,left_only
2931,PRPS2,MAZ,,left_only
2932,PRPS2,REST,,left_only
2933,PRPS2,MYC,,left_only
2934,PRPS2,CREB1,,left_only
2935,PRPS2,CEBPD,,left_only
2936,PRPS2,RFX5,,left_only
2937,PRPS2,FOSL2,,left_only
2938,PRPS2,MYBL2,,left_only
2939,PRPS2,ELF1,,left_only
2940,HNRNPH2,MAFF,,left_only
2941,HNRNPH2,JUND,,left_only
2942,HNRNPH2,MAZ,,left_only
2943,HNRNPH2,REST,,left_only
2944,HNRNPH2,MYC,,left_only
2945,HNRNPH2,CREB1,,left_only
2946,HNRNPH2,CEBPD,,left_only
2947,HNRNPH2,RFX5,,left_only
2948,HNRNPH2,FOSL2,,left_only
2949,HNRNPH2,MYBL2,,left_only
2950,HNRNPH2,ELF1,,left_only
2951,TBPL1,JUND,,left_only
2952,TBPL1,MAZ,,left_only
2953,TBPL1,REST,,left_only
2954,TBPL1,MYC,,left_only
2955,TBPL1,CREB1,,left_only
2956,TBPL1,CEBPD,,left_only
2957,TBPL1,RFX5,,left_only
2958,TBPL1,FOSL2,,left_only
2959,TBPL1,MYBL2,,left_only
2960,TBPL1,ELF1,,left_only
2962,MAZ,FLRT2,,left_only
2963,MAZ,ACOX2,,left_only
2964,MAZ,C12orf10,,left_only
2967,MAZ,CREB3L4,,left_only
2969,MAZ,MEP1A,,left_only
2970,MAZ,CCNB1,,left_only
2972,MAZ,ANG,,left_only
2974,MAZ,ZNF850,,left_only
2975,MAZ,PLA2G12B,,left_only
2976,MAZ,ZNF560,,left_only
2977,MAZ,ZNF227,,left_only
2979,MAZ,SALL4,,left_only
2980,MAZ,THAP5,,left_only
2982,MAZ,PLRG1,,left_only
2984,MAZ,FASTKD2,,left_only
2986,MAZ,PMAIP1,,left_only
2987,MAZ,RFC2,,left_only
2988,MAZ,DNASE1,,left_only
2989,MAZ,FEN1,,left_only
2990,MAZ,TPM2,,left_only
2993,MAZ,MTFP1,,left_only
2994,MAZ,SLC7A3,,left_only
2997,MAZ,CKAP2,,left_only
2998,MAZ,CTPS1,,left_only
3002,MAZ,YBX1,,left_only
3003,MAZ,F3,,left_only
3005,MAZ,KDM2B,,left_only
3006,MAZ,ZNF695,,left_only
3008,MAZ,EEF1E1,,left_only
3009,MAZ,APOC4.APOC2,,left_only
3011,MAZ,TERF1,,left_only
3012,MAZ,ZNF66,,left_only
3015,MAZ,ACADVL,,left_only
3016,MAZ,ARSE,,left_only
3017,MAZ,CTSC,,left_only
3018,MAZ,RSU1,,left_only
3022,MAZ,FBL,,left_only
3024,MAZ,ALB,,left_only
3028,MAZ,ZFAND2A,,left_only
3030,MAZ,NNAT,,left_only
3033,MAZ,FABP1,,left_only
3034,MAZ,ECT2,,left_only
3037,MAZ,ASNS,,left_only
3038,MAZ,SLC7A6,,left_only
3039,MAZ,CMC1,,left_only
3043,MAZ,TP53,,left_only
3045,MAZ,CENPF,,left_only
3046,MAZ,WDR74,,left_only
3047,MAZ,CDK1,,left_only
3048,MAZ,HNF4A,,left_only
3049,MAZ,NODAL,,left_only
3052,MAZ,DERA,,left_only
3053,MAZ,FANCB,,left_only
3061,MAZ,AURKB,,left_only
3063,MAZ,DKC1,,left_only
3065,MAZ,BSCL2,,left_only
3067,MAZ,LEAP2,,left_only
3068,MAZ,NUP88,,left_only
3069,MAZ,NPRL2,,left_only
3070,MAZ,MCM6,,left_only
3072,MAZ,RFX7,,left_only
3073,MAZ,ZNF595,,left_only
3074,MAZ,CAPG,,left_only
3075,MAZ,ITGB5,,left_only
3077,MAZ,SHMT2,,left_only
3078,MAZ,ITIH4,,left_only
3079,MAZ,HMGA2,,left_only
3081,MAZ,ANAPC7,,left_only
3082,MAZ,COMMD3,,left_only
3084,MAZ,ZNF788,,left_only
3085,MAZ,CAPN12,,left_only
3086,MAZ,ACAD11,,left_only
3089,MAZ,WFDC2,,left_only
3095,MAZ,MYCN,,left_only
3100,MAZ,LITAF,,left_only
3101,MAZ,MUSTN1,,left_only
3106,MAZ,FLRT3,,left_only
3109,MAZ,SLC35D2,,left_only
3114,MAZ,ARG2,,left_only
3115,MAZ,ZNF134,,left_only
3118,MAZ,ZNF589,,left_only
3119,MAZ,ZNF22,,left_only
3122,MAZ,RAMP1,,left_only
3129,MAZ,DPH6,,left_only
3130,MAZ,ACAA1,,left_only
3131,MAZ,MT1G,,left_only
3132,MAZ,MAF,,left_only
3138,MAZ,ZNF644,,left_only
3139,MAZ,SOX15,,left_only
3142,MAZ,EXOSC9,,left_only
3147,MAZ,FOSL1,,left_only
3148,MAZ,ZWINT,,left_only
3151,MAZ,ZBED5,,left_only
3159,MAZ,MAZ,,left_only
3160,MAZ,E2F7,,left_only
3162,MAZ,CKS1B,,left_only
3167,MAZ,RRM2,,left_only
3168,MAZ,AXL,,left_only
3169,MAZ,RFC4,,left_only
3172,MAZ,ZNF101,,left_only
3173,MAZ,HELLS,,left_only
3179,MAZ,IQCB1,,left_only
3183,MAZ,RRM1,,left_only
3186,MAZ,LIN28B,,left_only
3191,MAZ,UBE2T,,left_only
3193,MAZ,BLVRA,,left_only
3195,MAZ,SLC7A7,,left_only
3197,MAZ,QPCT,,left_only
3198,MAZ,TUBB6,,left_only
3206,MAZ,FAM64A,,left_only
3212,MAZ,YAF2,,left_only
3213,MAZ,ZFYVE21,,left_only
3214,MAZ,ZNF202,,left_only
3215,MAZ,ZNF93,,left_only
3219,MAZ,KIAA0101,,left_only
3223,MAZ,PLK1,,left_only
3229,MAZ,ANPEP,,left_only
3231,MAZ,TFDP1,,left_only
3232,MAZ,ZNF85,,left_only
3233,MAZ,FOXM1,,left_only
3234,MAZ,ZNF667,,left_only
3239,MAZ,SMC4,,left_only
3240,MAZ,LRR1,,left_only
3247,MAZ,KDELR3,,left_only
3248,MAZ,ZNF675,,left_only
3249,MAZ,NCAPG,,left_only
3250,MAZ,F2RL1,,left_only
3251,MAZ,TOP2A,,left_only
3255,MAZ,C3orf14,,left_only
3257,MAZ,BLM,,left_only
3258,MAZ,HMGCS2,,left_only
3261,MAZ,MEIS3,,left_only
3264,MAZ,CIDEB,,left_only
3268,MAZ,EPHX2,,left_only
3269,MAZ,HAT1,,left_only
3275,MAZ,MED21,,left_only
3276,MAZ,ZNF121,,left_only
3277,MAZ,ASNSD1,,left_only
3278,MAZ,ZNF551,,left_only
3279,MAZ,PIN1,,left_only
3280,MAZ,PDZK1,,left_only
