Gene1,Gene2
ELF1,MEST
ELF1,TFDP1
ELF1,HMGA1
ELF1,TIMM9
ELF1,PPFIBP2
ELF1,CREB3L4
ELF1,SMAD5
ELF1,MAD2L1
ELF1,CHCHD3
ELF1,SOX4
ELF1,SLC7A6
ELF1,DGAT1
ELF1,ACAD11
ELF1,ASPH
ELF1,ACOT7
ELF1,PLAGL2
ELF1,CDC20
ELF1,LITAF
ELF1,DECR1
ELF1,DERA
ELF1,CENPK
ELF1,TERF1
ELF1,TFPI
ELF1,MXD1
ELF1,RBPJ
ELF1,PSMG1
ELF1,DNAH14
ELF1,CEBPD
ELF1,TIMM21
ELF1,ZNF281
ELF1,PIM2
ELF1,DPCD
ELF1,ACTL6A
ELF1,ADNP
ELF1,CTPS1
ELF1,REST
ELF1,ECT2
ELF1,EGR1
ELF1,C11orf1
ELF1,ECHDC2
ELF1,ZNF121
ELF1,ZNF589
ELF1,ITLN2
ELF1,GALK1
ELF1,TIPIN
ELF1,ZNF891
ELF1,ZNF770
ELF1,HSD17B11
ELF1,S100A6
ELF1,C19orf48
ELF1,CDK1
ELF1,IRF1
ELF1,PCNA
ELF1,KIF22
ELF1,MPC1
ELF1,IRF9
ELF1,DPH6
ELF1,HERPUD1
ELF1,ZNF146
ELF1,E2F3
ELF1,ZNF860
ELF1,GPN3
ELF1,BUB1
ELF1,PRMT5
ELF1,BUB1B
ELF1,ZNF574
ELF1,FOSL1
ELF1,FOSL2
ELF1,ZNF620
ELF1,MTAP
ELF1,RHOBTB3
ELF1,HAUS1
ELF1,PRC1
ELF1,DDB2
ELF1,MTHFD1
ELF1,COQ3
ELF1,FMO5
ELF1,ZNF581
ELF1,CDK4
ELF1,RNF138
ELF1,SLC38A1
ELF1,MMS22L
ELF1,ETV1
ELF1,EEF1E1
ELF1,PAFAH1B3
ELF1,BBS9
ELF1,FASTKD2
ELF1,BPTF
ELF1,ZNF561
ELF1,ACY1
ELF1,LRR1
ELF1,CDKN3
ELF1,ZNF114
ELF1,AKR1B1
ELF1,CAMK2D
ELF1,UBE2C
ELF1,CENPN
ELF1,BIRC5
ELF1,ZNF660
ELF1,NDUFAF4
ELF1,CREB1
ELF1,GGCT
ELF1,ACADVL
ELF1,KDELR3
ELF1,GALM
ELF1,IL6ST
ELF1,AMZ2
ELF1,USP7
ELF1,PRIM1
ELF1,CEP70
ELF1,SRF
ELF1,MYSM1
ELF1,UBE2T
ELF1,CREB3L2
ELF1,ZNF286B
ELF1,POU2F1
ELF1,SIL1
ELF1,RFX5
ELF1,ATL2
ELF1,DUT
ELF1,CEBPA
ELF1,NEK2
ELF1,ITGB5
ELF1,PYGL
ELF1,ASL
ELF1,TFE3
ELF1,MSH2
ELF1,WDR54
ELF1,MAP1B
ELF1,HMMR
ELF1,MTERF3
ELF1,MRPS27
ELF1,COMMD3
ELF1,HMGB2
ELF1,SMC4
ELF1,ZNF207
ELF1,STMN1
ELF1,PPT1
ELF1,E2F5
ELF1,ZNF280B
ELF1,NUP85
ELF1,MPHOSPH9
ELF1,AEBP2
ELF1,ISG15
ELF1,BZW2
ELF1,KLHL7
ELF1,MAFF
ELF1,SLC38A2
ELF1,HNF4A
ELF1,F2
ELF1,IFITM2
ELF1,CENPA
ELF1,SEC11C
ELF1,TCF3
ELF1,SHMT2
ELF1,AXL
ELF1,CHEK1
ELF1,ZSCAN2
ELF1,DNASE1
ELF1,GNPNAT1
ELF1,NFYB
ELF1,ZNF562
ELF1,ZNF587B
ELF1,GMNN
ELF1,DPH5
ELF1,TGIF1
ELF1,SKA3
ELF1,ADNP2
ELF1,ZNF649
ELF1,ANP32E
ELF1,DEPDC7
ELF1,ZNF695
ELF1,ZNF814
ELF1,TPD52L1
ELF1,AHR
ELF1,ZIK1
ELF1,CCNB2
ELF1,TK1
ELF1,ZNF644
ELF1,CETN3
ELF1,PLK1
ELF1,AURKB
ELF1,KDM2B
ELF1,HPN
ELF1,ANAPC7
ELF1,PHF20
ELF1,LAPTM4B
ELF1,ZNF260
ELF1,TOP2A
ELF1,ETV4
ELF1,IQGAP2
ELF1,HMGN3
ELF1,SKIL
ELF1,MT1X
ELF1,CENPE
ELF1,DSN1
ELF1,PCGF6
ELF1,ASNSD1
ELF1,GEMIN2
ELF1,APOC2
ELF1,CCS
ELF1,MBNL2
ELF1,MAF
ELF1,CAPG
ELF1,NT5DC2
ELF1,EPHX2
ELF1,LAMB2
ELF1,SULT1A2
ELF1,PDZK1
ELF1,FGA
ELF1,AASS
ELF1,FOXA1
ELF1,AGT
ELF1,EFNA1
ELF1,VTN
ELF1,APOB
ELF1,FOXA2
ELF1,SLC7A7
ELF1,HNF1B
ELF1,APOA2
ELF1,ASGR1
ELF1,IL32
ELF1,APOC3
ELF1,FABP1
ELF1,LEAP2
ELF1,AHSG
EPAS1,TFRC
EPAS1,FOSL2
EPAS1,RBPJ
EPAS1,DDIT4
EPAS1,FAM13A
EPAS1,GPN3
EPAS1,MAFF
EPAS1,P4HA2
EPAS1,HMGCL
EPAS1,CDK4
EPAS1,HIF3A
EPAS1,TIMM21
EPAS1,AXL
EPAS1,AURKA
EPAS1,ZNF770
EPAS1,DOT1L
EPAS1,ASPH
EPAS1,WDR54
EPAS1,HPN
EPAS1,POU2F1
EPAS1,SLC7A6
EPAS1,ACAD11
EPAS1,FBL
EPAS1,MTERF3
EPAS1,F2
EPAS1,TCFL5
EPAS1,ZNF581
EPAS1,ZNF33A
EPAS1,DPCD
EPAS1,WARS
EPAS1,ARID2
EPAS1,KNTC1
EPAS1,ASGR1
EPAS1,ZNF114
EPAS1,ZFHX3
EPAS1,ETV4
EPAS1,ZFP64
EPAS1,C17orf75
EPAS1,NUF2
EPAS1,APOA1
EPAS1,ZNF891
EPAS1,NEK2
EPAS1,HMMR
EPAS1,MT1X
EPAS1,ZNF589
EPAS1,ZFP62
EPAS1,ZNF160
EPAS1,ZFP82
EPAS1,CSRP2
EPAS1,MTF2
EPAS1,ZNF398
EPAS1,XPO5
EPAS1,FOXN2
EPAS1,HPRT1
EPAS1,CPSF3
EPAS1,GNPNAT1
EPAS1,TK1
FOSL2,GSN
FOSL2,F3
FOSL2,AXL
FOSL2,CRABP2
FOSL2,NFATC2
FOSL2,NEK2
FOSL2,ANLN
FOSL2,ACADVL
FOSL2,DDIT3
FOSL2,CHEK2
FOSL2,PRMT5
FOSL2,ITIH4
FOSL2,TUBB6
FOSL2,S100A16
FOSL2,CYP3A5
FOSL2,ZNF227
FOSL2,LAMC1
FOSL2,BZW2
FOSL2,ANXA4
FOSL2,ELF1
FOSL2,ZNF217
FOSL2,MAFF
FOSL2,ATG5
FOSL2,SLC7A6
FOSL2,RBPJ
FOSL2,VEZF1
FOSL2,ANXA3
FOSL2,TFE3
FOSL2,HMGN4
FOSL2,DNPEP
FOSL2,ETS1
FOSL2,MXD1
FOSL2,NUF2
FOSL2,PPFIBP2
FOSL2,TFF1
FOSL2,FOSL1
FOSL2,RAB34
FOSL2,SP100
FOSL2,ETV5
FOSL2,TP53
FOSL2,ZNF860
FOSL2,PSAT1
FOSL2,MAP1B
FOSL2,GYG1
FOSL2,ARG2
FOSL2,ZNF589
FOSL2,CDK5RAP1
FOSL2,AURKA
FOSL2,PRC1
FOSL2,MCM4
FOSL2,MTF2
FOSL2,CMC1
FOSL2,NDUFAF5
FOSL2,PDZK1
FOSL2,ANG
FOSL2,CAMK2D
FOSL2,TDP2
FOSL2,TGIF1
FOSL2,KIF20B
FOSL2,PRAP1
FOSL2,ADNP2
FOSL2,ACY1
FOSL2,MAZ
FOSL2,FOXA1
FOSL2,DTWD1
FOSL2,TFRC
FOSL2,IRF9
FOSL2,FASTKD2
FOSL2,HERPUD1
FOSL2,NCOA1
FOSL2,G6PC3
FOSL2,ZNF512
FOSL2,TSFM
FOSL2,PA2G4
FOSL2,TCF4
FOSL2,FANCD2
FOSL2,ZNF286A
FOSL2,ATF3
FOSL2,RRM1
FOSL2,ARSE
FOSL2,FLRT3
FOSL2,GATM
FOSL2,TF
FOSL2,NUP54
FOSL2,GNPNAT1
FOSL2,RBP4
FOSL2,C11orf1
FOSL2,ACOT7
FOSL2,LMO7
FOSL2,CREB3L2
FOSL2,TATDN3
FOSL2,C17orf75
FOSL2,CKS2
FOSL2,HIBCH
FOSL2,PCNA
FOSL2,JUN
FOSL2,IL32
FOSL2,NR1H3
FOSL2,C11orf74
FOSL2,PRKCE
FOSL2,PARPBP
FOSL2,NUP37
FOSL2,NUP35
FOSL2,ZNF260
FOSL2,BRIX1
FOSL2,NR1I3
FOSL2,CENPU
FOSL2,ARID3B
FOSL2,ADNP
FOSL2,SAAL1
FOSL2,NIF3L1
FOSL2,UQCC1
FOSL2,TBPL1
FOSL2,CRAT
FOSL2,GPN3
FOSL2,C12orf10
FOSL2,VPS72
FOSL2,BPTF
FOSL2,APOA2
FOSL2,NUDT15
FOSL2,NOL10
FOSL2,FOXN2
FOSL2,ZBED5
FOSL2,UBL7
FOSL2,THAP5
FOSL2,CEBPZ
FOSL2,TBX3
FOSL2,ZNF562
FOSL2,KAT7
FOSL2,ACADSB
FOSL2,PRMT3
FOSL2,ZSCAN21
FOSL2,TEX10
FOSL2,TK1
FOSL2,NIP7
FOSL2,SGK1
FOSL2,MGST2
FOSL2,FAM13A
FOSL2,KNTC1
FOSL2,ZNF721
FOSL2,AMZ2
FOSL2,ETV4
FOSL2,ZNF569
FOSL2,BSCL2
FOSL2,ANP32E
FOSL2,BBS9
FOSL2,MTTP
FOSL2,DCAF13
FOSL2,MST1
FOSL2,ZNF770
FOSL2,RFXANK
FOSL2,DPCD
FOSL2,ZNF207
FOSL2,FGA
FOSL2,F2
FOSL2,DPH6
FOSL2,WDR43
FOSL2,NOP16
FOSL2,JUND
FOSL2,ECT2
FOSL2,ZNF516
FOSL2,ORC4
FOSL2,MRPL1
FOSL2,RUVBL1
FOSL2,CXXC5
FOSL2,ZNF43
FOSL2,MT1X
FOSL2,DGAT1
FOSL2,ZNF574
FOSL2,NEDD1
FOSL2,SIL1
FOSL2,GMNN
FOSL2,AHSG
FOSL2,AEBP2
FOSL2,RRM2
FOSL2,APOB
FOSL2,DSN1
FOSL2,ATIC
FOSL2,CENPN
FOSL2,ASNSD1
FOSL2,PAK1IP1
FOSL2,ZNF398
FOSL2,C19orf48
FOSL2,GALM
FOSL2,CEP70
FOSL2,RSU1
FOSL2,HAT1
FOSL2,CACYBP
FOSL2,HMGCL
FOSL2,EFNA1
FOSL2,ZNF143
FOSL2,KPNA2
FOSL2,BUB1B
FOSL2,CXXC1
FOSL2,SP4
FOSL2,DCLRE1C
FOSL2,ZNF484
FOSL2,NR6A1
FOSL2,ZNF121
FOSL2,CENPA
FOSL2,BIRC5
FOSL2,WARS
FOSL2,EEF1E1
FOSL2,DR1
FOSL2,ACTC1
FOSL2,CUEDC2
FOSL2,CDK4
FOSL2,VRK1
FOSL2,QPCT
FOSL2,PEMT
FOSL2,HGD
FOSL2,ZNF891
FOSL2,BLM
FOSL2,MIS18BP1
FOSL2,HNF4A
FOSL2,MTHFD2
FOSL2,WDHD1
FOSL2,TIMM9
FOSL2,PSMG1
FOSL2,ZNF573
FOSL2,PHF20
FOSL2,SKIL
FOSL2,THAP1
FOSL2,POLB
FOSL2,COQ3
FOSL2,CDCA3
FOSL2,PIGH
FOSL2,PPIL1
FOSL2,STX8
FOSL2,ZNF561
FOSL2,ZNF670
FOSL2,TIPIN
FOSL2,UBE2T
FOSL2,TPD52L1
FOSL2,EFTUD2
FOSL2,DRAP1
FOSL2,ING3
FOSL2,BCS1L
FOSL2,WDR12
FOSL2,CENPK
FOSL2,TBRG4
FOSL2,IMP4
FOSL2,FOXP1
FOSL2,DDIT4
FOSL2,ATL2
FOSL2,C1GALT1
FOSL2,TMEM69
FOSL2,ATG4C
FOSL2,FANCL
FOSL2,IQCB1
FOSL2,HMGB2
FOSL2,NME2
FOSL2,HSD17B11
FOSL2,ZNF232
FOSL2,PHF5A
FOSL2,GMPR2
FOSL2,XPO5
FOSL2,PIM2
FOSL2,ZNF286B
FOSL2,MRPS27
FOSL2,SERPIND1
FOSL2,CDKN3
FOSL2,DEPDC7
FOSL2,ZNF397
FOSL2,ZNF146
FOSL2,KIF23
FOSL2,DNASE1
FOSL2,KLHL7
FOSL2,ZNF581
FOSL2,AGT
FOSL2,MORN2
FOSL2,EXOSC9
FOSL2,USP7
FOSL2,PLK1
FOSL2,ICE2
FOSL2,MCM3
FOSL2,ID2
FOSL2,NVL
FOSL2,ZNF354A
FOSL2,ACOX2
FOSL2,ZNF160
FOSL2,LAPTM4B
FOSL2,UGP2
FOSL2,NUP85
FOSL2,VTN
FOSL2,RFC2
FOSL2,UBE2C
FOSL2,MSH2
FOSL2,FABP1
FOSL2,SLC38A2
FOSL2,LEAP2
FOSL2,RFC4
FOSL2,EXOSC3
FOSL2,E2F4
FOSL2,TGIF2
FOSL2,KIF22
FOSL2,G2E3
FOSL2,MPHOSPH9
FOSL2,FBL
FOSL2,F10
FOSL2,TPX2
FOSL2,GEMIN8
FOSL2,AIMP2
FOSL2,CRYZL1
FOSL2,FANCI
FOSL2,ASPH
FOSL2,PLAGL2
FOSL2,MEST
FOSL2,TMEM37
FOSL2,ARID2
FOSL2,TET1
FOSL2,GATAD2B
FOSL2,OAZ2
FOSL2,NUSAP1
FOSL2,NUP93
FOSL2,FOSB
FOSL2,ZNF300
FOSL2,GEMIN2
FOSL2,CHCHD3
FOSL2,DPH5
FOSL2,CENPE
FOSL2,ASNS
FOSL2,HPN
FOSL2,TOPORS
FOSL2,TTR
FOSL2,NUDT1
FOSL2,CETN3
FOSL2,POP5
FOSL2,EPAS1
FOSL2,TMEM120A
FOSL2,NDUFAF4
FOSL2,BUB1
FOSL2,PPP1R7
FOSL2,ZNF91
FOSL2,ZNF33A
FOSL2,IL6ST
FOSL2,ALG8
FOSL2,ZNF675
FOSL2,TCFL5
FOSL2,FMO5
FOSL2,DECR1
FOSL2,APOA1
FOSL2,FOXA2
FOSL2,PYGL
FOSL2,PDGFRA
FOSL2,PUS7L
FOSL2,AMBP
FOSL2,AASS
FOSL2,CREB3L3
FOSL2,DDC
FOSL2,FUCA1
FOSL2,ZFYVE21
FOSL2,RAMP1
FOSL2,ZFP64
FOSL2,ZFHX3
FOSL2,THAP4
FOSL2,BNC2
FOSL2,EPHX2
FOSL2,GALK1
FOSL2,ZNF92
FOSL2,MPC1
FOSL2,THAP11
FOSL2,DNMT1
FOSL2,AHR
FOSL2,GATA4
FOSL2,SKA3
FOSL2,ACTL6A
FOSL2,PRIM1
FOSL2,ATMIN
FOSL2,FGG
FOSL2,ASGR1
FOSL2,APOC3
FOSL2,GGCT
FOSL2,NUP88
FOSL2,MAD2L1
FOSL2,HNRNPH2
FOSL2,FOXM1
FOSL2,POLR1C
FOSL2,MCM7
FOSL2,RNASEH2A
FOSL2,F2RL1
FOSL2,ZNF66
FOSL2,ANAPC4
FOSL2,ZNF101
FOSL2,COMMD3
FOSL2,NFYB
FOSL2,CREB1
FOSL2,ZNF691
FOSL2,NCAPG
FOSL2,ZNF649
FOSL2,EBNA1BP2
FOSL2,ZNF280B
FOSL2,WDYHV1
FOSL2,HP
FOSL2,MYSM1
FOSL2,ZNF253
FOSL2,APOC2
FOSL2,CEBPA
FOSL2,LCMT1
FOSL2,SLC35D2
FOSL2,LITAF
FOSL2,ZNF202
FOSL2,PPT1
FOSL2,MLXIPL
FOSL2,ZNF620
FOSL2,TOP2A
FOSL2,CHEK1
FOSL2,ZNF616
FOSL2,SMOX
FOSL2,SMC4
FOSL2,SRF
FOSL2,GMPS
FOSL2,BST2
FOXA1,DNPEP
FOXA1,ECT2
FOXA1,ANP32E
FOXA1,ETV5
FOXA1,NR2F2
FOXA1,TGIF1
FOXA1,ZNF281
FOXA1,ITGB5
FOXA1,TBX3
FOXA1,ZFP62
FOXA1,MCM7
FOXA1,PAX6
FOXA1,UGT2B11
FOXA1,DECR1
FOXA1,ZWILCH
FOXA1,MSH2
FOXA1,HERPUD1
FOXA1,COMMD3
FOXA1,HGD
FOXA1,MAZ
FOXA1,EFNA1
FOXA1,TFF1
FOXA1,UBL7
FOXA1,FOXP1
FOXA1,FAM13A
FOXA1,GATA6
FOXA1,HMGB2
FOXA1,NFIB
FOXA1,ING3
FOXA1,TIMM9
FOXA1,ASNSD1
FOXA1,DPAGT1
FOXA1,KLF5
FOXA1,CREB3L4
FOXA1,AURKB
FOXA1,G2E3
FOXA1,PMAIP1
FOXA1,ZNF484
FOXA1,RHOBTB3
FOXA1,NEDD1
FOXA1,ANG
FOXA1,YAF2
FOXA1,PPFIBP2
FOXA1,NR1H3
FOXA1,ZNF616
FOXA1,TMEM177
FOXA1,MCM4
FOXA1,DGAT1
FOXA1,MPHOSPH9
FOXA1,F2
FOXA1,TFDP2
FOXA1,FOXA2
FOXA1,IQGAP2
FOXA1,BUB1B
FOXA1,NFATC2
FOXA1,ALB
FOXA1,HPN
FOXA1,MTUS1
FOXA1,TTR
FOXA1,MCM6
FOXA1,MBNL2
FOXA1,ASPH
FOXA1,CXXC5
FOXA1,CENPA
FOXA1,SLC38A2
FOXA1,SLC7A6
FOXA1,IL6ST
FOXA1,VEZF1
FOXA1,ZNF649
FOXA1,ZNF397
FOXA1,KPNA2
FOXA1,TSFM
FOXA1,SKIL
FOXA1,BBS9
FOXA1,S100A16
FOXA1,PDZK1
FOXA1,FMO5
FOXA1,DLGAP5
FOXA1,ATF3
FOXA1,ACOT7
FOXA1,POLR1C
FOXA1,SRF
FOXA1,TPD52L1
FOXA1,RAD51AP1
FOXA1,RFX5
FOXA1,JUND
FOXA1,NIF3L1
FOXA1,KDM2B
FOXA1,ETV4
FOXA1,CREB3L2
FOXA1,NODAL
FOXA1,MRPL1
FOXA1,LMO7
FOXA1,CENPU
FOXA1,CENPF
FOXA1,FOSB
FOXA1,E2F3
FOXA1,PAFAH1B3
FOXA1,RBPJ
FOXA1,TK1
FOXA1,NUP35
FOXA1,NUF2
FOXA1,CEP70
FOXA1,CKAP2
FOXA1,MAFF
FOXA1,HAUS1
FOXA1,ZSCAN2
FOXA1,HMGN3
FOXA1,QPCT
FOXA1,ZNF483
FOXA1,UTP18
FOXA1,PPIL1
FOXA1,ACOX2
FOXA1,AEBP2
FOXA1,F2RL1
FOXA1,DTWD1
FOXA1,MGST2
FOXA1,NCAPG
FOXA1,THRB
FOXA1,RBP4
FOXA1,MYC
FOXA1,PHF5A
FOXA1,MIS18BP1
FOXA1,INMT
FOXA1,VPS72
FOXA1,ZNF770
FOXA1,ZNF860
FOXA1,ZNF567
FOXA1,HSD17B11
FOXA1,PIM2
FOXA1,CACYBP
FOXA1,TF
FOXA1,BPTF
FOXA1,MTF2
FOXA1,NDUFAF5
FOXA1,BZW2
FOXA1,PEMT
FOXA1,THYN1
FOXA1,HMGN4
FOXA1,THAP1
FOXA1,AXL
FOXA1,C11orf74
FOXA1,KNTC1
FOXA1,AASS
FOXA1,ZNF57
FOXA1,TBPL1
FOXA1,SGK1
FOXA1,PLK1
FOXA1,GSN
FOXA1,EEF1E1
FOXA1,CBX2
FOXA1,PYGL
FOXA1,HMGCS2
FOXA1,AHSG
FOXA1,ORC4
FOXA1,FGA
FOXA1,FABP1
FOXA1,TIPIN
FOXA1,FOXM1
FOXA1,VTN
FOXA1,ZNF260
FOXA1,TM4SF4
FOXA1,ZNF620
FOXA1,CDK5RAP1
FOXA1,FANCD2
FOXA1,KIF20B
FOXA1,DCLRE1C
FOXA1,ZNF670
FOXA1,TFRC
FOXA1,AURKA
FOXA1,TP53
FOXA1,FOXO1
FOXA1,TPX2
FOXA1,GATAD2B
FOXA1,PRKCE
FOXA1,NUP88
FOXA1,WDR74
FOXA1,SERPIND1
FOXA1,HPX
FOXA1,ICE2
FOXA1,ALG8
FOXA1,PA2G4
FOXA1,ATIC
FOXA1,ZNF143
FOXA1,TERF1
FOXA1,G6PC3
FOXA1,DNAH14
FOXA1,MYSM1
FOXA1,CDCA3
FOXA1,TATDN3
FOXA1,KAT7
FOXA1,KNG1
FOXA1,GALM
FOXA1,CEBPZ
FOXA1,SP100
FOXA1,DRAP1
FOXA1,AMZ2
FOXA1,SHMT2
FOXA1,CHCHD3
FOXA1,NEK2
FOXA1,FANCI
FOXA1,MCM3
FOXA1,SPINK1
FOXA1,ZNF573
FOXA1,GEMIN2
FOXA1,GMPR2
FOXA1,FANCL
FOXA1,PCNA
FOXA1,ZNF644
FOXA1,NOP16
FOXA1,GNPNAT1
FOXA1,DNMT3B
FOXA1,NVL
FOXA1,NIP7
FOXA1,EFTUD2
FOXA1,ATG4C
FOXA1,SP4
FOXA1,RAB28
FOXA1,DSN1
FOXA1,UGP2
FOXA1,NUP54
FOXA1,ACTL6A
FOXA1,RRM1
FOXA1,HAT1
FOXA1,KIF22
FOXA1,WDR43
FOXA1,E2F4
FOXA1,MAF
FOXA1,APOA1
FOXA1,MMS22L
FOXA1,HNF4A
FOXA1,ZNF551
FOXA1,RFC4
FOXA1,MEP1A
FOXA1,FOSL2
FOXA1,NUP93
FOXA1,CENPK
FOXA1,MTERF3
FOXA1,ZNF354A
FOXA1,TDP2
FOXA1,SOX2
FOXA1,APOA2
FOXA1,PARPBP
FOXA1,NUP37
FOXA1,APOB
FOXA1,ASNS
FOXA1,C11orf1
FOXA1,NR5A2
FOXA1,MXD1
FOXA1,PRMT5
FOXA1,CXXC1
FOXA1,HMGA2
FOXA1,PLAGL2
FOXA1,UCP2
FOXA1,TEX10
FOXA1,BIRC5
FOXA1,DCAF13
FOXA1,VCAN
FOXA1,ZNF587B
FOXA1,KLHL7
FOXA1,ZFP64
FOXA1,CHEK2
FOXA1,WDR12
FOXA1,XPO5
FOXA1,LEAP2
FOXA1,ELF1
FOXA1,IRF3
FOXA1,SLC7A7
FOXA1,IFITM2
FOXA1,IRF1
FOXA1,ZNF660
FOXA1,ZNF253
FOXA1,IMP4
FOXA1,ZNF146
FOXA1,ZNF721
FOXA1,RSU1
FOXA1,GGCT
FOXA1,ARSE
FOXA1,UQCC1
FOXA1,HP
FOXA1,C17orf75
FOXA1,SAAL1
FOXA1,IRF9
FOXA1,CCNB2
FOXA1,ACADSB
FOXA1,DOT1L
FOXA1,CENPN
FOXA1,MRPS27
FOXA1,ATL2
FOXA1,FASTKD2
FOXA1,ATMIN
FOXA1,DNMT1
FOXA1,CENPE
FOXA1,FOXN2
FOXA1,ZNF74
FOXA1,HIBCH
FOXA1,FAM114A1
FOXA1,CDC20
FOXA1,ASGR1
FOXA1,ZNF398
FOXA1,AMBP
FOXA1,ZNF300
FOXA1,PLA2G12B
FOXA1,PAK1IP1
FOXA1,KIF23
FOXA1,CDK4
FOXA1,ZNF766
FOXA1,PUS7L
FOXA1,TMEM150C
FOXA1,LCMT1
FOXA1,GYG1
FOXA1,NR6A1
FOXA1,ANXA4
FOXA1,DDC
FOXA1,ZNF217
FOXA1,RUVBL1
FOXA1,MTHFD2
FOXA1,MST1
FOXA1,TCFL5
FOXA1,PIGH
FOXA1,CAPG
FOXA1,CETN3
FOXA1,NDUFAF4
FOXA1,COQ3
FOXA1,C1GALT1
FOXA1,NOL10
FOXA1,CEBPA
FOXA1,TMEM69
FOXA1,AGT
FOXA1,MT1X
FOXA1,ECHDC2
FOXA1,ZBED5
FOXA1,C12orf10
FOXA1,CTSE
FOXA1,HMGCL
FOXA1,ZNF101
FOXA1,TRERF1
FOXA1,GATA4
FOXA1,MORN2
FOXA1,CAMK2D
FOXA1,ACY1
FOXA1,CTPS1
FOXA1,FGG
FOXA1,F10
FOXA1,MYCN
FOXA1,SULT1A2
FOXA1,APOC3
FOXA1,IFITM3
FOXA1,CNOT10
FOXA1,NR1I3
FOXA1,TGIF2
FOXA1,IL32
FOXA1,AFP
FOXA1,PEG3
FOXA1,APOC2
FOXA1,LIN28B
FOXA2,ECT2
FOXA2,ETV5
FOXA2,DNPEP
FOXA2,MSH2
FOXA2,MCM7
FOXA2,ITGB5
FOXA2,TBX3
FOXA2,PAX6
FOXA2,KLF5
FOXA2,HERPUD1
FOXA2,TGIF1
FOXA2,AXL
FOXA2,GATA6
FOXA2,EFNA1
FOXA2,MAZ
FOXA2,FAM13A
FOXA2,HMGB2
FOXA2,MCM6
FOXA2,UBL7
FOXA2,G2E3
FOXA2,ZFP62
FOXA2,NEDD1
FOXA2,COMMD3
FOXA2,FOXP1
FOXA2,ANP32E
FOXA2,ASNSD1
FOXA2,ZWILCH
FOXA2,TCF4
FOXA2,VEZF1
FOXA2,RHOBTB3
FOXA2,CXXC5
FOXA2,HNF4A
FOXA2,MPHOSPH9
FOXA2,ZNF484
FOXA2,SRF
FOXA2,F2
FOXA2,YAF2
FOXA2,AURKB
FOXA2,MGST2
FOXA2,SLC7A6
FOXA2,NODAL
FOXA2,DGAT1
FOXA2,MCM4
FOXA2,TFDP2
FOXA2,HGD
FOXA2,APOB
FOXA2,SLC38A2
FOXA2,ING3
FOXA2,POLR1C
FOXA2,CREB3L4
FOXA2,APOA1
FOXA2,SLC35D2
FOXA2,NR1H3
FOXA2,VTN
FOXA2,MTUS1
FOXA2,DECR1
FOXA2,PBX1
FOXA2,NR2F2
FOXA2,SAAL1
FOXA2,TIMM9
FOXA2,ZNF616
FOXA2,PMAIP1
FOXA2,FGA
FOXA2,ZNF397
FOXA2,QPCT
FOXA2,NFATC2
FOXA2,RAD51AP1
FOXA2,ZNF532
FOXA2,CENPU
FOXA2,ANG
FOXA2,ZNF649
FOXA2,MYSM1
FOXA2,ACOT7
FOXA2,LMO7
FOXA2,MTF2
FOXA2,BBS9
FOXA2,FABP1
FOXA2,TK1
FOXA2,SMAD3
FOXA2,UTP18
FOXA2,COMMD10
FOXA2,HSD17B11
FOXA2,CEP70
FOXA2,CREB3L2
FOXA2,DERA
FOXA2,DTWD1
FOXA2,UGT2B11
FOXA2,FOXM1
FOXA2,KPNA2
FOXA2,THAP1
FOXA2,NDUFAF5
FOXA2,BZW2
FOXA2,HPN
FOXA2,ZNF281
FOXA2,ZNF770
FOXA2,ACOX2
FOXA2,KDM2B
FOXA2,CBX2
FOXA2,AASS
FOXA2,TF
FOXA2,FOXA1
FOXA2,UGP2
FOXA2,IL6ST
FOXA2,FOSB
FOXA2,ZNF567
FOXA2,F2RL1
FOXA2,DCAF13
FOXA2,HMGN3
FOXA2,ZNF644
FOXA2,NR5A2
FOXA2,TFF1
FOXA2,NUF2
FOXA2,GSN
FOXA2,PPFIBP2
FOXA2,BUB1B
FOXA2,ZBED5
FOXA2,NIF3L1
FOXA2,HPX
FOXA2,TRIM59
FOXA2,MIS18BP1
FOXA2,ZNF143
FOXA2,NCAPG
FOXA2,ZNF260
FOXA2,ZFP64
FOXA2,RBPJ
FOXA2,MAFF
FOXA2,ADNP
FOXA2,PEMT
FOXA2,DPAGT1
FOXA2,ZNF620
FOXA2,SCAPER
FOXA2,MXD1
FOXA2,TSFM
FOXA2,ZNF483
FOXA2,TATDN3
FOXA2,ZNF718
FOXA2,MRPL1
FOXA2,LRR1
FOXA2,FMO5
FOXA2,AHSG
FOXA2,CDK5RAP1
FOXA2,APOA2
FOXA2,PPIL1
FOXA2,ZNF561
FOXA2,CDCA3
FOXA2,HMGN4
FOXA2,ORC4
FOXA2,PRMT5
FOXA2,DUT
FOXA2,ZNF670
FOXA2,TP53
FOXA2,NUDT15
FOXA2,ICE2
FOXA2,CACYBP
FOXA2,CKAP2
FOXA2,CEBPZ
FOXA2,RBP4
FOXA2,AEBP2
FOXA2,KIF20B
FOXA2,FANCD2
FOXA2,ZNF227
FOXA2,CENPA
FOXA2,PIM2
FOXA2,ACADSB
FOXA2,AURKA
FOXA2,ACTL6A
FOXA2,KNG1
FOXA2,ETV1
FOXA2,POU2F1
FOXA2,FANCL
