tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	Unnamed: 17
9606	Homo sapiens	4920	0	live	ROR2	BDB, BDB1, NTRKR2	receptor tyrosine kinase like orphan receptor 2	tyrosine-protein kinase transmembrane receptor ROR2|neurotrophic tyrosine kinase receptor-related 2	9q22.31	9	NC_000009.12	91722601.0	91950228.0	minus	15.0	602337.0	
9606	Homo sapiens	6223	0	live	RPS19	DBA, DBA1, LOH19CR1, S19, eS19	ribosomal protein S19	small ribosomal subunit protein eS19|40S ribosomal protein S19|loss of heterozygosity on chromosome 19, region 1|loss of heterozygosity, 19, chromosomal region 1	19q13.2	19	NC_000019.10	41860255.0	41872925.0	plus	6.0	603474.0	
9606	Homo sapiens	6770	0	live	STAR	STARD1	steroidogenic acute regulatory protein	steroidogenic acute regulatory protein, mitochondrial|START domain containing 1|START domain-containing protein 1|StAR related lipid transfer (START) domain containing 1|cholesterol trafficker|mitochondrial steroid acute regulatory protein|steroid acute regulatory protein|steroidogenic acute regulator|testis secretory sperm-binding protein Li 241mP	8p11.23	8	NC_000008.11	38142700.0	38150952.0	minus	7.0	600617.0	
9606	Homo sapiens	5605	0	live	MAP2K2	CFC4, MAPKK2, MEK2, MKK2, PRKMK2	mitogen-activated protein kinase kinase 2	dual specificity mitogen-activated protein kinase kinase 2|ERK activator kinase 2|MAP kinase kinase 2|MAPK/ERK kinase 2|mitogen-activated protein kinase kinase 2, p45	19p13.3	19	NC_000019.10	4090321.0	4124122.0	minus	12.0	601263.0	
9606	Homo sapiens	10733	0	live	PLK4	MCCRP2, SAK, STK18	polo like kinase 4	serine/threonine-protein kinase PLK4|Snk akin kinase|serine/threonine-protein kinase 18|serine/threonine-protein kinase Sak	4q28.1	4	NC_000004.12	127880893.0	127899224.0	plus	18.0	605031.0	
9606	Homo sapiens	6623	0	live	SNCG	BCSG1, SR	synuclein gamma	gamma-synuclein|-synuclein|E pound-synuclein|breast cancer-specific gene 1 protein|persyn|synoretin|synuclein, gamma (breast cancer-specific protein 1)	10q23.2	10	NC_000010.11	86955759.0	86963258.0	plus	7.0	602998.0	
9606	Homo sapiens	4659	0	live	PPP1R12A	GUBS, M130, MBS, MYPT1	protein phosphatase 1 regulatory subunit 12A	protein phosphatase 1 regulatory subunit 12A|myosin binding subunit|myosin phosphatase, target subunit 1|myosin phosphatase-targeting subunit 1|protein phosphatase 1, regulatory (inhibitor) subunit 12A|protein phosphatase myosin-binding subunit	12q21.2-q21.31	12	NC_000012.12	79773563.0	79935460.0	minus	27.0	602021.0	
9606	Homo sapiens	8431	0	live	NR0B2	SHP, SHP1	nuclear receptor subfamily 0 group B member 2	nuclear receptor subfamily 0 group B member 2|nuclear receptor SHP|orphan nuclear receptor SHP|small heterodimer partner	1p36.11	1	NC_000001.11	26911489.0	26913975.0	minus	2.0	604630.0	
9606	Homo sapiens	23089	0	live	PEG10	EDR, HB-1, MEF3L, Mar2, Mart2, RGAG3, RTL2, SIRH1	paternally expressed 10	retrotransposon-derived protein PEG10|MEF3 like 1|Sushi-Ichi retrotransposon homolog 1|embryonal carcinoma differentiation regulated|mammalian retrotransposon-derived 2|mammalian retrotransposon-derived protein 2|myelin expression factor 3-like protein 1|paternally expressed gene 10 protein|retrotransposon Gag like 2|retrotransposon gag domain-containing protein 3|retrotransposon-derived gag-like polyprotein|ty3/Gypsy-like protein	7q21.3	7	NC_000007.14	94656325.0	94669695.0	plus	2.0	609810.0	
9606	Homo sapiens	407037	0	live	MIR320A	MIRN320, MIRN320A, hsa-mir-320a, mir-320a	microRNA 320a	hsa-mir-320|microRNA 320	8p21.3	8	NC_000008.11	22244966.0	22245037.0	minus	1.0	614112.0	
9606	Homo sapiens	2959	0	live	GTF2B	TF2B, TFIIB	general transcription factor IIB	transcription initiation factor IIB|RNA polymerase II transcription factor IIB|S300-II|general transcription factor TFIIB	1p22.2	1	NC_000001.11	88852633.0	88891567.0	minus	8.0	189963.0	
9606	Homo sapiens	23543	0	live	RBFOX2	FOX2, Fox-2, HNRBP2, HRNBP2, RBM9, RTA, dJ106I20.3, fxh	RNA binding fox-1 homolog 2	RNA binding protein fox-1 homolog 2|RNA binding protein, fox-1 homolog 2|RNA-binding motif protein 9|fox-1 homolog B|fox-1 homologue|hexaribonucleotide-binding protein 2|repressor of tamoxifen transcriptional activity	22q12.3	22	NC_000022.11	35738736.0	36028824.0	minus	22.0	612149.0	
9606	Homo sapiens	1523	0	live	CUX1	CASP, CDP, CDP/Cut, CDP1, COY1, CUTL1, CUX, Clox, Cux/CDP, GDDI, GOLIM6, Nbla10317, p100, p110, p200, p75	cut like homeobox 1	protein CASP|Homeobox protein cut-like 1|CCAAT displacement protein|CDP/Cux p200|CUX1 gene Alternatively Spliced Product|cut homolog|golgi integral membrane protein 6|homeobox protein cux-1|mutant CUX1|putative protein product of Nbla10317	7q22.1	7	NC_000007.14	101816007.0	102283958.0	plus	34.0	116896.0	
9606	Homo sapiens	22806	0	live	IKZF3	AIO, AIOLOS, IMD84, ZNFN1A3	IKAROS family zinc finger 3	zinc finger protein Aiolos|zinc finger DNA binding protein Aiolos|zinc finger protein, subfamily 1A, 3 (Aiolos)	17q12-q21.1	17	NC_000017.11	39757715.0	39864312.0	minus	10.0	606221.0	
9606	Homo sapiens	406919	0	live	MIR130A	MIRN130A, miRNA130A, mir-130a	microRNA 130a	hsa-mir-130a	11q12.1	11	NC_000011.10	57641198.0	57641286.0	plus	1.0	610175.0	
9606	Homo sapiens	6045	0	live	RNF2	BAP-1, BAP1, DING, HIPI3, LUSYAM, RING1B, RING2	ring finger protein 2	E3 ubiquitin-protein ligase RING2|HIP2-interacting protein 3|RING finger protein 1B|RING finger protein BAP-1|RING-type E3 ubiquitin transferase RING2|huntingtin-interacting protein 2-interacting protein 3|protein DinG	1q25.3	1	NC_000001.11	185045558.0	185102603.0	plus	9.0	608985.0	
9606	Homo sapiens	571	0	live	BACH1	BACH-1, BTBD24	BTB domain and CNC homolog 1	transcription regulator protein BACH1|BTB and CNC homology 1, basic leucine zipper transcription factor 1|basic region leucine zipper transcriptional regulator BACH1	21q21.3	21	NC_000021.9	29298922.0	29361894.0	plus	11.0	602751.0	
9606	Homo sapiens	6428	0	live	SRSF3	SFRS3, SRp20	serine and arginine rich splicing factor 3	serine/arginine-rich splicing factor 3|epididymis secretory sperm binding protein|pre-mRNA splicing factor SRp20|pre-mRNA-splicing factor SRP20|splicing factor, arginine/serine-rich 3|splicing factor, arginine/serine-rich, 20-kD	6p21.31-p21.2	6	NC_000006.12	36594362.0	36605600.0	plus	7.0	603364.0	
9606	Homo sapiens	990	0	live	CDC6	CDC18L, HsCDC18, HsCDC6, MGORS5	cell division cycle 6	cell division control protein 6 homolog|CDC6 cell division cycle 6 homolog|CDC6-related protein|cdc18-related protein|cell division cycle 6 homolog|p62(cdc6)	17q21.2	17	NC_000017.11	40287879.0	40304657.0	plus	13.0	602627.0	
9606	Homo sapiens	2931	0	live	GSK3A		glycogen synthase kinase 3 alpha	glycogen synthase kinase-3 alpha|GSK-3 alpha|serine/threonine-protein kinase GSK3A	19q13.2	19	NC_000019.10	42230190.0	42242602.0	minus	11.0	606784.0	
9606	Homo sapiens	23326	0	live	USP22	USP3L	ubiquitin specific peptidase 22	ubiquitin carboxyl-terminal hydrolase 22|deubiquitinating enzyme 22|ubiquitin specific protease 22|ubiquitin thioesterase 22|ubiquitin thiolesterase 22|ubiquitin-specific processing protease 22	17p11.2	17	NC_000017.11	20999596.0	21043419.0	minus	14.0	612116.0	
9606	Homo sapiens	406967	0	live	MIR192	MIRN192, miR-192, miRNA192	microRNA 192	hsa-mir-192	11q13.1	11	NC_000011.10	64891137.0	64891246.0	minus	1.0	610939.0	
9606	Homo sapiens	10457	0	live	GPNMB	HGFIN, NMB, PLCA3	glycoprotein nmb	transmembrane glycoprotein NMB|glycoprotein (transmembrane) nmb|glycoprotein nmb-like protein|glycoprotein nonmetastatic melanoma protein B|hematopoietic growth factor inducible neurokinin-1 type|osteoactivin|transmembrane glycoprotein HGFIN	7p15.3	7	NC_000007.14	23246775.0	23275108.0	plus	11.0	604368.0	
9606	Homo sapiens	2648	0	live	KAT2A	GCN5, GCN5L2, PCAF-b, hGCN5	lysine acetyltransferase 2A	histone acetyltransferase KAT2A|GCN5 (general control of amino-acid synthesis, yeast, homolog)-like 2|General control of amino acid synthesis, yeast, homolog-like 2|K(lysine) acetyltransferase 2A|STAF97|general control of amino acid synthesis protein 5-like 2|histone acetyltransferase GCN5|histone glutaryltransferase KAT2A|histone succinyltransferase KAT2A|hsGCN5	17q21.2	17	NC_000017.11	42113111.0	42121367.0	minus	19.0	602301.0	
9606	Homo sapiens	5015	0	live	OTX2	CPHD6, MCOPS5	orthodenticle homeobox 2	homeobox protein OTX2|orthodenticle homolog 2	14q22.3	14	NC_000014.9	56799905.0	56810479.0	minus	5.0	600037.0	
9606	Homo sapiens	8013	0	live	NR4A3	CHN, CSMF, MINOR, NOR1	nuclear receptor subfamily 4 group A member 3	nuclear receptor subfamily 4 group A member 3|chondrosarcoma, extraskeletal myxoid, fused to EWS|mitogen-induced nuclear orphan receptor|neuron-derived orphan receptor 1|nuclear hormone receptor NOR-1|translocated in extraskeletal chondrosarcoma	9q31.1	9	NC_000009.12	99821885.0	99866891.0	plus	10.0	600542.0	
9606	Homo sapiens	4758	0	live	NEU1	NANH, NEU, SIAL1	neuraminidase 1	sialidase-1|G9 sialidase|N-acetyl-alpha-neuraminidase 1|acetylneuraminyl hydrolase|exo-alpha-sialidase|lysosomal sialidase|sialidase 1 (lysosomal sialidase)	6p21.33	6	NC_000006.12	31857659.0	31862821.0	minus	6.0	608272.0	
9606	Homo sapiens	5437	0	live	POLR2H	RPABC3, RPB17, RPB8	RNA polymerase II, I and III subunit H	DNA-directed RNA polymerases I, II, and III subunit RPABC3|DNA-directed RNA polymerase II subunit H|DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide|RNA polymerase II subunit H|RPB8 homolog|polymerase (RNA) II (DNA directed) polypeptide H|polymerase (RNA) II subunit H	3q27.1	3	NC_000003.12	184361710.0	184368591.0	plus	8.0	606023.0	
9606	Homo sapiens	8880	0	live	FUBP1	FBP, FUBP, hDH V	far upstream element binding protein 1	far upstream element-binding protein 1|DNA helicase V|FUSE binding protein 1|epididymis secretory sperm binding protein|far upstream element (FUSE) binding protein 1	1p31.1	1	NC_000001.11	77944055.0	77979501.0	minus	25.0	603444.0	
9606	Homo sapiens	5284	0	live	PIGR		polymeric immunoglobulin receptor	polymeric immunoglobulin receptor|hepatocellular carcinoma associated protein TB6|poly-Ig receptor	1q32.1	1	NC_000001.11	206928522.0	206946466.0	minus	11.0	173880.0	
9606	Homo sapiens	5577	0	live	PRKAR2B	PRKAR2, RII-BETA	protein kinase cAMP-dependent type II regulatory subunit beta	cAMP-dependent protein kinase type II-beta regulatory subunit|H_RG363E19.2|WUGSC:H_RG363E19.2|cAMP-dependent protein kinase type II-beta regulatory chain|protein kinase, cAMP-dependent, regulatory subunit type II beta|protein kinase, cAMP-dependent, regulatory, type II, beta	7q22.3	7	NC_000007.14	107044705.0	107161811.0	plus	11.0	176912.0	
9606	Homo sapiens	4800	0	live	NFYA	CBF-A, CBF-B, HAP2, NF-YA	nuclear transcription factor Y subunit alpha	nuclear transcription factor Y subunit alpha|CAAT-box DNA binding protein subunit A|CCAAT-binding transcription factor subunit B|HAP2 CCAAT-binding protein|NFYA transcript|Transcription factor NF-Y, A subunit|nuclear transcription factor Y subunit A|nuclear transcription factor Y, alpha	6p21.1	6	NC_000006.12	41072974.0	41102403.0	plus	10.0	189903.0	
9606	Homo sapiens	2796	0	live	GNRH1	GNRH, GRH, LHRH, LNRH	gonadotropin releasing hormone 1	progonadoliberin-1|GnRH-associated peptide 1|gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)|leuteinizing-releasing hormone|luliberin I|prolactin release-inhibiting factor	8p21.2	8	NC_000008.11	25419258.0	25425040.0	minus	3.0	152760.0	
9606	Homo sapiens	27044	0	live	SND1	TDRD11, TSN, Tudor-SN, p100	staphylococcal nuclease and tudor domain containing 1	staphylococcal nuclease domain-containing protein 1|EBNA2 coactivator p100|testis tissue sperm-binding protein Li 82P|tudor domain-containing protein 11	7q32.1	7	NC_000007.14	127652194.0	128092593.0	plus	25.0	602181.0	
9606	Homo sapiens	10661	0	live	KLF1	EKLF, EKLF/KLF1	KLF transcription factor 1	Krueppel-like factor 1|Kruppel like factor 1|erythroid Kruppel-like factor|erythroid krueppel-like transcription factor|erythroid-specific transcription factor EKLF	19p13.13	19	NC_000019.10	12884422.0	12887201.0	minus	3.0	600599.0	
9606	Homo sapiens	5564	0	live	PRKAB1	AMPK, HAMPKb	protein kinase AMP-activated non-catalytic subunit beta 1	5'-AMP-activated protein kinase subunit beta-1|5'-AMP-activated protein kinase beta-1 subunit|AMP-activated protein kinase beta subunit|AMPK beta -1 chain|AMPK beta 1|AMPK subunit beta-1|AMPKb|protein kinase, AMP-activated, beta 1 non-catalytic subunit|protein kinase, AMP-activated, noncatalytic, beta-1	12q24.23	12	NC_000012.12	119667952.0	119681619.0	plus	8.0	602740.0	
9606	Homo sapiens	2658	0	live	GDF2	BMP-9, BMP9, HHT5	growth differentiation factor 2	growth/differentiation factor 2|bone morphogenetic protein 9	10q11.22	10	NC_000010.11	47322454.0	47327588.0	plus	2.0	605120.0	
9606	Homo sapiens	407043	0	live	MIR7-1	MIRN7-1, hsa-mir-7-1, mir-7-1	microRNA 7-1	miR-7-5p	9q21.32	9	NC_000009.12	83969748.0	83969857.0	minus	1.0	615239.0	
9606	Homo sapiens	100507056	0	live	CCAT1	CARLO5, CARLo-5, onco-lncRNA-40	colon cancer associated transcript 1	colon cancer associated transcript 1 (non-protein coding)	8q24.21	8	NC_000008.11	127207382.0	127219268.0	minus	2.0	617705.0	
9606	Homo sapiens	5469	0	live	MED1	CRSP1, CRSP200, DRIP205, DRIP230, PBP, PPARBP, PPARGBP, RB18A, TRAP220, TRIP2	mediator complex subunit 1	mediator of RNA polymerase II transcription subunit 1|ARC205|PPAR-binding protein|PPARG binding protein|TR-interacting protein 2|TRIP-2|activator-recruited cofactor 205 kDa component|p53 regulatory protein RB18A|peroxisome proliferator-activated receptor-binding protein|thyroid hormone receptor-associated protein complex 220 kDa component|thyroid hormone receptor-associated protein complex component TRAP220|thyroid receptor interacting protein 2|vitamin D receptor-interacting protein 230 kD|vitamin D receptor-interacting protein complex component DRIP205	17q12	17	NC_000017.11	39404285.0	39451263.0	minus	18.0	604311.0	
9606	Homo sapiens	11073	0	live	TOPBP1	Dpb11, TOP2BP1	DNA topoisomerase II binding protein 1	DNA topoisomerase 2-binding protein 1|DNA topoisomerase II-beta-binding protein 1|topoisomerase (DNA) II binding protein 1	3q22.1	3	NC_000003.12	133600238.0	133661941.0	minus	28.0	607760.0	
9606	Homo sapiens	1024	0	live	CDK8	IDDHBA, K35	cyclin dependent kinase 8	cyclin-dependent kinase 8|CDK8 protein kinase|cell division protein kinase 8|mediator complex subunit CDK8|mediator of RNA polymerase II transcription subunit CDK8|protein kinase K35	13q12.13	13	NC_000013.11	26254129.0	26405238.0	plus	15.0	603184.0	
9606	Homo sapiens	3636	0	live	INPPL1	OPSMD, SHIP2	inositol polyphosphate phosphatase like 1	phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2|51C protein|INPPL-1|SH2 domain-containing inositol-5'-phosphatase 2|SHIP-2|protein 51C	11q13.4	11	NC_000011.10	72223563.0	72239147.0	plus	30.0	600829.0	
9606	Homo sapiens	2661	0	live	GDF9	POF14	growth differentiation factor 9	growth/differentiation factor 9	5q31.1	5	NC_000005.10	132861185.0	132866651.0	minus	6.0	601918.0	
9606	Homo sapiens	3726	0	live	JUNB	AP-1	JunB proto-oncogene, AP-1 transcription factor subunit	transcription factor JunB|activator protein 1|jun B proto-oncogene|transcription factor AP-1 subunit JunB|transcription factor jun-B	19p13.13	19	NC_000019.10	12791486.0	12793315.0	plus	1.0	165161.0	
9606	Homo sapiens	8714	0	live	ABCC3	ABC31, EST90757, MLP2, MOAT-D, MRP3, cMOAT2	ATP binding cassette subfamily C member 3	ATP-binding cassette sub-family C member 3|ATP-binding cassette, sub-family C (CFTR/MRP), member 3|canalicular multispecific organic anion transporter 2|canicular multispecific organic anion transporter|multi-specific organic anion transporter D|multidrug resistance associated protein|multidrug resistance-associated protein 3	17q21.33	17	NC_000017.11	50634881.0	50692253.0	plus	31.0	604323.0	
9606	Homo sapiens	23495	0	live	TNFRSF13B	CD267, CVID, CVID2, IGAD2, RYZN, TACI, TNFRSF14B	TNF receptor superfamily member 13B	tumor necrosis factor receptor superfamily member 13B|transmembrane activator and CAML interactor|tumor necrosis factor receptor 13B	17p11.2	17	NC_000017.11	16939081.0	16972118.0	minus	5.0	604907.0	
9606	Homo sapiens	64321	0	live	SOX17	VUR3	SRY-box transcription factor 17	transcription factor SOX-17|SRY (sex determining region Y)-box 17|SRY-box 17|SRY-related HMG-box transcription factor SOX17	8q11.23	8	NC_000008.11	54457935.0	54460892.0	plus	2.0	610928.0	
9606	Homo sapiens	7155	0	live	TOP2B	BILU, TOPIIB, top2beta	DNA topoisomerase II beta	DNA topoisomerase 2-beta|DNA topoisomerase II, 180 kD|DNA topoisomerase II, beta isozyme|U937 associated antigen|antigen MLAA-44|topo II beta|topoisomerase (DNA) II beta 180kDa|topoisomerase II beta|topoisomerase IIb	3p24.2	3	NC_000003.12	25597905.0	25664907.0	minus	36.0	126431.0	
9606	Homo sapiens	4094	0	live	MAF	AYGRP, CCA4, CTRCT21, c-MAF	MAF bZIP transcription factor	transcription factor Maf|Avian musculoaponeurotic fibrosarcoma (MAF) protooncogene|T lymphocyte c-maf long form|c-maf proto-oncogene|proto-oncogene c-Maf|v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	16q23.2	16	NC_000016.10	79202622.0	79600737.0	minus	8.0	177075.0	
9606	Homo sapiens	5927	0	live	KDM5A	RBBP-2, RBBP2, RBP2	lysine demethylase 5A	lysine-specific demethylase 5A|Jumonji, AT rich interactive domain 1A (RBP2-like)|[histone H3]-trimethyl-L-lysine(4) demethylase 5A|histone demethylase JARID1A|jumonji/ARID domain-containing protein 1A|lysine (K)-specific demethylase 5A|retinoblastoma binding protein 2	12p13.33	12	NC_000012.12	280057.0	389320.0	minus	28.0	180202.0	
9606	Homo sapiens	7182	0	live	NR2C2	TAK1, TR4	nuclear receptor subfamily 2 group C member 2	nuclear receptor subfamily 2 group C member 2|Nuclear hormone receptor TR4|orphan nuclear receptor TAK1|orphan nuclear receptor TR4|orphan receptor TR4|testicular nuclear receptor 4	3p25.1	3	NC_000003.12	14947583.0	15049273.0	plus	22.0	601426.0	
9606	Homo sapiens	3087	0	live	HHEX	HEX, HMPH, HOX11L-PEN, PRH, PRHX	hematopoietically expressed homeobox	hematopoietically-expressed homeobox protein HHEX|homeobox protein HEX|homeobox protein PRH|homeobox, hematopoietically expressed|proline-rich homeodomain-containing transcription factor	10q23.33	10	NC_000010.11	92689955.0	92695647.0	plus	4.0	604420.0	
9606	Homo sapiens	5346	0	live	PLIN1	FPLD4, PERI, PLIN	perilipin 1	perilipin-1|lipid droplet-associated protein	15q26.1	15	NC_000015.10	89664367.0	89679367.0	minus	9.0	170290.0	
9606	Homo sapiens	106144573	0	live	HBA-LCR	alpha-LCR	alpha-globin locus control region	ATAC-STARR-seq lymphoblastoid active region 10201|ATAC-STARR-seq lymphoblastoid silent region 6902|CRISPRi-validated cis-regulatory element chr16.29|CRISPRi-validated cis-regulatory element chr16.30|MED14-independent group 3 enhancer GRCh37_chr16:163229-164428|alpha-globin DCR|alpha-globin dominant control region|alpha-locus controlling region	16p13.3	16	NC_000016.10	87808.0	152854.0	plus	0.0		
9606	Homo sapiens	2354	0	live	FOSB	AP-1, G0S3, GOS3, GOSB	FosB proto-oncogene, AP-1 transcription factor subunit	protein FosB|FBJ murine osteosarcoma viral oncogene homolog B|FosB proto-oncogene, AP-1 trancription factor subunit|G0/G1 switch regulatory protein 3|activator protein 1|transcription factor AP-1 subunit FosB	19q13.32	19	NC_000019.10	45467996.0	45475179.0	plus	4.0	164772.0	
9606	Homo sapiens	64083	0	live	GOLPH3	GOPP1, GPP34, MIDAS, Vps74	golgi phosphoprotein 3	Golgi phosphoprotein 3|coat protein GPP34|coat-protein|golgi peripheral membrane protein 1, 34 kDa|golgi protein|golgi-associated protein|mitochondrial DNA absence factor	5p13.3	5	NC_000005.10	32124716.0	32174319.0	minus	4.0	612207.0	
9606	Homo sapiens	2304	0	live	FOXE1	BAMLAZ, FKHL15, FOXE2, HFKH4, HFKL5, NMTC4, TITF2, TTF-2, TTF2	forkhead box E1	forkhead box protein E1|HNF-3/fork head-like protein 5|forkhead box protein E2|forkhead, drosophila, homolog-like 15|forkhead-related protein FKHL15|thyroid transcription factor 2	9q22.33	9	NC_000009.12	97853226.0	97856717.0	plus	1.0	602617.0	
9606	Homo sapiens	8553	0	live	BHLHE40	BHLHB2, Clast5, DEC1, HLHB2, SHARP-2, SHARP2, STRA13, Stra14	basic helix-loop-helix family member e40	class E basic helix-loop-helix protein 40|basic helix-loop-helix domain containing, class B, 2|class B basic helix-loop-helix protein 2|differentially expressed in chondrocytes 1|differentially expressed in chondrocytes protein 1|differentiated embryo chondrocyte expressed gene 1|enhancer-of-split and hairy-related protein 2|stimulated by retinoic acid gene 13 protein	3p26.1	3	NC_000003.12	4979437.0	4985323.0	plus	5.0	604256.0	
9606	Homo sapiens	5593	0	live	PRKG2	AMD4, PKG2, PRKGR2, SMDP, cGK2, cGKII	protein kinase cGMP-dependent 2	cGMP-dependent protein kinase 2|cGMP-dependent protein kinase II|protein kinase, cGMP-dependent, type II|testicular tissue protein Li 99	4q21.21	4	NC_000004.12	81087370.0	81217836.0	minus	23.0	601591.0	
9606	Homo sapiens	8639	0	live	AOC3	HPAO, SSAO, VAP-1, VAP1	amine oxidase copper containing 3	membrane primary amine oxidase|amine oxidase, copper containing 3 (vascular adhesion protein 1)|copper amine oxidase|placenta copper monamine oxidase|semicarbazide-sensitive amine oxidase	17q21.31	17	NC_000017.11	42851199.0	42858124.0	plus	7.0	603735.0	
9606	Homo sapiens	51185	0	live	CRBN	MRT2, MRT2A	cereblon	protein cereblon|protein x 0001	3p26.2	3	NC_000003.12	3149633.0	3179717.0	minus	12.0	609262.0	
9606	Homo sapiens	7004	0	live	TEAD4	EFTR-2, RTEF1, TCF13L1, TEF-3, TEF3, TEFR-1, hRTEF-1B	TEA domain transcription factor 4	transcriptional enhancer factor TEF-3|TEA domain family member 4|related transcription enhancer factor 1B|transcription factor 13-like 1|transcription factor RTEF-1|transcriptional enhancer factor 1-related|transcriptional enhancer factor 3	12p13.33	12	NC_000012.12	2959397.0	3040676.0	plus	13.0	601714.0	
9606	Homo sapiens	2782	0	live	GNB1	HG2A, MDS, MRD42	G protein subunit beta 1	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1|beta subunit, signal-transducing proteins GS/GI|guanine nucleotide binding protein (G protein), beta polypeptide 1|heterotrimeric guanine nucleotide-binding protein 2A|testicular tissue protein Li 72|transducin beta chain 1	1p36.33	1	NC_000001.11	1785286.0	1891087.0	minus	19.0	139380.0	
9606	Homo sapiens	10215	0	live	OLIG2	BHLHB1, OLIGO2, PRKCBP2, RACK17, bHLHe19	oligodendrocyte transcription factor 2	oligodendrocyte transcription factor 2|basic domain, helix-loop-helix protein, class B, 1|class B basic helix-loop-helix protein 1|class E basic helix-loop-helix protein 19|human protein kinase C-binding protein RACK17|oligodendrocyte lineage transcription factor 2|oligodendrocyte-specific bHLH transcription factor 2|protein kinase C-binding protein 2	21q22.11	21	NC_000021.9	33025935.0	33029185.0	plus	3.0	606386.0	
9606	Homo sapiens	921	0	live	CD5	LEU1, T1	CD5 molecule	T-cell surface glycoprotein CD5|CD5 antigen (p56-62)|epididymis secretory sperm binding protein|lymphocyte antigen T1/Leu-1	11q12.2	11	NC_000011.10	61093963.0	61127852.0	plus	12.0	153340.0	
9606	Homo sapiens	493	0	live	ATP2B4	ATP2B2, MXRA1, PMCA4, PMCA4b, PMCA4x	ATPase plasma membrane Ca2+ transporting 4	plasma membrane calcium-transporting ATPase 4|ATPase, Ca++ transporting, plasma membrane 4|matrix-remodeling-associated protein 1|sarcolemmal calcium pump	1q32.1	1	NC_000001.11	203626832.0	203744081.0	plus	23.0	108732.0	
9606	Homo sapiens	58487	0	live	CREBZF	SMILE, ZF	CREB/ATF bZIP transcription factor	CREB/ATF bZIP transcription factor|HCF-binding transcription factor Zhangfei|SHP-interacting leucine zipper protein|Zhangfei|host cell factor-binding transcription factor Zhangfei|small heterodimer partner-interacting leucine zipper	11q14.1	11	NC_000011.10	85657990.0	85682863.0	minus	8.0	606444.0	
9606	Homo sapiens	26298	0	live	EHF	ESE3, ESE3B, ESEJ	ETS homologous factor	ETS homologous factor|ESE3 transcription factor|ETS domain-containing transcription factor|epithelium-specific Ets transcription factor 3|hEHF	11p13	11	NC_000011.10	34621093.0	34663288.0	plus	17.0	605439.0	
9606	Homo sapiens	6564	0	live	SLC15A1	HPECT1, HPEPT1, PEPT1	solute carrier family 15 member 1	solute carrier family 15 member 1|Caco-2 oligopeptide transporter|intestinal H+/peptide cotransporter|macrophage oligopeptide transporter PEPT1|peptide transporter 1|solute carrier family 15 (oligopeptide transporter), member 1	13q32.2-q32.3	13	NC_000013.11	98683801.0	98752672.0	minus	23.0	600544.0	
9606	Homo sapiens	6672	0	live	SP100	lysp100b	SP100 nuclear antigen	nuclear autoantigen Sp-100|SP100-HMG nuclear autoantigen|nuclear dot-associated Sp100 protein|speckled 100 kDa	2q37.1	2	NC_000002.12	230416201.0	230545606.0	plus	32.0	604585.0	
9606	Homo sapiens	25833	0	live	POU2F3	Epoc-1, OCT-11, OCT11, OTF-11, PLA-1, PLA1, Skn-1a	POU class 2 homeobox 3	POU domain, class 2, transcription factor 3|POU domain transcription factor OCT11a|octamer-binding protein 11|octamer-binding transcription factor 11|transcription factor PLA-1|transcription factor Skn-1	11q23.3	11	NC_000011.10	120236638.0	120319945.0	plus	17.0	607394.0	
9606	Homo sapiens	9935	0	live	MAFB	DURS3, KRML, MCTO	MAF bZIP transcription factor B	transcription factor MafB|Kreisler maf-related leucine zipper homolog|MAFB/Kreisler basic region/leucine zipper transcription factor|v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog B	20q12	20	NC_000020.11	40685848.0	40689236.0	minus	1.0	608968.0	
9606	Homo sapiens	50674	0	live	NEUROG3	Atoh5, Math4B, NGN-3, bHLHa7, ngn3	neurogenin 3	neurogenin-3|class A basic helix-loop-helix protein 7|protein atonal homolog 5	10q22.1	10	NC_000010.11	69571485.0	69573422.0	minus	2.0	604882.0	
9606	Homo sapiens	3400	0	live	ID4	IDB4, bHLHb27	inhibitor of DNA binding 4	DNA-binding protein inhibitor ID-4|class B basic helix-loop-helix protein 27|inhibitor of DNA binding 4, HLH protein|inhibitor of DNA binding 4, dominant negative helix-loop-helix protein|inhibitor of differentiation 4	6p22.3	6	NC_000006.12	19837370.0	19842197.0	plus	3.0	600581.0	
9606	Homo sapiens	9252	0	live	RPS6KA5	MSK1, MSPK1, RLPK	ribosomal protein S6 kinase A5	ribosomal protein S6 kinase alpha-5|90 kDa ribosomal protein S6 kinase 5|RSK-like protein kinase|RSKL|S6K-alpha-5|nuclear mitogen- and stress-activated protein kinase 1|ribosomal protein S6 kinase, 90kDa, polypeptide 5	14q32.11	14	NC_000014.9	90847861.0	91060641.0	minus	20.0	603607.0	
